file	import_type	module	resolved
app/sdk/challenges/challengeFactory.coffee	require	./lyonar/BeginnerLyonarChallenge4	app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee
app/sdk/challenges/challengeRemote.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/challengeRemote.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/challengeRemote.coffee	require	app/sdk/cards/factionFactory	app/sdk/cards/factionFactory.coffee
app/sdk/challenges/challengeRemote.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/challengeRemote.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/challengeRemote.coffee	require	app/sdk/battleMapTemplate	app/sdk/battleMapTemplate.coffee
app/sdk/challenges/challengeRemote.coffee	require	isomorphic-fetch	isomorphic-fetch
app/sdk/challenges/challengeRemote.coffee	require	bluebird	bluebird
app/sdk/challenges/challengeRemote.coffee	require	i18next	i18next
app/sdk/challenges/instruction.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/instruction.coffee	require	app/common/utils/utils_javascript	app/common/utils/utils_javascript.js
app/sdk/challenges/instruction.coffee	require	./../validators/validator	app/sdk/validators/validator.coffee
app/sdk/challenges/instruction.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/instruction.coffee	require	underscore	underscore
app/sdk/challenges/instruction.coffee	require	i18next	i18next
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/sdk/modifiers/modifierOpeningGambitApplyPlayerModifiers	app/sdk/modifiers/modifierOpeningGambitApplyPlayerModifiers.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	app/common/utils/utils_game_session	app/common/utils/utils_game_session.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	require	i18next	i18next
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	app/common/utils/utils_game_session	app/common/utils/utils_game_session.coffee
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	underscore	underscore
app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	require	i18next	i18next
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	require	i18next	i18next
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	require	i18next	i18next
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	require	i18next	i18next
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	require	i18next	i18next
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	app/sdk/modifiers/modifierSpellWatchBuffAlliesByRace	app/sdk/modifiers/modifierSpellWatchBuffAlliesByRace.coffee
app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	require	i18next	i18next
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	require	i18next	i18next
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	underscore	underscore
app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	require	i18next	i18next
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	require	i18next	i18next
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	require	i18next	i18next
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	require	i18next	i18next
app/sdk/challenges/sandbox.coffee	require	./challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/sandbox.coffee	require	./../gameSetup	app/sdk/gameSetup.coffee
app/sdk/challenges/sandbox.coffee	require	app/sdk/gameType	app/sdk/gameType.coffee
app/sdk/challenges/sandbox.coffee	require	./../playModes/playModeFactory	app/sdk/playModes/playModeFactory.coffee
app/sdk/challenges/sandbox.coffee	require	./../playModes/playModesLookup	app/sdk/playModes/playModesLookup.coffee
app/sdk/challenges/sandboxDeveloper.coffee	require	./sandbox	app/sdk/challenges/sandbox.coffee
app/sdk/challenges/sandboxDeveloper.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/common/config	app/common/config.js
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/data/resources	app/data/resources.js
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	app/sdk/challenges/challengeCategory	app/sdk/challenges/challengeCategory.coffee
app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	require	i18next	i18next
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/challenges/challenge	app/sdk/challenges/challenge.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/challenges/instruction	app/sdk/challenges/instruction.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/actions/moveAction	app/sdk/actions/moveAction.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/actions/attackAction	app/sdk/actions/attackAction.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/actions/playCardFromHandAction	app/sdk/actions/playCardFromHandAction.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/actions/endTurnAction	app/sdk/actions/endTurnAction.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/cards/cardsLookupComplete	app/sdk/cards/cardsLookupComplete.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/cards/deck	app/sdk/cards/deck.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/gameSession	app/sdk/gameSession.coffee
app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	require	app/sdk/agents/agentActions	app/sdk/agents/agentActions.coffee
