file	references
app/sdk/cards/factory/misc/gauntlet_specials.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardSetLookup.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|i18next
app/sdk/cards/factory/misc/generic.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellDamage.coffee|app/sdk/spells/spellApplyModifiers.coffee|app/sdk/spells/spellKillTarget.coffee|app/sdk/spells/spellFollowupTeleport.coffee|app/sdk/spells/spellFollowupTeleportToMe.coffee|app/sdk/spells/spellFollowupTeleportMyGeneral.coffee|app/sdk/spells/spellSilence.coffee|app/sdk/spells/spellSpawnEntity.coffee|app/sdk/spells/spellCloneTargetEntity.coffee|app/sdk/spells/spellCloneSourceEntity.coffee|app/sdk/spells/spellKillTargetWithModifierRanged.coffee|app/sdk/spells/spellDunecasterFollowup.coffee|app/sdk/spells/spellFollowupSwapPositions.coffee|app/sdk/spells/spellFollowupDamage.coffee|app/sdk/spells/spellFollowupHeal.coffee|app/sdk/spells/spellMindControlByAttackValue.coffee|app/sdk/spells/spellFollowupRandomTeleport.coffee|app/sdk/spells/spellFollowupKeeper.coffee|app/sdk/spells/spellFollowupHollowGroveKeeper.coffee|app/sdk/spells/spellFollowupKillTargetByAttack.coffee|app/sdk/spells/spellCloneSourceEntityNearbyGeneral.coffee|app/sdk/spells/spellDoubleAttackAndHealth.coffee|app/sdk/spells/spellHatchAnEgg.coffee|app/sdk/spells/spellFollowupActivateBattlePet.coffee|app/sdk/spells/spellSpawnEntityAndApplyPlayerModifiers.coffee|app/sdk/spells/spellFollowupTeleportMyGeneralBehindEnemy.coffee|app/sdk/spells/spellFollowupTeleportInFrontOfAnyGeneral.coffee|app/sdk/spells/spellSpawnNeutralEntity.coffee|app/sdk/spells/spellFollowupFight.coffee|app/sdk/spells/spellOverwatch.coffee|app/sdk/spells/spellBounceToActionBarSpawnEntity.coffee|app/sdk/spells/spellFollowupTeleportToFriendlyCreep.coffee|app/sdk/spells/spellFollowupTeleportNearMyGeneral.coffee|app/sdk/spells/spellBounceToActionbar.coffee|app/sdk/spells/spellDuplicator.coffee|app/sdk/spells/spellApplyPlayerModifiers.coffee|app/sdk/spells/spellFollowupSpawnEntityFromDeck.coffee|app/sdk/spells/spellDamageOrHeal.coffee|app/sdk/playerModifiers/playerModifierMechazorBuildProgress.coffee|app/sdk/playerModifiers/playerModifierMechazorSummoned.coffee|app/sdk/gameSessionModifiers/gameSessionModifierFestiveSpirit.coffee
app/sdk/cards/factory/misc/tiles.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/tile.coffee|app/sdk/modifiers/modifierStackingShadows.coffee|app/sdk/modifiers/modifierStackingShadowsDebuff.coffee|app/sdk/modifiers/modifierCollectableBonusMana.coffee|app/sdk/modifiers/modifierHallowedGround.coffee|app/sdk/modifiers/modifierHallowedGroundBuff.coffee|app/sdk/modifiers/modifierSandPortal.coffee|app/sdk/modifiers/modifierPrimalProtection.coffee|app/sdk/modifiers/modifierPrimalTile.coffee|app/sdk/modifiers/modifierCollectableCard.coffee|i18next
app/sdk/cards/factory/misc/tutorial.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/artifacts/artifact.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellDamage.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierFirstBlood.coffee|app/sdk/modifiers/modifierProvoke.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|i18next
app/sdk/cards/factory/monthly/m10_general_damage.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierProvoke.coffee|app/sdk/modifiers/modifierOpeningGambitDamageEverything.coffee|app/sdk/modifiers/modifierCostChangeIfMyGeneralDamagedLastTurn.coffee|app/sdk/modifiers/modifierMyGeneralDamagedWatchBuffSelfAndDrawACard.coffee|app/sdk/modifiers/modifierCostEqualGeneralHealth.coffee|i18next
app/sdk/cards/factory/monthly/m11_penny_arcade.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellRiddle.coffee|app/sdk/modifiers/modifierProvoke.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierCardControlledPlayerModifiers.coffee|app/sdk/modifiers/modifierForcefield.coffee|app/sdk/modifiers/modifierElkowl.coffee|app/sdk/modifiers/modifierOpeningGambitPutCardInOpponentHand.coffee|app/sdk/playerModifiers/playerModifierCannotReplace.coffee|i18next
app/sdk/cards/factory/monthly/m12_october_monthlies.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifierMyMinionAttackWatchHealGeneral.coffee|app/sdk/modifiers/modifierInvalidateRush.coffee|app/sdk/modifiers/modifierImmuneToDamageFromMinionsAndGenerals.coffee|app/sdk/modifiers/modifierOpeningGambitDamageInFrontRow.coffee|app/sdk/modifiers/modifierForcefield.coffee|app/sdk/modifiers/modifierFirstBlood.coffee|app/sdk/modifiers/modifierFlying.coffee|i18next
app/sdk/cards/factory/monthly/m13_november_monthlies.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifierOpeningGambitHealMyGeneral.coffee|app/sdk/modifiers/modifierOpeningGambitSpawnCopiesOfEntityNearby.coffee|app/sdk/modifiers/modifierDyingWishDispelAllEnemyMinions.coffee|app/sdk/modifiers/modifierOpponentDrawCardWatchDamageEnemyGeneral.coffee|i18next
app/sdk/cards/factory/monthly/m1_movement.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierFlying.coffee|app/sdk/modifiers/modifierMyMoveWatchSpawnEntity.coffee|app/sdk/modifiers/modifierMyMoveWatchApplyModifiers.coffee|app/sdk/modifiers/modifierMyMoveWatchDrawCard.coffee|i18next
app/sdk/cards/factory/monthly/m2_reactive.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifierFirstBlood.coffee|app/sdk/modifiers/modifierSpellWatchSpawnEntity.coffee|app/sdk/modifiers/modifierDyingWishSpawnEntityInCorner.coffee|app/sdk/modifiers/modifierSpiritScribe.coffee|app/sdk/modifiers/modifierTakeDamageWatchSpawnRandomToken.coffee|app/sdk/modifiers/modifierToken.coffee|app/sdk/modifiers/modifierTokenCreator.coffee|i18next
app/sdk/cards/factory/monthly/m3_opening_gambit_buff.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierOpeningGambitApplyPlayerModifiers.coffee|app/sdk/modifiers/modifierOpeningGambitApplyModifiersRandomly.coffee|app/sdk/modifiers/modifierSummonWatchFromActionBarByOpeningGambitBuffSelf.coffee|app/sdk/playerModifiers/playerModifierPreventSpellDamage.coffee|i18next
app/sdk/cards/factory/monthly/m4_replace.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifierFlying.coffee|app/sdk/modifiers/modifierReplaceWatchDamageEnemy.coffee|app/sdk/modifiers/modifierReplaceWatchBuffSelf.coffee|app/sdk/modifiers/modifierBuffSelfOnReplace.coffee|app/sdk/modifiers/modifierSummonSelfOnReplace.coffee|i18next
app/sdk/cards/factory/monthly/m5_provoke.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/modifiers/modifierProvoke.coffee|app/sdk/modifiers/modifierFrenzy.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierEndTurnWatchDamageNearbyEnemy.coffee|app/sdk/modifiers/modifierTakeDamageWatchDispel.coffee|i18next
app/sdk/cards/factory/monthly/m6_forcefield.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifierForcefield.coffee|app/sdk/modifiers/modifierOpeningGambitDamageNearbyForAttack.coffee|app/sdk/modifiers/modifierMyAttackOrAttackedWatchDrawCard.coffee|i18next
app/sdk/cards/factory/monthly/m7_warmasters.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierRanged.coffee|app/sdk/modifiers/modifierManaCostChange.coffee|app/sdk/modifiers/modifierProvoke.coffee|app/sdk/modifiers/modifierFlying.coffee|app/sdk/modifiers/modifierUnseven.coffee|i18next
app/sdk/cards/factory/monthly/m8_rexx.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierManaCostChange.coffee|app/sdk/modifiers/modifierPortal.coffee|app/sdk/modifiers/modifierEndTurnWatchApplyModifiers.coffee|app/sdk/modifiers/modifierOpeningGambitApplyModifiersToHand.coffee|app/sdk/modifiers/modifierMechazorWatchPutMechazorInHand.coffee|i18next
app/sdk/cards/factory/monthly/m9_streamers.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierEndTurnWatchApplyModifiers.coffee|app/sdk/modifiers/modifierEnvyBaer.coffee|app/sdk/modifiers/modifierOpeningGambitGrincher.coffee|app/sdk/modifiers/modifierSpellWatchScientist.coffee|i18next
app/sdk/cards/factory/monthly/sisters.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierCardControlledPlayerModifiers.coffee|app/sdk/modifiers/modifierInfiltrate.coffee|app/sdk/modifiers/modifierHealWatchPutCardInHand.coffee|app/sdk/modifiers/modifierEnemyTakeDamageWatchHealMyGeneral.coffee|app/sdk/modifiers/modifierTakeDamageWatchDamageNearbyEnemiesForSame.coffee|app/sdk/modifiers/modifierOpeningGambitDrawFactionCards.coffee|app/sdk/playerModifiers/playerModifier.coffee|app/sdk/playerModifiers/playerModifierSpellDamageModifier.coffee|i18next
app/sdk/cards/factory/shimzar/faction1.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/cardSetLookup.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/artifacts/artifact.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellAspectBase.coffee|app/sdk/spells/spellSpawnEntityNearbyGeneral.coffee|app/sdk/spells/spellSkyBurial.coffee|app/sdk/spells/spellFightingSpirit.coffee|app/sdk/spells/spellLucentBeam.coffee|app/sdk/spells/spellAfterblaze.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierProvoke.coffee|app/sdk/modifiers/modifierBanding.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierBattlePet.coffee|app/sdk/modifiers/modifierOpeningGambitDrawCard.coffee|app/sdk/modifiers/modifierEndTurnWatchApplyModifiersRandomly.coffee|app/sdk/modifiers/modifierBandingChangeCardDraw.coffee|app/sdk/modifiers/modifierEndTurnWatchRefreshArtifacts.coffee|app/sdk/modifiers/modifierHealWatchBuffGeneral.coffee|app/sdk/modifiers/modifierTokenCreator.coffee|i18next
app/sdk/cards/factory/shimzar/faction2.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardSetLookup.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/artifacts/artifact.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellTempTransform.coffee|app/sdk/spells/spellCrimsonCoil.coffee|app/sdk/spells/spellShadowWaltz.coffee|app/sdk/spells/spellMirrorMeld.coffee|app/sdk/spells/spellKoanOfHorns.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierRanged.coffee|app/sdk/modifiers/modifierManaCostChange.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierBackstab.coffee|app/sdk/modifiers/modifierCardControlledPlayerModifiers.coffee|app/sdk/modifiers/modifierBattlePet.coffee|app/sdk/modifiers/modifierCannotMove.coffee|app/sdk/modifiers/modifierTakeDamageWatchDamageAllEnemies.coffee|app/sdk/modifiers/modifierDyingWishXho.coffee|app/sdk/modifiers/modifierMyTeamMoveWatchAnyReasonBuffTarget.coffee|app/sdk/modifiers/modifierTokenCreator.coffee|app/sdk/playerModifiers/playerModifierSpellDamageModifier.coffee|i18next
app/sdk/cards/factory/shimzar/faction3.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardSetLookup.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/artifacts/artifact.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellAstralFlood.coffee|app/sdk/spells/spellWhisperOfTheSands.coffee|app/sdk/spells/spellPsychicConduit.coffee|app/sdk/spells/spellCircleOfDesiccation.coffee|app/sdk/spells/spellCorpseCombustion.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierImmuneToDamage.coffee|app/sdk/modifiers/modifierManaCostChange.coffee|app/sdk/modifiers/modifierPortal.coffee|app/sdk/modifiers/modifierDyingWishSpawnEntity.coffee|app/sdk/modifiers/modifierStartTurnWatchSummonDervish.coffee|app/sdk/modifiers/modifierOpeningGambitApplyModifiersRandomly.coffee|app/sdk/modifiers/modifierImmuneToSpellDamage.coffee|app/sdk/modifiers/modifierSummonWatchFromActionBarByOpeningGambitBuffSelf.coffee|app/sdk/modifiers/modifierOpeningGambitApplyModifiersToHand.coffee|app/sdk/modifiers/modifierBattlePet.coffee|app/sdk/modifiers/modifierOpeningGambitApplyModifiersToGeneral.coffee|app/sdk/modifiers/modifierTakeDamageWatchDestroy.coffee|app/sdk/modifiers/modifierDyingWishSpawnRandomEntity.coffee|app/sdk/modifiers/modifierTakeDamageWatchSpawnEntity.coffee|app/sdk/modifiers/modifierPantheran.coffee|app/sdk/modifiers/modifierEndTurnWatchSwapAllegiance.coffee|app/sdk/modifiers/modifierKillWatchSpawnEnemyEntity.coffee|app/sdk/modifiers/modifierEndEveryTurnWatchDamageOwner.coffee|app/sdk/modifiers/modifierDyingWishDispelNearestEnemy.coffee|app/sdk/modifiers/modifierTokenCreator.coffee|app/sdk/modifiers/modifierToken.coffee|i18next
app/sdk/cards/factory/shimzar/faction4.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardSetLookup.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/artifacts/artifact.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellAbyssalScar.coffee|app/sdk/spells/spellLurkingFear.coffee|app/sdk/spells/spellEchoingShriek.coffee|app/sdk/spells/spellVoidSteal.coffee|app/sdk/spells/spellVeilOfUnraveling.coffee|app/sdk/spells/spellSpawnEntity.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierStackingShadows.coffee|app/sdk/modifiers/modifierProvoke.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierOpeningGambitApplyPlayerModifiers.coffee|app/sdk/modifiers/modifierDyingWishSpawnEntityInCorner.coffee|app/sdk/modifiers/modifierDynamicCountModifySelfByShadowTilesOnBoard.coffee|app/sdk/modifiers/modifierBattlePet.coffee|app/sdk/modifiers/modifierInkhornGaze.coffee|app/sdk/modifiers/modifierOpeningGambitDamageEnemiesNearShadowCreep.coffee|app/sdk/modifiers/modifierTakeDamageWatchSpawnShadowCreep.coffee|app/sdk/modifiers/modifierDyingWishSpawnTileAnywhere.coffee|app/sdk/modifiers/modifierDyingWish.coffee|app/sdk/modifiers/modifierTokenCreator.coffee|app/sdk/playerModifiers/playerModifierManaModifierSingleUse.coffee|i18next
app/sdk/cards/factory/shimzar/faction5.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardSetLookup.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/artifacts/artifact.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellApplyModifiers.coffee|app/sdk/spells/spellRazorSkin.coffee|app/sdk/spells/spellLavaLance.coffee|app/sdk/spells/spellNaturesConfluence.coffee|app/sdk/spells/spellFlamingStampede.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierManaCostChange.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierGrow.coffee|app/sdk/modifiers/modifierRebirth.coffee|app/sdk/modifiers/modifierBattlePet.coffee|app/sdk/modifiers/modifierAnyDrawCardWatchBuffSelf.coffee|app/sdk/modifiers/modifierGrowOnBothTurns.coffee|app/sdk/modifiers/modifierAnySummonWatchFromActionBarApplyModifiersToSelf.coffee|app/sdk/modifiers/modifierSummonWatchDreadnaught.coffee|app/sdk/modifiers/modifierRemoveAndReplaceEntity.coffee|app/sdk/modifiers/modifierDealDamageWatchHatchEggs.coffee|app/sdk/modifiers/modifierToken.coffee|app/sdk/modifiers/modifierTokenCreator.coffee|i18next
app/sdk/cards/factory/shimzar/faction6.coffee	underscore|moment|app/common/logger.coffee|app/common/config.js|app/data/resources.js|app/sdk/cards/card.coffee|app/sdk/cards/cardsLookupComplete.coffee|app/sdk/cards/cardSetLookup.coffee|app/sdk/cards/cardType.coffee|app/sdk/cards/factionsLookup.coffee|app/sdk/cards/factionFactory.coffee|app/sdk/cards/racesLookup.coffee|app/sdk/cards/rarityLookup.coffee|app/sdk/entities/unit.coffee|app/sdk/artifacts/artifact.coffee|app/sdk/spells/spell.coffee|app/sdk/spells/spellFilterType.coffee|app/sdk/spells/spellDamage.coffee|app/sdk/spells/spellWailingOverdrive.coffee|app/sdk/spells/spellVespyricCall.coffee|app/sdk/spells/spellLightningBlitz.coffee|app/sdk/spells/spellWintersWake.coffee|app/sdk/spells/spellAlteredBeast.coffee|app/sdk/modifiers/modifier.coffee|app/sdk/modifiers/modifierOpeningGambit.coffee|app/sdk/modifiers/modifierFlying.coffee|app/sdk/modifiers/modifierKillWatchSpawnEntity.coffee|app/sdk/modifiers/modifierTranscendance.coffee|app/sdk/modifiers/modifierOpeningGambitApplyModifiers.coffee|app/sdk/modifiers/modifierStunnedVanar.coffee|app/sdk/modifiers/modifierStun.coffee|app/sdk/modifiers/modifierForcefield.coffee|app/sdk/modifiers/modifierInfiltrate.coffee|app/sdk/modifiers/modifierBattlePet.coffee|app/sdk/modifiers/modifierSnowRippler.coffee|app/sdk/modifiers/modifierSurviveDamageWatchBur.coffee|app/sdk/modifiers/modifierMyAttackOrAttackedWatchSpawnMinionNearby.coffee|app/sdk/modifiers/modifierToken.coffee|app/sdk/modifiers/modifierTokenCreator.coffee|i18next
