class_name	field	type
Cards	DunecasterFollowup	number
Cards	Decimate	number
Cards	Juxtaposition	number
Cards	FollowupSwapPositions	number
Cards	BreathOfTheUnborn	number
Cards	AurorasTears	number
Cards	DeathfireCrescendo	number
Cards	ChromaticCold	number
Cards	PermafrostShield	number
Cards	Avalanche	number
Cards	ElementalFury	number
Cards	Numb	number
Cards	FlashFreeze	number
Cards	MarkOfSolitude	number
Cards	KageLightning	number
Cards	FollowupDamage	number
Cards	EightGates	number
Cards	AspectOfTheWolf	number
Cards	AspectOfTheDrake	number
Cards	AspectOfTheMountains	number
Cards	GravityWell	number
Cards	BlazingSpines	number
Cards	BonechillBarrier	number
Cards	RitualOfTheWind	number
Cards	BoneSwarm	number
Cards	FountainOfYouth	number
Cards	InnerOasis	number
Cards	RiteOfTheUndervault	number
Cards	HeavensEclipse	number
Cards	MindSteal	number
Cards	EggMorph	number
Cards	AerialRift	number
Cards	FollowupHeal	number
Cards	IceCage	number
Cards	Magnetize	number
Cards	KineticEquilibrium	number
Cards	SpiritoftheWild	number
Cards	MindControlByAttackValue	number
Cards	Cryogenesis	number
Cards	ConsumingRebirth	number
Cards	MistWalking	number
Cards	KillingEdge	number
Cards	RashasCurseFollowup	number
Cards	FollowupRandomTeleport	number
Cards	FollowupKeeper	number
Cards	FollowupHollowGroveKeeper	number
Cards	FollowupKillTargetByAttack	number
Cards	Roar	number
Cards	Afterglow	number
Cards	Blink	number
Cards	ArcaneHeart	number
Cards	WindShroud	number
Cards	PsionicStrike	number
Cards	Shadowspawn	number
Cards	AbyssalScar	number
Cards	Overload	number
Cards	SeekingEye	number
Cards	Warbird	number
Cards	KineticSurge	number
Cards	IroncliffeHeart	number
Cards	SkyBurial	number
Cards	Afterblaze	number
Cards	FightingSpirit	number
Cards	LucentBeam	number
Cards	CrimsonCoil	number
Cards	ShadowWaltz	number
Cards	Pandamonium	number
Cards	MirrorMeld	number
Cards	AstralFlood	number
Cards	WhisperOfTheSands	number
Cards	PsychicConduit	number
Cards	CorpseCombustion	number
Cards	LurkingFear	number
Cards	InkhornGaze	number
Cards	SphereOfDarkness	number
Cards	RazorSkin	number
Cards	LavaLance	number
Cards	EchoingShriek	number
Cards	VoidSteal	number
Cards	NaturesConfluence	number
Cards	Frostburn	number
Cards	WailingOverdrive	number
Cards	VespyricCall	number
Cards	DoubleAttackAndHealth	number
Cards	LightningBlitz	number
Cards	WintersWake	number
Cards	VeilOfUnraveling	number
Cards	AlteredBeast	number
Cards	HatchAnEgg	number
Cards	CircleOfDesiccation	number
Cards	KoanOfHorns	number
Cards	ThumpingWave	number
Cards	FlamingStampede	number
Cards	SkyPhalanx	number
Cards	CloneSourceEntityNearbyGeneral	number
Cards	CloneSourceEntityNearbyGeneral2X	number
Cards	FollowupActivateBattlepet	number
Cards	Riddle	number
Cards	EntropicGaze	number
Cards	AphoticDrain	number
Cards	NecroticSphere	number
Cards	ConcealingShroud	number
Cards	Enfeeble	number
Cards	FollowupTeleportMyGeneralBehindEnemy	number
Cards	EtherealBlades	number
Cards	TrinityOath	number
Cards	DrainingWave	number
Cards	TectonicSpikes	number
Cards	PrismBarrier	number
Cards	FollowupTeleportInFrontOfAnyGeneral	number
Cards	FrigidCorona	number
Cards	SummonFiends	number
Cards	FuriousLings	number
Cards	CobraStrike	number
Cards	Backstabbery	number
Cards	DivineSpark	number
Cards	Punish	number
Cards	EquipVetArtifacts	number
Cards	ValknusSeal	number
Cards	StoneToSpears	number
Cards	TempestBBS	number
Cards	PhoenixFireBBS	number
Cards	LifeCoil	number
Cards	DragonBreath	number
Cards	DragonHeart	number
Cards	DragonGrace	number
Cards	SpawnNeutralEntity	number
Cards	BloodOfAir	number
Cards	AridUnmaking	number
Cards	Joseki	number
Cards	DeathIncoming	number
Cards	MoltenRebirth	number
Cards	MoltenRebirthFollowup	number
Cards	FollowupFight	number
Cards	ManaDeathgrip	number
Cards	CataclysmicFault	number
Cards	BounceMinionSpawnEntity	number
Cards	Doom	number
Cards	Reassemble	number
Cards	GlacialFissure	number
Cards	TwilightReiki	number
Cards	PrimalBallast	number
Cards	Nethermeld	number
Cards	FollowupTeleportToFriendlyCreep	number
Cards	ChokingTendrils	number
Cards	InklingSurge	number
Cards	Shadowstalk	number
Cards	Congregation	number
Cards	Gotatsu	number
Cards	LuminousCharge	number
Cards	CloneSourceEntity4X	number
Cards	BoulderHurl	number
Cards	Bombard	number
Cards	Sanctify	number
Cards	ChanneledBreath	number
Cards	AperionsClaim	number
Cards	Flicker	number
Cards	CorporealCadence	number
Cards	ValeAscension	number
Cards	AzureSummoning	number
Cards	FortifiedAssault	number
Cards	VaathsBrutality	number
Cards	VespyrianMight	number
Cards	FirestormMantra	number
Cards	EndureTheBeastlands	number
Cards	EvolutionaryApex	number
Cards	FlawlessReflection	number
Cards	SpiralCounter	number
Cards	SnowPatrol	number
Cards	VerdentFulmination	number
Cards	BloodRage	number
Cards	BlindingSnowstorm	number
Cards	SuperiorMirage	number
Cards	DropLift	number
Cards	KingsGuardBBS	number
Cards	SwordsBBS	number
Cards	SacrificeBBS	number
Cards	DebuffBBS	number
Cards	EggBBS	number
Cards	StunBBS	number
Cards	SpellSword1	number
Cards	SpellSword2	number
Cards	SpellSword3	number
Cards	SpellSword4	number
Cards	SummonHusks	number
Cards	EmbryoticInsight	number
Cards	KinematicProjection	number
Cards	Thunderbomb	number
Cards	IncreasingDominance	number
Cards	SteadfastFormation	number
Cards	Fealty	number
Cards	CallToArms	number
Cards	EggGrenade	number
Cards	Sunstrike	number
Cards	Infest	number
Cards	MonolithicVision	number
Cards	AssassinationProtocol	number
Cards	AspectOfBear	number
Cards	Invincible	number
Cards	SeekerSquad	number
Cards	Bamboozle	number
Cards	Substitution	number
Cards	EssenceSculpt	number
Cards	Wintertide	number
Cards	Betrayal	number
Cards	DauntlessAdvance	number
Cards	Deathmark	number
Cards	Vellumscry	number
Cards	BurdenOfKnowledge	number
Cards	EqualityConstraint	number
Cards	Shatter	number
Cards	UpperHand	number
Cards	SaurianFinality	number
Cards	HorrificVisage	number
Cards	MassFlight	number
Cards	LostInTheDesert	number
Cards	Auroraboros	number
Cards	HomeostaticRebuke	number
Cards	ForgeArtifact	number
Cards	EffulgentInfusion	number
Cards	CrystallineReinforcement	number
Cards	AbhorrentUnbirth	number
Cards	MechProgress	number
Cards	Neurolink	number
Cards	FestiveSpirit	number
Cards	SnowballBBS	number
Cards	SpellDuplicator	number
Cards	Kindle	number
Cards	DejaVu	number
Cards	ShadowBlossom	number
Cards	IncreasingWinds	number
Cards	IncreasingHeal	number
Cards	EnterThunderdome	number
Cards	DivinestBonderest	number
Cards	Resilience	number
Cards	GoneWithTheWind	number
Cards	SummoningStones	number
Cards	FollowupSpawnEntityFromDeck	number
Cards	BootyProjection	number
Cards	Rally	number
Cards	Triggered	number
Cards	Spaghettify	number
Cards	BigTime	number
Cards	IceCapsule	number
Cards	GateToDudesHouse	number
Cards	TickleTendril	number
Cards	OwnSideTeleport	number
Cards	TwoForMe	number
Cards	HollowVortex	number
Cards	GrabAThing	number
Cards	EvilXerox	number
Cards	ThoughtExchange	number
Cards	Reggplicate	number
Cards	MarchOfTheBrontos	number
Cards	ChargeIntoBattle	number
Cards	PandaJail	number
Cards	Metalworking	number
Cards	SpellDamageOrHeal	number
Cards	BrilliantPlume	number
Cards	GreaterPhoenixFire	number
Cards	YellRealLoud	number
Cards	InfiniteHowlers	number
Cards	OnceMoreWithProvoke	number
Cards	AspectOfIdentity	number
Cards	CreepingFrost	number
Cards	Artifact	object
Cards	IndomitableWill	number
Cards	SoulGrimwar	number
Cards	SunstoneBracers	number
Cards	HornOfTheForsaken	number
Cards	StaffOfYKir	number
Cards	MaskOfShadows	number
Cards	AnkhFireNova	number
Cards	MaskOfTranscendance	number
Cards	MaskOfBloodLeech	number
Cards	PoisonHexblade	number
Cards	AdamantineClaws	number
Cards	PristineScale	number
Cards	SpectralBlade	number
Cards	Snowpiercer	number
Cards	Frostbiter	number
Cards	TwinFang	number
Cards	ArclyteRegalia	number
Cards	Winterblade	number
Cards	GhostAzalea	number
Cards	WhiteAsp	number
Cards	Spinecleaver	number
Cards	CrescentSpear	number
Cards	DawnsEye	number
Cards	MorinKhur	number
Cards	GoldVitriol	number
Cards	MaskOfCelerity	number
Cards	GrowthBangle	number
Cards	Thunderclap	number
Cards	AngryRebirthAmulet	number
Cards	ShatteringHeart	number
Cards	HaloBulwark	number
Cards	EnergyAmulet	number
Cards	Mindlathe	number
Cards	TheDredger	number
Cards	OblivionSickle	number
Cards	EternalHeart	number
Cards	OrnateHiogi	number
Cards	FurorChakram	number
Cards	AnimusPlate	number
Cards	NeutralRelic	number
Cards	LyonarRelic	number
Cards	SonghaiRelic	number
Cards	VetruvianRelic	number
Cards	AbyssianRelic	number
Cards	MagmarRelic	number
Cards	VanarRelic	number
Cards	SunbondPavise	number
Cards	RageReactor	number
Cards	IrisBarrier	number
Cards	WraithlingAmulet	number
Cards	BackstabGloves	number
Cards	TwoHander	number
Cards	RepairSword	number
Cards	EggArmor	number
Cards	SnowChipper	number
Cards	Tile	object
Cards	BonusMana	number
Cards	Wall	number
Cards	Shadow	number
Cards	Hallowed	number
Cards	SandPortal	number
Cards	PrimalMojo	number
Cards	FrostfireChest	number
Cards	Tutorial	object
Cards	TutorialLion	number
Cards	TutorialGuardian	number
Cards	TutorialBrawler	number
Cards	TutorialKolossus	number
Cards	TutorialRepulsor	number
Cards	TutorialVox	number
Cards	TutorialGro	number
Cards	TutorialGeneral	number
Cards	TutorialOpponentGeneral1	number
Cards	TutorialThornNeedler	number
Cards	TutorialSkyrockGolem	number
Cards	TutorialBloodshardGolem	number
Cards	TutorialBrightmossGolem	number
Cards	TutorialIceGolem	number
Cards	TutorialStormmetalGolem	number
Cards	TutorialOpponentGeneral2	number
Cards	TutorialSaberspineTiger	number
Cards	TutorialRookie	number
Cards	TutorialDragoneboneGolem	number
Cards	TutorialOpponentGeneral4	number
Cards	TutorialSignatureGeneral	number
Cards	TutorialAdept	number
Cards	TutorialSpell	object
Cards	TutorialPlayerTrueStrike	number
Cards	TutorialFireOrb	number
Cards	TutorialFrozenFinisher	number
Cards	TutorialArtifact	object
Cards	TutorialSunstoneBracers	number
Cards	Boss	object
Cards	Boss1	number
Cards	Boss2	number
Cards	Boss3	number
Cards	Boss4	number
Cards	Boss5	number
Cards	Boss6	number
Cards	Boss6Wings	number
Cards	Boss6Chassis	number
Cards	Boss6Sword	number
Cards	Boss6Helm	number
Cards	Boss6Prime	number
Cards	Boss7	number
Cards	Boss8	number
Cards	Boss9	number
Cards	Boss9Clone	number
Cards	QABoss3	number
Cards	Boss10	number
Cards	Boss11	number
Cards	Boss12	number
Cards	Boss12Idol	number
Cards	Boss13	number
Cards	Boss14	number
Cards	Boss15	number
Cards	Boss16	number
Cards	Boss17	number
Cards	Boss18	number
Cards	Boss19	number
Cards	Boss20	number
Cards	Boss21	number
Cards	Boss22	number
Cards	Boss23	number
Cards	Boss24	number
Cards	Boss24Valiant	number
Cards	Boss25	number
Cards	Boss26	number
Cards	Boss26Companion	number
Cards	Boss27	number
Cards	Boss28	number
Cards	Boss29	number
Cards	Boss30	number
Cards	Boss31	number
Cards	Boss31Treat1	number
Cards	Boss31Treat2	number
Cards	Boss31Treat3	number
Cards	Boss31Haunt1	number
Cards	Boss31Haunt2	number
Cards	Boss31Haunt3	number
Cards	Boss32	number
Cards	Boss32_2	number
Cards	Boss33	number
Cards	Boss33_1	number
Cards	Boss33_2	number
Cards	Boss33_3	number
Cards	Boss33_4	number
Cards	Boss34	number
Cards	Boss34_2	number
Cards	Boss35	number
Cards	Boss36	number
Cards	Boss36_2	number
Cards	Boss36_3	number
Cards	Boss37	number
Cards	Boss38	number
Cards	FrostfireImp	number
Cards	FrostfireSnowchaser	number
Cards	FrostfireTiger	number
Cards	BossArtifact	object
Cards	CycloneGenerator	number
Cards	FrostArmor	number
Cards	FlyingBells	number
Cards	Coal	number
Cards	CostReducer	number
Cards	Snowball	number
Cards	BossSpell	object
Cards	HolidayGift	number
Cards	LaceratingFrost	number
Cards	EntanglingShadow	number
Cards	LivingFlame	number
Cards	MoldingEarth	number
Cards	EtherealWind	number
Cards	RestoringLight	number
Cards	AncientKnowledge	number
Deck	ownerId	null
FactionFactory	factionMap	object
FactionFactory	factionForPlayer1	unknown
FactionFactory	factionForPlayer2	unknown
FactionFactory	factionForMyPlayer	unknown
FactionFactory	factionForOpponentPlayer	unknown
FactionFactory	factionForPlayer	unknown
FactionFactory	factionForPlayerId	unknown
FactionFactory	factionForIdentifier	unknown
FactionFactory	_allFactions	null
FactionFactory	getAllFactions	unknown
FactionFactory	_playableFactions	null
FactionFactory	getAllPlayableFactions	unknown
FactionFactory	_enabledFactions	null
FactionFactory	getAllEnabledFactions	unknown
FactionFactory	starterDeckForFactionLevel	unknown
FactionFactory	cardIdIsGeneral	unknown
FactionFactory	unlockedCardIsValidForStarterDeck	unknown
FactionFactory	generalIdForFactionByOrder	unknown
FactionFactory	generalOrderForFactionById	unknown
FactionFactory	factionForGeneralId	unknown
FactionFactory	generalIdsForFaction	unknown
FactionFactory	factionIdForGeneralId	unknown
FactionFactory	getCrestResourceForFactionId	unknown
FactionFactory	getCrestShadowResourceForFactionId	unknown
FactionFactory	getCrestDeckSelectResourceForFactionId	unknown
FactionFactory	getTauntCallout	unknown
FactionFactory	getTauntResponse	unknown
Factions	Faction1	number
Factions	Faction2	number
Factions	Faction3	number
Factions	Faction4	number
Factions	Faction5	number
Factions	Faction6	number
Factions	Neutral	number
Factions	Tutorial	number
Factions	Boss	number
Factions	Lyonar	number
Factions	Songhai	number
Factions	Vetruvian	number
Factions	Abyssian	number
Factions	Magmar	number
Factions	Vanar	number
CardFactory_BloodstormSet_Faction1	cardForIdentifier	unknown
CardFactory_BloodstormSet_Faction1	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction1	attackDelay	number
CardFactory_BloodstormSet_Faction1	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction1	attackDelay	number
CardFactory_BloodstormSet_Faction1	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction1	attackDelay	number
CardFactory_BloodstormSet_Faction2	cardForIdentifier	unknown
CardFactory_BloodstormSet_Faction2	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction2	attackDelay	number
CardFactory_BloodstormSet_Faction2	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction2	attackDelay	number
CardFactory_BloodstormSet_Faction2	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction2	attackDelay	number
CardFactory_BloodstormSet_Faction3	cardForIdentifier	unknown
CardFactory_BloodstormSet_Faction3	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction3	attackDelay	number
CardFactory_BloodstormSet_Faction3	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction3	attackDelay	number
CardFactory_BloodstormSet_Faction3	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction3	attackDelay	number
CardFactory_BloodstormSet_Faction4	cardForIdentifier	unknown
CardFactory_BloodstormSet_Faction4	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction4	attackDelay	number
CardFactory_BloodstormSet_Faction4	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction4	attackDelay	number
CardFactory_BloodstormSet_Faction4	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction4	attackDelay	number
CardFactory_BloodstormSet_Faction4	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction4	attackDelay	number
CardFactory_BloodstormSet_Faction4	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction4	attackDelay	number
CardFactory_BloodstormSet_Faction5	cardForIdentifier	unknown
CardFactory_BloodstormSet_Faction5	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction5	attackDelay	number
CardFactory_BloodstormSet_Faction5	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction5	attackDelay	number
CardFactory_BloodstormSet_Faction5	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction5	attackDelay	number
CardFactory_BloodstormSet_Faction5	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction5	attackDelay	number
CardFactory_BloodstormSet_Faction6	cardForIdentifier	unknown
CardFactory_BloodstormSet_Faction6	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction6	attackDelay	number
CardFactory_BloodstormSet_Faction6	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction6	attackDelay	number
CardFactory_BloodstormSet_Faction6	attackReleaseDelay	number
CardFactory_BloodstormSet_Faction6	attackDelay	number
CardFactory_BloodstormSet_Neutral	cardForIdentifier	unknown
CardFactory_BloodstormSet_Neutral	attackReleaseDelay	number
CardFactory_BloodstormSet_Neutral	attackDelay	number
CardFactory_BloodstormSet_Neutral	attackReleaseDelay	number
CardFactory_BloodstormSet_Neutral	attackDelay	number
CardFactory_BloodstormSet_Neutral	attackReleaseDelay	number
CardFactory_BloodstormSet_Neutral	attackDelay	number
CardFactory_CoreSet_Faction1	cardForIdentifier	unknown
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	targetModifiersContextObjects	array
CardFactory_CoreSet_Faction1	_private	object
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction1	attackReleaseDelay	number
CardFactory_CoreSet_Faction1	attackDelay	number
CardFactory_CoreSet_Faction2	cardForIdentifier	unknown
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	attackReleaseDelay	number
CardFactory_CoreSet_Faction2	attackDelay	number
CardFactory_CoreSet_Faction2	_private	object
CardFactory_CoreSet_Faction2	_private	object
CardFactory_CoreSet_Faction3	cardForIdentifier	unknown
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	targetModifiersContextObjects	array
CardFactory_CoreSet_Faction3	filterRaceIds	array
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	attackReleaseDelay	number
CardFactory_CoreSet_Faction3	attackDelay	number
CardFactory_CoreSet_Faction3	cardDataOrIndexToSpawn	object
CardFactory_CoreSet_Faction3	_private	object
CardFactory_CoreSet_Faction3	type	string
CardFactory_CoreSet_Faction4	cardForIdentifier	unknown
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	canTargetGeneral	boolean
CardFactory_CoreSet_Faction4	targetModifiersContextObjects	array
CardFactory_CoreSet_Faction4	_private	object
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	maxAttack	number
CardFactory_CoreSet_Faction4	_private	object
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	cardDataOrIndexToSpawn	object
CardFactory_CoreSet_Faction4	_private	object
CardFactory_CoreSet_Faction4	attackReleaseDelay	number
CardFactory_CoreSet_Faction4	attackDelay	number
CardFactory_CoreSet_Faction4	type	string
CardFactory_CoreSet_Faction5	cardForIdentifier	unknown
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	targetModifiersContextObjects	array
CardFactory_CoreSet_Faction5	_private	object
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
CardFactory_CoreSet_Faction5	attackDelay	number
CardFactory_CoreSet_Faction5	attackReleaseDelay	number
