child_class	parent_class	file
ModifierDealDamageWatch	Modifier	app/sdk/modifiers/modifierDealDamageWatch.coffee
ModifierDealDamageWatchApplyModifiersToAllies	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchApplyModifiersToAllies.coffee
ModifierDealDamageWatchBuffSelf	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchBuffSelf.coffee
ModifierDealDamageWatchControlEnemyMinionUntilEOT	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchControlEnemyMinionUntilEOT.coffee
ModifierDealDamageWatchDamageJoinedEnemies	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchDamageJoinedEnemies.coffee
ModifierDealDamageWatchDrawCard	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchDrawCard.coffee
ModifierDealDamageWatchHatchEggs	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchHatchEggs.coffee
ModifierDealDamageWatchHealMyGeneral	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchHealMyGeneral.coffee
ModifierDealDamageWatchHealorDamageGeneral	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchHealorDamageGeneral.coffee
ModifierDealDamageWatchIfMinionHealMyGeneral	ModifierDealDamageWatchHealMyGeneral	app/sdk/modifiers/modifierDealDamageWatchIfMinionHealMyGeneral.coffee
ModifierDealDamageWatchKillNeutralTarget	ModifierDealDamageWatchKillTarget	app/sdk/modifiers/modifierDealDamageWatchKillNeutralTarget.coffee
ModifierDealDamageWatchKillTarget	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchKillTarget.coffee
ModifierDealDamageWatchKillTargetAndSelf	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchKillTargetAndSelf.coffee
ModifierDealDamageWatchModifyTarget	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchModifyTarget.coffee
ModifierDealDamageWatchRefreshSignatureCard	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchRefreshSignatureCard.coffee
ModifierDealDamageWatchSpawnEntity	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchSpawnEntity.coffee
ModifierDealDamageWatchTeleportEnemyToYourSide	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchTeleportEnemyToYourSide.coffee
ModifierDealDamageWatchTeleportToMe	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchTeleportToMe.coffee
ModifierDealOrTakeDamageWatch	Modifier	app/sdk/modifiers/modifierDealOrTakeDamageWatch.coffee
ModifierDealOrTakeDamageWatchRandomTeleportOther	ModifierDealOrTakeDamageWatch	app/sdk/modifiers/modifierDealOrTakeDamageWatchRandomTeleportOther.coffee
ModifierDeathWatch	Modifier	app/sdk/modifiers/modifierDeathWatch.coffee
ModifierDeathWatchBuffMinionsInHand	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffMinionsInHand.coffee
ModifierDeathWatchBuffRandomMinionInHand	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffRandomMinionInHand.coffee
ModifierDeathWatchBuffSelf	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffSelf.coffee
ModifierDeathWatchDamageEnemyGeneralHealMyGeneral	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchDamageEnemyGeneralHealMyGeneral.coffee
ModifierDeathWatchDamageRandomMinionHealMyGeneral	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchDamageRandomMinionHealMyGeneral.coffee
ModifierDeathWatchDrawToXCards	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchDrawToXCards.coffee
ModifierDeathWatchFriendlyMinionSwapAllegiance	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchFriendlyMinionSwapAllegiance.coffee
ModifierDeathWatchGainAttackEqualToEnemyAttack	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchGainAttackEqualToEnemyAttack.coffee
ModifierDeathWatchSpawnEntity	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchSpawnEntity.coffee
ModifierDeathWatchSpawnRandomDemon	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchSpawnRandomDemon.coffee
ModifierDestroyAtEndOfTurn	Modifier	app/sdk/modifiers/modifierDestroyAtEndOfTurn.coffee
ModifierDestructible	Modifier	app/sdk/modifiers/modifierDestructible.coffee
ModifierDieSpawnNewGeneral	Modifier	app/sdk/modifiers/modifierDieSpawnNewGeneral.coffee
ModifierDispelAreaAttack	Modifier	app/sdk/modifiers/modifierDispelAreaAttack.coffee
ModifierDispelOnAttack	Modifier	app/sdk/modifiers/modifierDispelOnAttack.coffee
ModifierDoomed	ModifierEndTurnWatch	app/sdk/modifiers/modifierDoomed.coffee
ModifierDoomed2	ModifierEndTurnWatch	app/sdk/modifiers/modifierDoomed2.coffee
ModifierDoomed3	ModifierEndTurnWatch	app/sdk/modifiers/modifierDoomed3.coffee
ModifierDoubleAttackStat	Modifier	app/sdk/modifiers/modifierDoubleAttackStat.coffee
ModifierDoubleDamageToEnemyMinions	Modifier	app/sdk/modifiers/modifierDoubleDamageToEnemyMinions.coffee
ModifierDoubleDamageToGenerals	Modifier	app/sdk/modifiers/modifierDoubleDamageToGenerals.coffee
ModifierDoubleDamageToMinions	Modifier	app/sdk/modifiers/modifierDoubleDamageToMinions.coffee
ModifierDoubleDamageToStunnedEnemies	Modifier	app/sdk/modifiers/modifierDoubleDamageToStunnedEnemies.coffee
ModifierDoubleHealthStat	Modifier	app/sdk/modifiers/modifierDoubleHealthStat.coffee
ModifierDrawCardWatch	Modifier	app/sdk/modifiers/modifierDrawCardWatch.coffee
ModifierDrawCardWatchBuffSelf	ModifierDrawCardWatch	app/sdk/modifiers/modifierDrawCardWatchBuffSelf.coffee
ModifierDrawCardWatchCopySpell	ModifierDrawCardWatch	app/sdk/modifiers/modifierDrawCardWatchCopySpell.coffee
ModifierDyingWish	Modifier	app/sdk/modifiers/modifierDyingWish.coffee
ModifierDyingWishAddCardToDeck	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishAddCardToDeck.coffee
ModifierDyingWishApplyModifiers	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishApplyModifiers.coffee
ModifierDyingWishApplyModifiersRandomly	ModifierDyingWishApplyModifiers	app/sdk/modifiers/modifierDyingWishApplyModifiersRandomly.coffee
ModifierDyingWishApplyModifiersToGenerals	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishApplyModifiersToGenerals.coffee
ModifierDyingWishBonusMana	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishBonusMana.coffee
ModifierDyingWishBonusManaCrystal	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishBonusManaCrystal.coffee
ModifierDyingWishBuffEnemyGeneral	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishBuffEnemyGeneral.coffee
ModifierDyingWishCorpseCombustion	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishCorpseCombustion.coffee
ModifierDyingWishDagona	ModifierDyingWishSpawnEntity	app/sdk/modifiers/modifierDyingWishDagona.coffee
ModifierDyingWishDamageEnemyGeneralHealGeneral	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDamageEnemyGeneralHealGeneral.coffee
ModifierDyingWishDamageGeneral	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDamageGeneral.coffee
ModifierDyingWishDamageNearbyAllies	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDamageNearbyAllies.coffee
ModifierDyingWishDamageNearbyEnemies	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDamageNearbyEnemies.coffee
ModifierDyingWishDestroyManaCrystal	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDestroyManaCrystal.coffee
ModifierDyingWishDestroyRandomEnemyNearby	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDestroyRandomEnemyNearby.coffee
ModifierDyingWishDispelAllEnemyMinions	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDispelAllEnemyMinions.coffee
ModifierDyingWishDispelNearestEnemy	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDispelNearestEnemy.coffee
ModifierDyingWishDrawCard	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawCard.coffee
ModifierDyingWishDrawEnemyLegendaryArtifact	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawEnemyLegendaryArtifact.coffee
ModifierDyingWishDrawMechazorCard	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawMechazorCard.coffee
ModifierDyingWishDrawMinionsWithDyingWish	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawMinionsWithDyingWish.coffee
ModifierDyingWishDrawRandomBattlePet	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawRandomBattlePet.coffee
ModifierDyingWishDrawWishCard	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawWishCard.coffee
ModifierDyingWishEquipArtifactFromDeck	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishEquipArtifactFromDeck.coffee
ModifierDyingWishGoldenGuide	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishGoldenGuide.coffee
ModifierDyingWishInfest	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishInfest.coffee
ModifierDyingWishLoseGame	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishLoseGame.coffee
ModifierDyingWishPutCardInHand	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishPutCardInHand.coffee
ModifierDyingWishPutCardInHandClean	ModifierDyingWishPutCardInHand	app/sdk/modifiers/modifierDyingWishPutCardInHandClean.coffee
ModifierDyingWishPutCardInOpponentHand	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishPutCardInOpponentHand.coffee
ModifierDyingWishReSpawnEntityAnywhere	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishReSpawnEntityAnywhere.coffee
ModifierDyingWishReduceManaCostOfDyingWish	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishReduceManaCostOfDyingWish.coffee
ModifierDyingWishRespawnEntity	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishRespawnEntity.coffee
ModifierDyingWishSpawnEgg	ModifierDyingWishSpawnEntity	app/sdk/modifiers/modifierDyingWishSpawnEgg.coffee
ModifierDyingWishSpawnEntity	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntity.coffee
ModifierDyingWishSpawnEntityAnywhere	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityAnywhere.coffee
ModifierDyingWishSpawnEntityInCorner	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityInCorner.coffee
ModifierDyingWishSpawnEntityNearbyGeneral	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityNearbyGeneral.coffee
ModifierDyingWishSpawnRandomEntity	ModifierDyingWishSpawnEntity	app/sdk/modifiers/modifierDyingWishSpawnRandomEntity.coffee
ModifierDyingWishSpawnTile	ModifierDyingWishSpawnEntity	app/sdk/modifiers/modifierDyingWishSpawnTile.coffee
ModifierDyingWishSpawnTileAnywhere	ModifierDyingWishSpawnEntityAnywhere	app/sdk/modifiers/modifierDyingWishSpawnTileAnywhere.coffee
ModifierDyingWishSpawnTribal	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnTribal.coffee
ModifierDyingWishSpawnUnitFromOpponentsDeck	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnUnitFromOpponentsDeck.coffee
ModifierDyingWishTransformRandomMinion	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishTransformRandomMinion.coffee
ModifierDyingWishXho	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishXho.coffee
ModifierDynamicCountModifySelf	Modifier	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee
ModifierDynamicCountModifySelfByShadowTilesOnBoard	ModifierDynamicCountModifySelf	app/sdk/modifiers/modifierDynamicCountModifySelfByShadowTilesOnBoard.coffee
ModifierDynamicCountModifySelfCostByBattlePetsOnBoard	ModifierDynamicCountModifySelf	app/sdk/modifiers/modifierDynamicCountModifySelfCostByBattlePetsOnBoard.coffee
ModifierEgg	ModifierRemoveAndReplaceEntity	app/sdk/modifiers/modifierEgg.coffee
ModifierElkowl	ModifierOpeningGambit	app/sdk/modifiers/modifierElkowl.coffee
ModifierEndEveryTurnWatch	Modifier	app/sdk/modifiers/modifierEndEveryTurnWatch.coffee
ModifierEndEveryTurnWatchDamageOwner	ModifierEndEveryTurnWatch	app/sdk/modifiers/modifierEndEveryTurnWatchDamageOwner.coffee
ModifierEndTurnWatch	Modifier	app/sdk/modifiers/modifierEndTurnWatch.coffee
ModifierEndTurnWatchAnyPlayer	Modifier	app/sdk/modifiers/modifierEndTurnWatchAnyPlayer.coffee
ModifierEndTurnWatchAnyPlayerHsuku	ModifierEndTurnWatchAnyPlayer	app/sdk/modifiers/modifierEndTurnWatchAnyPlayerHsuku.coffee
ModifierEndTurnWatchAnyPlayerPullRandomUnits	ModifierEndTurnWatchAnyPlayer	app/sdk/modifiers/modifierEndTurnWatchAnyPlayerPullRandomUnits.coffee
ModifierEndTurnWatchApplyModifiers	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchApplyModifiers.coffee
ModifierEndTurnWatchApplyModifiersRandomly	ModifierEndTurnWatchApplyModifiers	app/sdk/modifiers/modifierEndTurnWatchApplyModifiersRandomly.coffee
ModifierEndTurnWatchDamageAllMinions	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamageAllMinions.coffee
ModifierEndTurnWatchDamageNearbyEnemy	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamageNearbyEnemy.coffee
ModifierEndTurnWatchDamagePlayerBasedOnRemainingMana	ModifierEndEveryTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamagePlayerBasedOnRemainingMana.coffee
ModifierEndTurnWatchDealDamageToSelfAndNearbyEnemies	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.coffee
ModifierEndTurnWatchGainLastSpellPlayedThisTurn	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchGainLastSpellPlayedThisTurn.coffee
ModifierEndTurnWatchGainTempBuff	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchGainTempBuff.coffee
ModifierEndTurnWatchHealNearby	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchHealNearby.coffee
ModifierEndTurnWatchHealSelf	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchHealSelf.coffee
ModifierEndTurnWatchHealSelfAndGeneral	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchHealSelfAndGeneral.coffee
ModifierEndTurnWatchHsuku	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchHsuku.coffee
ModifierEndTurnWatchRefreshArtifacts	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchRefreshArtifacts.coffee
ModifierEndTurnWatchSpawnEgg	ModifierEndTurnWatchSpawnEntity	app/sdk/modifiers/modifierEndTurnWatchSpawnEgg.coffee
ModifierEndTurnWatchSpawnEntity	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchSpawnEntity.coffee
ModifierEndTurnWatchSpawnRandomEntity	ModifierEndTurnWatchSpawnEntity	app/sdk/modifiers/modifierEndTurnWatchSpawnRandomEntity.coffee
ModifierEndTurnWatchSpawnTile	ModifierEndTurnWatchSpawnEntity	app/sdk/modifiers/modifierEndTurnWatchSpawnTile.coffee
ModifierEndTurnWatchSwapAllegiance	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchSwapAllegiance.coffee
ModifierEndTurnWatchTeleportCorner	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchTeleportCorner.coffee
ModifierEndTurnWatchTransformNearbyEnemies	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchTransformNearbyEnemies.coffee
ModifierEnemyAttackWatch	Modifier	app/sdk/modifiers/modifierEnemyAttackWatch.coffee
ModifierEnemyAttackWatchGainAttack	ModifierEnemyAttackWatch	app/sdk/modifiers/modifierEnemyAttackWatchGainAttack.coffee
ModifierEnemyCannotCastBBS	ModifierCannot	app/sdk/modifiers/modifierEnemyCannotCastBBS.coffee
ModifierEnemyCannotHeal	Modifier	app/sdk/modifiers/modifierEnemyCannotHeal.coffee
ModifierEnemyDealDamageWatch	Modifier	app/sdk/modifiers/modifierEnemyDealDamageWatch.coffee
ModifierEnemyGeneralAttackWatch	Modifier	app/sdk/modifiers/modifierEnemyGeneralAttackWatch.coffee
ModifierEnemyGeneralAttackedWatch	Modifier	app/sdk/modifiers/modifierEnemyGeneralAttackedWatch.coffee
ModifierEnemyGeneralAttackedWatchSummonBehindAndDrawCard	ModifierEnemyGeneralAttackedWatch	app/sdk/modifiers/modifierEnemyGeneralAttackedWatchSummonBehindAndDrawCard.coffee
ModifierEnemyMinionAttackWatch	Modifier	app/sdk/modifiers/modifierEnemyMinionAttackWatch.coffee
ModifierEnemyMinionAttackWatchGainKeyword	ModifierEnemyMinionAttackWatch	app/sdk/modifiers/modifierEnemyMinionAttackWatchGainKeyword.coffee
ModifierEnemySpellWatch	Modifier	app/sdk/modifiers/modifierEnemySpellWatch.coffee
ModifierEnemySpellWatchBuffSelf	ModifierEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchBuffSelf.coffee
ModifierEnemySpellWatchCopySpell	ModifierEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchCopySpell.coffee
ModifierEnemySpellWatchFromHand	Modifier	app/sdk/modifiers/modifierEnemySpellWatchFromHand.coffee
ModifierSpellWatchGainRandomKeyword	ModifierEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchGainRandomKeyword.coffee
ModifierEnemySpellWatchHealMyGeneral	ModifierEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchHealMyGeneral.coffee
ModifierEnemySpellWatchPutCardInHand	ModifierEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchPutCardInHand.coffee
ModifierEnemyStunWatch	Modifier	app/sdk/modifiers/modifierEnemyStunWatch.coffee
ModifierEnemyStunWatchDamageNearbyEnemies	ModifierEnemyStunWatch	app/sdk/modifiers/modifierEnemyStunWatchDamageNearbyEnemies.coffee
ModifierEnemyStunWatchFullyHeal	ModifierEnemyStunWatch	app/sdk/modifiers/modifierEnemyStunWatchFullyHeal.coffee
ModifierEnemyStunWatchTransformThis	ModifierEnemyStunWatch	app/sdk/modifiers/modifierEnemyStunWatchTransformThis.coffee
ModifierEnemyTakeDamageWatch	Modifier	app/sdk/modifiers/modifierEnemyTakeDamageWatch.coffee
ModifierEnemyTakeDamageWatchHealMyGeneral	ModifierEnemyTakeDamageWatch	app/sdk/modifiers/modifierEnemyTakeDamageWatchHealMyGeneral.coffee
ModifierEnemyTeamMoveWatch	Modifier	app/sdk/modifiers/modifierEnemyTeamMoveWatch.coffee
ModifierEnemyTeamMoveWatchSummonEntityBehind	ModifierEnemyTeamMoveWatch	app/sdk/modifiers/modifierEnemyTeamMoveWatchSummonEntityBehind.coffee
ModifierEntersBattlefieldWatch	Modifier	app/sdk/modifiers/modifierEntersBattlefieldWatch.coffee
ModifierEntersBattlefieldWatchApplyModifiers	ModifierEntersBattlefieldWatch	app/sdk/modifiers/modifierEntersBattlefieldWatchApplyModifiers.coffee
ModifierEnvyBaer	ModifierDealDamageWatch	app/sdk/modifiers/modifierEnvyBaer.coffee
ModifierEphemeral	ModifierEndTurnWatch	app/sdk/modifiers/modifierEphemeral.coffee
ModifierEquipFriendlyArtifactWatch	Modifier	app/sdk/modifiers/modifierEquipFriendlyArtifactWatch.coffee
ModifierEquipFriendlyArtifactWatchGainAttackEqualToCost	ModifierEquipFriendlyArtifactWatch	app/sdk/modifiers/modifierEquipFriendlyArtifactWatchGainAttackEqualToCost.coffee
ModifierEternalHeart	Modifier	app/sdk/modifiers/modifierEternalHeart.coffee
ModifierExpireApplyModifiers	Modifier	app/sdk/modifiers/modifierExpireApplyModifiers.coffee
ModifierExtraDamageOnCounterattack	Modifier	app/sdk/modifiers/modifierExtraDamageOnCounterattack.coffee
ModifierFate	Modifier	app/sdk/modifiers/modifierFate.coffee
ModifierFateAbyssianDyingQuest	ModifierFate	app/sdk/modifiers/modifierFateAbyssianDyingQuest.coffee
ModifierFateLyonarSmallMinionQuest	ModifierFate	app/sdk/modifiers/modifierFateLyonarSmallMinionQuest.coffee
ModifierFateMagmarBuffQuest	ModifierFate	app/sdk/modifiers/modifierFateMagmarBuffQuest.coffee
ModifierFateSingleton	ModifierFate	app/sdk/modifiers/modifierFateSingleton.coffee
ModifierFateSonghaiMinionQuest	ModifierFate	app/sdk/modifiers/modifierFateSonghaiMinionQuest.coffee
ModifierFateVanarTokenQuest	ModifierFate	app/sdk/modifiers/modifierFateVanarTokenQuest.coffee
ModifierFateVetruvianMovementQuest	ModifierFate	app/sdk/modifiers/modifierFateVetruvianMovementQuest.coffee
ModifierFeralu	Modifier	app/sdk/modifiers/modifierFeralu.coffee
ModifierFirstBlood	Modifier	app/sdk/modifiers/modifierFirstBlood.coffee
ModifierFlying	Modifier	app/sdk/modifiers/modifierFlying.coffee
ModifierForcefield	Modifier	app/sdk/modifiers/modifierForcefield.coffee
ModifierForcefieldAbsorb	ModifierImmuneToDamage	app/sdk/modifiers/modifierForcefieldAbsorb.coffee
ModifierForgedArtifactDescription	Modifier	app/sdk/modifiers/modifierForgedArtifactDescription.coffee
ModifierFrenzy	Modifier	app/sdk/modifiers/modifierFrenzy.coffee
ModifierFriendlyDeathWatch	Modifier	app/sdk/modifiers/modifierFriendlyDeathWatch.coffee
ModifierFriendlyDeathWatchForBattlePetDrawCard	ModifierFriendlyDeathWatch	app/sdk/modifiers/modifierFriendlyDeathWatchForBattlePetDrawCard.coffee
ModifierFriendsguard	ModifierFriendlyDeathWatch	app/sdk/modifiers/modifierFriendsguard.coffee
ModifierGainAttackWatch	Modifier	app/sdk/modifiers/modifierGainAttackWatch.coffee
ModifierGainAttackWatchBuffSelfBySameThisTurn	ModifierGainAttackWatch	app/sdk/modifiers/modifierGainAttackWatchBuffSelfBySameThisTurn.coffee
ModifierGrow	ModifierStartTurnWatchBuffSelf	app/sdk/modifiers/modifierGrow.coffee
ModifierGrowOnBothTurns	Modifier	app/sdk/modifiers/modifierGrowOnBothTurns.coffee
ModifierGrowPermanent	ModifierGrow	app/sdk/modifiers/modifierGrowPermanent.coffee
ModifierHPChange	Modifier	app/sdk/modifiers/modifierHPChange.coffee
ModifierHPChangeSummonEntity	ModifierHPChange	app/sdk/modifiers/modifierHPChangeSummonEntity.coffee
ModifierHPThresholdGainModifiers	ModifierHPChange	app/sdk/modifiers/modifierHPThresholdGainModifiers.coffee
ModifierHallowedGround	ModifierEndTurnWatch	app/sdk/modifiers/modifierHallowedGround.coffee
ModifierHallowedGroundBuff	Modifier	app/sdk/modifiers/modifierHallowedGroundBuff.coffee
ModifierHasBackstab	ModifierBackstab	app/sdk/modifiers/modifierHasBackstab.coffee
ModifierHealSelfWhenDealingDamage	Modifier	app/sdk/modifiers/modifierHealSelfWhenDealingDamage.coffee
ModifierHealWatch	Modifier	app/sdk/modifiers/modifierHealWatch.coffee
ModifierHealWatchBuffGeneral	ModifierHealWatch	app/sdk/modifiers/modifierHealWatchBuffGeneral.coffee
ModifierHealWatchBuffSelf	ModifierHealWatch	app/sdk/modifiers/modifierHealWatchBuffSelf.coffee
ModifierHealWatchDamageNearbyEnemies	ModifierHealWatch	app/sdk/modifiers/modifierHealWatchDamageNearbyEnemies.coffee
ModifierHealWatchDamageRandomEnemy	ModifierHealWatch	app/sdk/modifiers/modifierHealWatchDamageRandomEnemy.coffee
ModifierHealWatchPutCardInHand	ModifierHealWatch	app/sdk/modifiers/modifierHealWatchPutCardInHand.coffee
ModifierImmune	Modifier	app/sdk/modifiers/modifierImmune.coffee
ModifierImmuneToAttacks	ModifierImmune	app/sdk/modifiers/modifierImmuneToAttacks.coffee
ModifierImmuneToAttacksByGeneral	ModifierImmuneToAttacks	app/sdk/modifiers/modifierImmuneToAttacksByGeneral.coffee
ModifierImmuneToAttacksByMinions	ModifierImmuneToAttacks	app/sdk/modifiers/modifierImmuneToAttacksByMinions.coffee
ModifierImmuneToAttacksByRanged	ModifierImmuneToAttacks	app/sdk/modifiers/modifierImmuneToAttacksByRanged.coffee
ModifierImmuneToDamage	ModifierImmune	app/sdk/modifiers/modifierImmuneToDamage.coffee
ModifierImmuneToDamageByGeneral	ModifierImmuneToDamage	app/sdk/modifiers/modifierImmuneToDamageByGeneral.coffee
ModifierImmuneToDamageByRanged	ModifierImmuneToDamage	app/sdk/modifiers/modifierImmuneToDamageByRanged.coffee
ModifierImmuneToDamageBySpells	ModifierImmuneToDamage	app/sdk/modifiers/modifierImmuneToDamageBySpells.coffee
ModifierImmuneToDamageByWeakerEnemies	ModifierImmuneToDamage	app/sdk/modifiers/modifierImmuneToDamageByWeakerEnemies.coffee
ModifierImmuneToDamageFromEnemyMinions	ModifierImmuneToDamage	app/sdk/modifiers/modifierImmuneToDamageFromEnemyMinions.coffee
ModifierImmuneToDamageFromMinionsAndGenerals	ModifierImmuneToDamage	app/sdk/modifiers/modifierImmuneToDamageFromMinionsAndGenerals.coffee
ModifierImmuneToDamageOnEnemyTurn	ModifierImmuneToDamage	app/sdk/modifiers/modifierImmuneToDamageOnEnemyTurn.coffee
ModifierImmuneToSpellDamage	ModifierImmuneToDamage	app/sdk/modifiers/modifierImmuneToSpellDamage.coffee
ModifierImmuneToSpells	ModifierImmune	app/sdk/modifiers/modifierImmuneToSpells.coffee
ModifierImmuneToSpellsByEnemy	ModifierImmuneToSpells	app/sdk/modifiers/modifierImmuneToSpellsByEnemy.coffee
ModifierInfiltrate	ModifierSituationalBuffSelf	app/sdk/modifiers/modifierInfiltrate.coffee
ModifierInkhornGaze	ModifierDyingWish	app/sdk/modifiers/modifierInkhornGaze.coffee
ModifierInquisitorKron	ModifierReplaceWatchSpawnEntity	app/sdk/modifiers/modifierInquisitorKron.coffee
ModifierIntensify	Modifier	app/sdk/modifiers/modifierIntensify.coffee
ModifierIntensifyBuffSelf	ModifierIntensify	app/sdk/modifiers/modifierIntensifyBuffSelf.coffee
ModifierIntensifyDamageEnemyGeneral	ModifierIntensify	app/sdk/modifiers/modifierIntensifyDamageEnemyGeneral.coffee
ModifierIntensifyDamageNearby	ModifierIntensify	app/sdk/modifiers/modifierIntensifyDamageNearby.coffee
ModifierIntensifyOneManArmy	ModifierIntensify	app/sdk/modifiers/modifierIntensifyOneManArmy.coffee
ModifierIntensifySpawnEntitiesNearby	ModifierIntensify	app/sdk/modifiers/modifierIntensifySpawnEntitiesNearby.coffee
ModifierIntensifyTempBuffNearbyMinion	ModifierIntensify	app/sdk/modifiers/modifierIntensifyTempBuffNearbyMinion.coffee
ModifierInvalidateRush	Modifier	app/sdk/modifiers/modifierInvalidateRush.coffee
ModifierInvulnerable	ModifierUntargetable	app/sdk/modifiers/modifierInvulnerable.coffee
ModifierKillWatch	Modifier	app/sdk/modifiers/modifierKillWatch.coffee
ModifierKillWatchAndSurvive	Modifier	app/sdk/modifiers/modifierKillWatchAndSurvive.coffee
ModifierKillWatchAndSurviveScarzig	ModifierKillWatchAndSurvive	app/sdk/modifiers/modifierKillWatchAndSurviveScarzig.coffee
ModifierKillWatchBounceEnemyToActionBar	ModifierKillWatch	app/sdk/modifiers/modifierKillWatchBounceEnemyToActionBar.coffee
