rsx_key	frameDelay	framePrefix
f2SupportDamage	0.08	f2_support_hit_
f2SupportDeath	0.08	f2_support_death_
f2SupportIdle	0.08	f2_support_idle_
f2SupportRun	0.08	f2_support_run_
f2TankAttack	0.08	f2_tank_attack_
f2TankBreathing	0.14	f2_tank_breathing_
f2TankDamage	0.08	f2_tank_hit_
f2TankDeath	0.08	f2_tank_death_
f2TankIdle	0.08	f2_tank_idle_
f2TankRun	0.07	f2_tank_run_
f2TenketsuAttack	0.08	f2_godpalmblacktiger_attack_
f2TenketsuBreathing	0.12	f2_godpalmblacktiger_breathing_
f2TenketsuDeath	0.08	f2_godpalmblacktiger_death_
f2TenketsuHit	0.08	f2_godpalmblacktiger_hit_
f2TenketsuIdle	0.08	f2_godpalmblacktiger_idle_
f2TenketsuRun	0.08	f2_godpalmblacktiger_run_
f2ThirdGeneralAttack	0.08	f2_3rdgeneral_attack_
f2ThirdGeneralBreathing	0.12	f2_3rdgeneral_breathing_
f2ThirdGeneralCast	0.08	f2_3rdgeneral_cast_
f2ThirdGeneralCastEnd	0.08	f2_3rdgeneral_castend_
f2ThirdGeneralCastLoop	0.08	f2_3rdgeneral_castloop_
f2ThirdGeneralCastStart	0.08	f2_3rdgeneral_caststart_
f2ThirdGeneralDeath	0.08	f2_3rdgeneral_death_
f2ThirdGeneralHit	0.08	f2_3rdgeneral_hit_
f2ThirdGeneralIdle	0.08	f2_3rdgeneral_idle_
f2ThirdGeneralRun	0.08	f2_3rdgeneral_run_
f2TwilightFoxAttack	0.08	f2_twilightfox_attack_
f2TwilightFoxBreathing	0.09	f2_twilightfox_breathing_
f2TwilightFoxDeath	0.08	f2_twilightfox_death_
f2TwilightFoxHit	0.08	f2_twilightfox_hit_
f2TwilightFoxIdle	0.08	f2_twilightfox_idle_
f2TwilightFoxRun	0.08	f2_twilightfox_run_
f2WhiplashAttack	0.08	f2_sepukku_attack_
f2WhiplashBreathing	0.09	f2_sepukku_breathing_
f2WhiplashDeath	0.08	f2_sepukku_death_
f2WhiplashHit	0.08	f2_sepukku_hit_
f2WhiplashIdle	0.08	f2_sepukku_idle_
f2WhiplashRun	0.08	f2_sepukku_run_
f2XhoAttack	0.08	f2_xho_attack_
f2XhoBreathing	0.12	f2_xho_breathing_
f2XhoDeath	0.08	f2_xho_death_
f2XhoHit	0.08	f2_xho_hit_
f2XhoIdle	0.08	f2_xho_idle_
f2XhoRun	0.08	f2_xho_run_
f2_runes	0.1	f2_rune_
f3AllomancerAttack	0.08	f3_allomancer_attack_
f3AllomancerBreathing	0.09	f3_allomancer_breathing_
f3AllomancerDeath	0.08	f3_allomancer_death_
f3AllomancerHit	0.08	f3_allomancer_hit_
f3AllomancerIdle	0.08	f3_allomancer_idle_
f3AllomancerRun	0.08	f3_allomancer_run_
f3AltGeneralAttack	0.08	f3_altgeneral_attack_
f3AltGeneralBreathing	0.12	f3_altgeneral_breathing_
f3AltGeneralCast	0.08	f3_altgeneral_cast_
f3AltGeneralCastEnd	0.08	f3_altgeneral_castend_
f3AltGeneralCastLoop	0.08	f3_altgeneral_castloop_
f3AltGeneralCastStart	0.08	f3_altgeneral_caststart_
f3AltGeneralDeath	0.08	f3_altgeneral_death_
f3AltGeneralHit	0.08	f3_altgeneral_hit_
f3AltGeneralIdle	0.08	f3_altgeneral_idle_
f3AltGeneralRun	0.08	f3_altgeneral_run_
f3AltGeneralTier2Attack	0.08	f3_altgeneraltier2_attack_
f3AltGeneralTier2Breathing	0.12	f3_altgeneraltier2_breathing_
f3AltGeneralTier2Cast	0.08	f3_altgeneraltier2_cast_
f3AltGeneralTier2CastEnd	0.08	f3_altgeneraltier2_castend_
f3AltGeneralTier2CastLoop	0.08	f3_altgeneraltier2_castloop_
f3AltGeneralTier2CastStart	0.08	f3_altgeneraltier2_caststart_
f3AltGeneralTier2Death	0.08	f3_altgeneraltier2_death_
f3AltGeneralTier2Hit	0.08	f3_altgeneraltier2_hit_
f3AltGeneralTier2Idle	0.08	f3_altgeneraltier2_idle_
f3AltGeneralTier2Run	0.08	f3_altgeneraltier2_run_
f3AymaraHealerAttack	0.08	f3_aymarahealer_attack_
f3AymaraHealerBreathing	0.14	f3_aymarahealer_breathing_
f3AymaraHealerDamage	0.08	f3_aymarahealer_hit_
f3AymaraHealerDeath	0.08	f3_aymarahealer_death_
f3AymaraHealerIdle	0.08	f3_aymarahealer_idle_
f3AymaraHealerRun	0.08	f3_aymarahealer_run_
f3BBZephyrAttack	0.08	f3_zephyr_attack_
f3BBZephyrBreathing	0.09	f3_zephyr_breathing_
f3BBZephyrDeath	0.08	f3_zephyr_death_
f3BBZephyrHit	0.08	f3_zephyr_hit_
f3BBZephyrIdle	0.08	f3_zephyr_idle_
f3BBZephyrRun	0.08	f3_zephyr_run_
f3BobbleAttack	0.08	f3_bobble_attack_
f3BobbleBreathing	0.09	f3_bobble_breathing_
f3BobbleDeath	0.08	f3_bobble_death_
f3BobbleHit	0.08	f3_bobble_hit_
f3BobbleIdle	0.08	f3_bobble_idle_
f3BobbleRun	0.08	f3_bobble_run_
f3BuildMinionAttack	0.08	f3_buildminion_attack_
f3BuildMinionBreathing	0.12	f3_buildminion_breathing_
f3BuildMinionDeath	0.08	f3_buildminion_death_
f3BuildMinionHit	0.08	f3_buildminion_hit_
f3BuildMinionIdle	0.08	f3_buildminion_idle_
f3CursedDervishAttack	0.08	f3_curseddervish_attack_
f3CursedDervishBreathing	0.12	f3_curseddervish_breathing_
f3CursedDervishDeath	0.08	f3_curseddervish_death_
f3CursedDervishHit	0.08	f3_curseddervish_hit_
f3CursedDervishIdle	0.08	f3_curseddervish_idle_
f3CursedDervishRun	0.08	f3_curseddervish_run_
f3DervishAttack	0.08	f3_dervish_attack_
f3DervishBreathing	0.14	f3_dervish_breathing_
f3DervishDamage	0.08	f3_dervish_hit_
f3DervishDeath	0.08	f3_dervish_death_
f3DervishIdle	0.08	f3_dervish_idle_
f3DervishRun	0.08	f3_dervish_run_
f3DesertSpiritAttack	0.08	f3_desertspirit_attack_
f3DesertSpiritBreathing	0.09	f3_desertspirit_breathing_
f3DesertSpiritDeath	0.08	f3_desertspirit_death_
f3DesertSpiritHit	0.08	f3_desertspirit_hit_
f3DesertSpiritIdle	0.08	f3_desertspirit_idle_
f3DesertSpiritRun	0.08	f3_desertspirit_run_
f3DreamshaperAttack	0.08	f3_dreamshaper_attack_
f3DreamshaperBreathing	0.09	f3_dreamshaper_breathing_
f3DreamshaperDeath	0.08	f3_dreamshaper_death_
f3DreamshaperHit	0.08	f3_dreamshaper_hit_
f3DreamshaperIdle	0.08	f3_dreamshaper_idle_
f3DreamshaperRun	0.08	f3_dreamshaper_run_
f3DuneCasterAttack	0.08	f3_dunecaster_attack_
f3DuneCasterBreathing	0.13	f3_dunecaster_breathing_
f3DuneCasterDamage	0.08	f3_dunecaster_hit_
f3DuneCasterDeath	0.08	f3_dunecaster_death_
f3DuneCasterIdle	0.08	f3_dunecaster_idle_
f3DuneCasterRun	0.08	f3_dunecaster_run_
f3DuplicatorObelyskAttack	0.08	f3_endlessobelysk_attack_
f3DuplicatorObelyskBreathing	0.12	f3_endlessobelysk_breathing_
f3DuplicatorObelyskDeath	0.08	f3_endlessobelysk_death_
f3DuplicatorObelyskHit	0.08	f3_endlessobelysk_hit_
f3DuplicatorObelyskIdle	0.08	f3_endlessobelysk_idle_
f3DuplicatorObelyskRun	0.08	f3_endlessobelysk_run_
f3DuskWeaverAttack	0.07	f3_duskweaver_attack_
f3DuskWeaverBreathing	0.09	f3_duskweaver_breathing_
f3DuskWeaverDeath	0.06	f3_duskweaver_death_
f3DuskWeaverHit	0.08	f3_duskweaver_hit_
f3DuskWeaverIdle	0.08	f3_duskweaver_idle_
f3DuskWeaverRun	0.06	f3_duskweaver_run_
f3FalciusAttack	0.08	f3_falcius_attack_
f3FalciusBreathing	0.09	f3_falcius_breathing_
f3FalciusDeath	0.08	f3_falcius_death_
f3FalciusHit	0.08	f3_falcius_hit_
f3FalciusIdle	0.08	f3_falcius_idle_
f3FalciusRun	0.08	f3_falcius_run_
f3GeneralAttack	0.08	f3_general_attack_
f3GeneralBreathing	0.14	f3_general_breathing_
f3GeneralCast	0.08	f3_general_cast_
f3GeneralCastEnd	0.08	f3_general_castend_
f3GeneralCastLoop	0.08	f3_general_castloop_
f3GeneralCastStart	0.08	f3_general_caststart_
f3GeneralDamage	0.08	f3_general_hit_
f3GeneralDeath	0.08	f3_general_death_
f3GeneralFestiveAttack	0.08	f3_zirixfestive_attack_
f3GeneralFestiveBreathing	0.14	f3_zirixfestive_breathing_
f3GeneralFestiveCast	0.08	f3_zirixfestive_cast_
f3GeneralFestiveCastEnd	0.08	f3_zirixfestive_castend_
f3GeneralFestiveCastLoop	0.08	f3_zirixfestive_castloop_
f3GeneralFestiveCastStart	0.08	f3_zirixfestive_caststart_
f3GeneralFestiveDamage	0.08	f3_zirixfestive_hit_
f3GeneralFestiveDeath	0.08	f3_zirixfestive_death_
f3GeneralFestiveIdle	0.08	f3_zirixfestive_idle_
f3GeneralFestiveRun	0.07	f3_zirixfestive_run_
f3GeneralIdle	0.08	f3_general_idle_
f3GeneralRun	0.07	f3_general_run_
f3GeneralTier2Attack	0.08	f3_tier2general_attack_
f3GeneralTier2Breathing	0.14	f3_tier2general_breathing_
f3GeneralTier2Cast	0.08	f3_tier2general_cast_
f3GeneralTier2CastEnd	0.08	f3_tier2general_castend_
f3GeneralTier2CastLoop	0.08	f3_tier2general_castloop_
f3GeneralTier2CastStart	0.08	f3_tier2general_caststart_
f3GeneralTier2Damage	0.08	f3_tier2general_hit_
f3GeneralTier2Death	0.08	f3_tier2general_death_
f3GeneralTier2Idle	0.08	f3_tier2general_idle_
f3GeneralTier2Run	0.07	f3_tier2general_run_
f3GoldenGuideAttack	0.08	f3_rehorah_attack_
f3GoldenGuideBreathing	0.12	f3_rehorah_breathing_
f3GoldenGuideDeath	0.08	f3_rehorah_death_
f3GoldenGuideHit	0.08	f3_rehorah_hit_
f3GoldenGuideIdle	0.08	f3_rehorah_idle_
f3GoldenGuideRun	0.05	f3_rehorah_run_
f3GrapnelAttack	0.08	f3_sinergyunit_attack_
f3GrapnelBreathing	0.12	f3_sinergyunit_breathing_
f3GrapnelDeath	0.08	f3_sinergyunit_death_
f3GrapnelHit	0.08	f3_sinergyunit_hit_
f3GrapnelIdle	0.08	f3_sinergyunit_idle_
f3GrapnelRun	0.08	f3_sinergyunit_run_
f3IVGeneralTier2Attack	0.08	f3_ciphyronmk2_attack_
f3IVGeneralTier2Breathing	0.12	f3_ciphyronmk2_breathing_
f3IVGeneralTier2Cast	0.08	f3_ciphyronmk2_cast_
f3IVGeneralTier2CastEnd	0.08	f3_ciphyronmk2_castend_
f3IVGeneralTier2CastLoop	0.08	f3_ciphyronmk2_castloop_
f3IVGeneralTier2CastStart	0.08	f3_ciphyronmk2_caststart_
f3IVGeneralTier2Damage	0.08	f3_ciphyronmk2_hit_
f3IVGeneralTier2Death	0.08	f3_ciphyronmk2_death_
f3IVGeneralTier2Idle	0.08	f3_ciphyronmk2_idle_
f3IVGeneralTier2Run	0.08	f3_ciphyronmk2_run_
f3IncineraAttack	0.08	f3_incinera_attack_
f3IncineraBreathing	0.09	f3_incinera_breathing_
f3IncineraDeath	0.08	f3_incinera_death_
f3IncineraHit	0.08	f3_incinera_hit_
f3IncineraIdle	0.08	f3_incinera_idle_
f3IncineraRun	0.08	f3_incinera_run_
f3InsightCasterAttack	0.08	f3_insightcaster_attack_
f3InsightCasterBreathing	0.09	f3_insightcaster_breathing_
f3InsightCasterDeath	0.08	f3_insightcaster_death_
f3InsightCasterHit	0.08	f3_insightcaster_hit_
f3InsightCasterIdle	0.08	f3_insightcaster_idle_
f3InsightCasterRun	0.08	f3_insightcaster_run_
f3IronDervishAttack	0.08	f3_irondervish_attack_
f3IronDervishBreathing	0.1	f3_irondervish_breathing_
f3IronDervishDeath	0.08	f3_irondervish_death_
f3IronDervishHit	0.08	f3_irondervish_hit_
f3IronDervishIdle	0.08	f3_irondervish_idle_
f3IronDervishRun	0.08	f3_irondervish_run_
f3KeeperAgesAttack	0.08	f3_keeperofages_attack_
f3KeeperAgesBreathing	0.12	f3_keeperofages_breathing_
f3KeeperAgesDeath	0.08	f3_keeperofages_death_
f3KeeperAgesHit	0.08	f3_keeperofages_hit_
f3KeeperAgesIdle	0.08	f3_keeperofages_idle_
f3KeeperAgesRun	0.08	f3_keeperofages_run_
f3LavaObelyskAttack	0.08	f3_lavastormobelysk_attack_
f3LavaObelyskBreathing	0.09	f3_lavastormobelysk_breathing_
f3LavaObelyskDeath	0.08	f3_lavastormobelysk_death_
f3LavaObelyskHit	0.08	f3_lavastormobelysk_hit_
f3LavaObelyskIdle	0.08	f3_lavastormobelysk_idle_
f3MechAttack	0.08	f3_mech_attack_
f3MechBreathing	0.12	f3_mech_breathing_
f3MechDeath	0.08	f3_mech_death_
f3MechHit	0.08	f3_mech_hit_
f3MechIdle	0.08	f3_mech_idle_
f3MechRun	0.08	f3_mech_run_
f3MechanaShrikeAttack	0.08	f3_buildcommon_attack_
f3MechanaShrikeBreathing	0.12	f3_buildcommon_breathing_
f3MechanaShrikeDeath	0.08	f3_buildcommon_death_
f3MechanaShrikeHit	0.08	f3_buildcommon_hit_
f3MechanaShrikeIdle	0.08	f3_buildcommon_idle_
f3MechanaShrikeRun	0.08	f3_buildcommon_run_
f3MiniScarabAttack	0.04	f3_miniscarab_attack_
f3MiniScarabBreathing	0.12	f3_miniscarab_breathing_
f3MiniScarabDeath	0.08	f3_miniscarab_death_
f3MiniScarabHit	0.08	f3_miniscarab_hit_
f3MiniScarabIdle	0.08	f3_miniscarab_idle_
f3MiniScarabRun	0.04	f3_miniscarab_run_
f3MirrorMasterAttack	0.08	f3_glassmirage_attack_
f3MirrorMasterBreathing	0.13	f3_glassmirage_breathing_
f3MirrorMasterDamage	0.08	f3_glassmirage_hit_
f3MirrorMasterDeath	0.08	f3_glassmirage_death_
f3MirrorMasterIdle	0.08	f3_glassmirage_idle_
f3MirrorMasterRun	0.08	f3_glassmirage_run_
f3NighfallMechanistAttack	0.08	f3_palacetrinketeer_attack_
f3NighfallMechanistBreathing	0.14	f3_palacetrinketeer_breathing_
f3NighfallMechanistDamage	0.08	f3_palacetrinketeer_hit_
f3NighfallMechanistDeath	0.08	f3_palacetrinketeer_death_
f3NighfallMechanistIdle	0.08	f3_palacetrinketeer_idle_
f3NighfallMechanistRun	0.08	f3_palacetrinketeer_run_
f3NimbusAttack	0.08	f3_nimbus_attack_
f3NimbusBreathing	0.09	f3_nimbus_breathing_
f3NimbusDeath	0.08	f3_nimbus_death_
f3NimbusHit	0.08	f3_nimbus_hit_
f3NimbusIdle	0.08	f3_nimbus_idle_
f3NimbusRun	0.08	f3_nimbus_run_
f3NoshRakAttack	0.08	f3_grandmasternoshrak_attack_
f3NoshRakBreathing	0.09	f3_grandmasternoshrak_breathing_
f3NoshRakDeath	0.08	f3_grandmasternoshrak_death_
f3NoshRakHit	0.08	f3_grandmasternoshrak_hit_
f3NoshRakIdle	0.08	f3_grandmasternoshrak_idle_
f3NoshRakRun	0.08	f3_grandmasternoshrak_run_
f3ObeliskDuskWindAttack	0.08	f3_obelyskduskwind_attack_
f3ObeliskDuskWindBreathing	0.12	f3_obelyskduskwind_breathing_
f3ObeliskDuskWindDamage	0.08	f3_obelyskduskwind_hit_
f3ObeliskDuskWindDeath	0.08	f3_obelyskduskwind_death_
f3ObeliskDuskWindIdle	0.08	f3_obelyskduskwind_idle_
f3ObeliskGoldenFlameAttack	0.08	f3_obelyskgoldenflame_attack_
f3ObeliskGoldenFlameBreathing	0.13	f3_obelyskgoldenflame_breathing_
f3ObeliskGoldenFlameDamage	0.08	f3_obelyskgoldenflame_hit_
f3ObeliskGoldenFlameDeath	0.08	f3_obelyskgoldenflame_death_
f3ObeliskGoldenFlameIdle	0.08	f3_obelyskgoldenflame_idle_
f3ObeliskRedSandAttack	0.08	f3_obelyskredsand_attack_
f3ObeliskRedSandBreathing	0.14	f3_obelyskredsand_breathing_
f3ObeliskRedSandDamage	0.08	f3_obelyskredsand_hit_
f3ObeliskRedSandDeath	0.08	f3_obelyskredsand_death_
f3ObeliskRedSandIdle	0.08	f3_obelyskredsand_idle_
f3ObeliskSoulburnAttack	0.08	f3_deathobelysk_attack_
f3ObeliskSoulburnBreathing	0.14	f3_deathobelysk_breathing_
f3ObeliskSoulburnDamage	0.08	f3_deathobelysk_hit_
f3ObeliskSoulburnDeath	0.08	f3_deathobelysk_death_
f3ObeliskSoulburnIdle	0.08	f3_deathobelysk_idle_
f3ObeliskTrifectaAttack	0.08	f3_trifectaperfecta_attack_
f3ObeliskTrifectaBreathing	0.12	f3_trifectaperfecta_breathing_
f3ObeliskTrifectaDamage	0.08	f3_trifectaperfecta_hit_
f3ObeliskTrifectaDeath	0.08	f3_trifectaperfecta_death_
f3ObeliskTrifectaIdle	0.08	f3_trifectaperfecta_idle_
f3OnyxPantheranAttack	0.08	f3_onyxpantheran_attack_
f3OnyxPantheranBreathing	0.13	f3_onyxpantheran_breathing_
f3OnyxPantheranDamage	0.08	f3_onyxpantheran_hit_
f3OnyxPantheranDeath	0.08	f3_onyxpantheran_death_
f3OnyxPantheranIdle	0.08	f3_onyxpantheran_idle_
f3OnyxPantheranRun	0.08	f3_onyxpantheran_run_
f3OrbweaverAttack	0.08	f3_orbweaver_attack_
f3OrbweaverBreathing	0.13	f3_orbweaver_breathing_
f3OrbweaverDamage	0.08	f3_orbweaver_hit_
f3OrbweaverDeath	0.08	f3_orbweaver_death_
f3OrbweaverIdle	0.08	f3_orbweaver_idle_
f3OrbweaverRun	0.08	f3_orbweaver_run_
f3OserixAttack	0.08	f3_anubis_attack_
f3OserixBreathing	0.13	f3_anubis_breathing_
f3OserixDamage	0.08	f3_anubis_hit_
f3OserixDeath	0.08	f3_anubis_death_
f3OserixIdle	0.08	f3_anubis_idle_
f3OserixRun	0.08	f3_anubis_run_
f3PaxAttack	0.08	f3_pax_attack_
f3PaxBreathing	0.09	f3_pax_breathing_
f3PaxDeath	0.08	f3_pax_death_
f3PaxHit	0.08	f3_pax_hit_
f3PaxIdle	0.08	f3_pax_idle_
f3PaxRun	0.08	f3_pax_run_
f3PlagueTotemAttack	0.08	f3_plague_totem_attack_
f3PlagueTotemBreathing	0.14	f3_plague_totem_breathing_
f3PlagueTotemDeath	0.08	f3_plague_totem_death_
f3PlagueTotemHit	0.08	f3_plague_totem_hit_
f3PlagueTotemIdle	0.08	f3_plague_totem_idle_
f3PortalGuardianAttack	0.08	f3_zodiac02_attack_
f3PortalGuardianBreathing	0.14	f3_zodiac02_breathing_
f3PortalGuardianDamage	0.08	f3_zodiac02_hit_
f3PortalGuardianDeath	0.08	f3_zodiac02_death_
f3PortalGuardianIdle	0.08	f3_zodiac02_idle_
f3PortalGuardianRun	0.08	f3_zodiac02_run_
f3PyromancerAttack	0.08	f3_pyromancer_attack_
f3PyromancerBreathing	0.12	f3_pyromancer_breathing_
f3PyromancerDamage	0.08	f3_pyromancer_hit_
f3PyromancerDeath	0.08	f3_pyromancer_death_
f3PyromancerIdle	0.08	f3_pyromancer_idle_
f3PyromancerRun	0.08	f3_pyromancer_run_
f3RaeAttack	0.08	f3_rae_attack_
f3RaeBreathing	0.09	f3_rae_breathing_
f3RaeDeath	0.08	f3_rae_death_
f3RaeHit	0.08	f3_rae_hit_
f3RaeIdle	0.08	f3_rae_idle_
f3RaeRun	0.08	f3_rae_run_
f3SakkakAttack	0.08	f3_sakkak_attack_
f3SakkakBreathing	0.12	f3_sakkak_breathing_
f3SakkakDeath	0.08	f3_sakkak_death_
f3SakkakHit	0.08	f3_sakkak_hit_
f3SakkakIdle	0.08	f3_sakkak_idle_
f3SakkakRun	0.08	f3_sakkak_run_
f3SandhowlerAttack	0.08	f3_sandhowler_attack_
f3SandhowlerBreathing	0.12	f3_sandhowler_breathing_
f3SandhowlerDamage	0.08	f3_sandhowler_hit_
f3SandhowlerDeath	0.08	f3_sandhowler_death_
f3SandhowlerIdle	0.08	f3_sandhowler_idle_
f3SandhowlerRun	0.08	f3_sandhowler_run_
f3ScarabPulverizerAttack	0.08	f3_scarabtera_attack_
f3ScarabPulverizerBreathing	0.12	f3_scarabtera_breathing_
f3ScarabPulverizerDeath	0.08	f3_scarabtera_death_
f3ScarabPulverizerHit	0.08	f3_scarabtera_hit_
f3ScarabPulverizerIdle	0.08	f3_scarabtera_idle_
f3ScarabPulverizerRun	0.08	f3_scarabtera_run_
f3SiroccoAttack	0.08	f3_sirocco_attack_
f3SiroccoBreathing	0.09	f3_sirocco_breathing_
f3SiroccoDeath	0.08	f3_sirocco_death_
f3SiroccoHit	0.08	f3_sirocco_hit_
f3SiroccoIdle	0.08	f3_sirocco_idle_
f3SiroccoRun	0.08	f3_sirocco_run_
f3SisterAttack	0.08	f3_sister_attack_
f3SisterBreathing	0.1	f3_sister_breathing_
f3SisterDeath	0.08	f3_sister_death_
f3SisterHit	0.08	f3_sister_hit_
f3SisterIdle	0.08	f3_sister_idle_
f3SisterRun	0.08	f3_sister_run_
f3SkyppyAttack	0.08	f3_badlandsscout_attack_
f3SkyppyBreathing	0.12	f3_badlandsscout_breathing_
f3SkyppyDeath	0.08	f3_badlandsscout_death_
f3SkyppyHit	0.08	f3_badlandsscout_hit_
f3SkyppyIdle	0.08	f3_badlandsscout_idle_
f3SkyppyRun	0.08	f3_badlandsscout_run_
f3StaffWielderAttack	0.08	f3_ishtarhunter_attack_
f3StaffWielderBreathing	0.12	f3_ishtarhunter_breathing_
f3StaffWielderDeath	0.08	f3_ishtarhunter_death_
f3StaffWielderHit	0.08	f3_ishtarhunter_hit_
f3StaffWielderIdle	0.08	f3_ishtarhunter_idle_
f3StaffWielderRun	0.08	f3_ishtarhunter_run_
f3StafireScarabAttack	0.08	f3_starfirescarab_attack_
f3StafireScarabBreathing	0.14	f3_starfirescarab_breathing_
f3StafireScarabDamage	0.08	f3_starfirescarab_hit_
f3StafireScarabDeath	0.08	f3_starfirescarab_death_
f3StafireScarabIdle	0.08	f3_starfirescarab_idle_
f3StafireScarabRun	0.08	f3_starfirescarab_run_
f3ThirdGeneralAttack	0.08	f3_3rdgeneral_attack_
f3ThirdGeneralBreathing	0.12	f3_3rdgeneral_breathing_
f3ThirdGeneralCast	0.08	f3_3rdgeneral_cast_
f3ThirdGeneralCastEnd	0.08	f3_3rdgeneral_castend_
f3ThirdGeneralCastLoop	0.08	f3_3rdgeneral_castLoop_
f3ThirdGeneralCastStart	0.08	f3_3rdgeneral_castStart_
f3ThirdGeneralDeath	0.08	f3_3rdgeneral_death_
f3ThirdGeneralHit	0.08	f3_3rdgeneral_hit_
f3ThirdGeneralIdle	0.08	f3_3rdgeneral_idle_
f3ThirdGeneralRun	0.08	f3_3rdgeneral_run_
f3WindgiverAttack	0.08	f3_windgiver_attack_
f3WindgiverBreathing	0.12	f3_windgiver_breathing_
f3WindgiverDeath	0.08	f3_windgiver_death_
f3WindgiverHit	0.08	f3_windgiver_hit_
f3WindgiverIdle	0.08	f3_windgiver_idle_
f3WindgiverRun	0.08	f3_windgiver_run_
f3WindshrikeAttack	0.08	f3_windshriek_attack_
f3WindshrikeBreathing	0.12	f3_windshriek_breathing_
f3WindshrikeDamage	0.08	f3_windshriek_hit_
f3WindshrikeDeath	0.08	f3_windshriek_death_
f3WindshrikeIdle	0.08	f3_windshriek_idle_
f3WindshrikeRun	0.08	f3_windshriek_run_
f3WindstrikerAttack	0.08	f3_windstriker_attack_
f3WindstrikerBreathing	0.09	f3_windstriker_breathing_
f3WindstrikerDeath	0.08	f3_windstriker_death_
f3WindstrikerHit	0.08	f3_windstriker_hit_
f3WindstrikerIdle	0.08	f3_windstriker_idle_
f3WindstrikerRun	0.08	f3_windstriker_run_
f3ZephyrAttack	0.08	f3_windslicer_attack_
f3ZephyrBreathing	0.09	f3_windslicer_breathing_
f3ZephyrDeath	0.08	f3_windslicer_death_
f3ZephyrHit	0.08	f3_windslicer_hit_
f3ZephyrIdle	0.08	f3_windslicer_idle_
f3ZephyrRun	0.08	f3_windslicer_run_
f3_runes	0.1	f3_rune_
f4AbominationAttack	0.08	f4_abomination_attack_
f4AbominationBreathing	0.12	f4_abomination_breathing_
f4AbominationDeath	0.08	f4_abomination_death_
f4AbominationHit	0.08	f4_abomination_hit_
f4AbominationIdle	0.08	f4_abomination_idle_
f4AbominationRun	0.08	f4_abomination_run_
f4AbyssianSentinelAttack	0.08	f4_abyssiansentinel_attack_
f4AbyssianSentinelBreathing	0.09	f4_abyssiansentinel_breathing_
f4AbyssianSentinelDeath	0.08	f4_abyssiansentinel_death_
f4AbyssianSentinelHit	0.08	f4_abyssiansentinel_hit_
f4AbyssianSentinelIdle	0.08	f4_abyssiansentinel_idle_
f4AbyssianSentinelRun	0.08	f4_abyssiansentinel_run_
f4AltGeneralAttack	0.08	f4_altgeneral_attack_
f4AltGeneralBreathing	0.12	f4_altgeneral_breathing_
f4AltGeneralCast	0.08	f4_altgeneral_cast_
f4AltGeneralCastEnd	0.08	f4_altgeneral_castend_
f4AltGeneralCastLoop	0.08	f4_altgeneral_castloop_
f4AltGeneralCastStart	0.08	f4_altgeneral_caststart_
f4AltGeneralDeath	0.08	f4_altgeneral_death_
f4AltGeneralHit	0.08	f4_altgeneral_hit_
f4AltGeneralIdle	0.08	f4_altgeneral_idle_
f4AltGeneralRun	0.08	f4_altgeneral_run_
f4AltGeneralTier2Attack	0.08	f4_altgeneraltier2_attack_
f4AltGeneralTier2Breathing	0.12	f4_altgeneraltier2_breathing_
f4AltGeneralTier2Cast	0.08	f4_altgeneraltier2_cast_
f4AltGeneralTier2CastEnd	0.08	f4_altgeneraltier2_castend_
f4AltGeneralTier2CastLoop	0.08	f4_altgeneraltier2_castloop_
f4AltGeneralTier2CastStart	0.08	f4_altgeneraltier2_caststart_
f4AltGeneralTier2Death	0.08	f4_altgeneraltier2_death_
f4AltGeneralTier2Hit	0.08	f4_altgeneraltier2_hit_
f4AltGeneralTier2Idle	0.08	f4_altgeneraltier2_idle_
f4AltGeneralTier2Run	0.08	f4_altgeneraltier2_run_
f4ArachneAttack	0.08	f4_arachne_attack_
f4ArachneBreathing	0.09	f4_arachne_breathing_
f4ArachneDeath	0.08	f4_arachne_death_
f4ArachneHit	0.08	f4_arachne_hit_
f4ArachneIdle	0.08	f4_arachne_idle_
f4ArachneRun	0.08	f4_arachne_run_
f4ArcaneDevourerAttack	0.08	f4_arcanedevourer_attack_
f4ArcaneDevourerBreathing	0.09	f4_arcanedevourer_breathing_
f4ArcaneDevourerDeath	0.08	f4_arcanedevourer_death_
f4ArcaneDevourerHit	0.08	f4_arcanedevourer_hit_
f4ArcaneDevourerIdle	0.08	f4_arcanedevourer_idle_
f4ArcaneDevourerRun	0.08	f4_arcanedevourer_run_
f4BlackSolusAttack	0.08	f4_blacksolus_attack_
f4BlackSolusBreathing	0.13	f4_blacksolus_breathing_
f4BlackSolusDamage	0.08	f4_blacksolus_hit_
f4BlackSolusDeath	0.08	f4_blacksolus_death_
f4BlackSolusIdle	0.08	f4_blacksolus_idle_
f4BlackSolusRun	0.08	f4_blacksolus_run_
f4BloodBaronetteAttack	0.08	f4_bloodbaronette_attack_
f4BloodBaronetteBreathing	0.09	f4_bloodbaronette_breathing_
f4BloodBaronetteDeath	0.08	f4_bloodbaronette_death_
f4BloodBaronetteHit	0.08	f4_bloodbaronette_hit_
f4BloodBaronetteIdle	0.08	f4_bloodbaronette_idle_
f4BloodBaronetteRun	0.08	f4_bloodbaronette_run_
f4BloodmoonAttack	0.08	f4_bloodmoon_attack_
f4BloodmoonBreathing	0.13	f4_bloodmoon_breathing_
