card_id	fx_identifier	source
Cards.Faction2.TuskBoar	FX.Cards.Faction2.TuskBoar	app/sdk/cards/factory/core/faction2.coffee
Cards.Faction2.TwilightFox	FX.Cards.Faction2.LanternFox	app/sdk/cards/factory/bloodstorm/faction2.coffee
Cards.Faction2.Whiplash	FX.Cards.Faction2.KaidoAssassin	app/sdk/cards/factory/bloodstorm/faction2.coffee
Cards.Faction2.Widowmaker	FX.Cards.Faction2.Widowmaker	app/sdk/cards/factory/core/faction2.coffee
Cards.Faction2.WildfireTenketsu	FX.Cards.Neutral.Mindwarper	app/sdk/cards/factory/wartech/faction2.coffee
Cards.Faction2.Xho	FX.Cards.Neutral.Xho	app/sdk/cards/factory/shimzar/faction2.coffee
Cards.Faction3.Allomancer	FX.Cards.Faction3.Allomancer	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.AltGeneral	FX.Cards.Faction3.ScionessSajj	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.AymaraHealer	FX.Cards.Faction3.AymaraHealer	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.BarrenShrike	FX.Cards.Neutral.LightningBeetle	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Faction3.BrazierDuskWind	FX.Cards.Faction3.BrazierDuskWind	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.BrazierGoldenFlame	FX.Cards.Faction3.BrazierGoldenFlame	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.BrazierRedSand	FX.Cards.Faction3.BrazierRedSand	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.CoughingGus	FX.Cards.Neutral.SunElemental	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Faction3.CursedDervish	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Faction3.Dervish	FX.Cards.Faction3.Dervish	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.Dreamcarver	FX.Cards.Neutral.SkyrockGolem	app/sdk/cards/factory/unity/faction3.coffee
Cards.Faction3.Dunecaster	FX.Cards.Faction3.Dunecaster	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.Duskweaver	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Faction3.Falcius	FX.Cards.Faction3.Falcius	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.FateWatcher	FX.Cards.Neutral.Necroseer	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Faction3.General	FX.Cards.Faction3.General	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.GoldenGuide	FX.Cards.Neutral.Fireblazer	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Faction3.GrandmasterNoshRak	FX.Cards.Faction3.GrandmasterNoshRak	app/sdk/cards/factory/bloodstorm/faction3.coffee
Cards.Faction3.Gust	FX.Cards.Neutral.Zephyr	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Faction3.Incinera	FX.Cards.Faction3.StarfireScarab	app/sdk/cards/factory/bloodstorm/faction3.coffee
Cards.Faction3.IronDervish	FX.Cards.Faction3.Dervish	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.KeeperOfAges	FX.Cards.Neutral.SwornDefender	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Faction3.LavastormObelysk	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Faction3.MirrorMaster	FX.Cards.Faction3.MirrorMaster	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.NightfallMechanyst	FX.Cards.Faction3.NightfallMechanyst	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.Nimbus	FX.Cards.Faction3.Nimbus	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.OrbWeaver	FX.Cards.Faction3.OrbWeaver	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.Oserix	FX.Cards.Faction3.Oserix	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.Pantheran	FX.Cards.Faction3.Pantheran	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.Pax	FX.Cards.Neutral.Nip	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.PlagueTotem	FX.Cards.Faction3.BrazierDuskWind	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.PortalGuardian	FX.Cards.Faction3.PortalGuardian	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.Pyromancer	FX.Cards.Faction3.Pyromancer	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.Rae	FX.Cards.Neutral.Nip	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.SandHowler	FX.Cards.Faction3.SandHowler	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.SandSister	FX.Cards.Faction3.SandSister	app/sdk/cards/factory/monthly/sisters.coffee
Cards.Faction3.SandswirlReader	FX.Cards.Neutral.Spelljammer	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Faction3.Scarab	FX.Cards.Neutral.BlackLocust	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Faction3.ScarabPulverizer	FX.Cards.Neutral.Serpenti	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Faction3.ShrikeBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Faction3.SilicaWeaver	FX.Cards.Neutral.SilicaWeaver	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Faction3.SimulacraBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Faction3.SimulacraObelysk	FX.Cards.Faction3.BrazierRedSand	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Faction3.Sirocco	FX.Cards.Neutral.StormmetalGolem	app/sdk/cards/factory/unity/faction3.coffee
Cards.Faction3.Skyppy	FX.Cards.Neutral.Bonereaper	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Faction3.SniperZen	FX.Cards.Neutral.AzureHornShaman	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Faction3.SoulburnObelysk	FX.Cards.Faction3.BrazierDuskWind	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.StaffWielder	FX.Cards.Neutral.ArakiHeadhunter	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Faction3.StarfireScarab	FX.Cards.Faction3.StarfireScarab	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.ThirdGeneral	FX.Cards.Faction3.General	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.TrygonObelysk	FX.Cards.Faction3.BrazierDuskWind	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Faction3.WastelandWraith	FX.Cards.Neutral.BlackSandBurrower	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Faction3.WindGiver	FX.Cards.Neutral.Spelljammer	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Faction3.WindShrike	FX.Cards.Faction3.WindShrike	app/sdk/cards/factory/core/faction3.coffee
Cards.Faction3.WindSlicer	FX.Cards.Neutral.Sojourner	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Faction3.Windlark	FX.Cards.Faction3.WindShrike	app/sdk/cards/factory/unity/faction3.coffee
Cards.Faction3.Zephyr	FX.Cards.Faction3.OrbWeaver	app/sdk/cards/factory/bloodstorm/faction3.coffee
Cards.Faction4.Abomination	FX.Cards.Faction4.Abomination	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.AbyssSentinel	FX.Cards.Faction4.ShadowWatcher	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Faction4.AbyssalCrawler	FX.Cards.Faction4.AbyssalCrawler	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.AbyssalJuggernaut	FX.Cards.Faction4.AbyssalJuggernaut	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.AltGeneral	FX.Cards.Faction4.CassyvaSoulreaper	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.ArcaneDevourer	FX.Cards.Faction4.ArcaneDevourer	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Faction4.BlackSolus	FX.Cards.Faction4.BlackSolus	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.BloodBaronette	FX.Cards.Faction4.BloodBaronette	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Faction4.BloodmoonPriestess	FX.Cards.Faction4.BloodmoonPriestess	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.BoundTormentor	FX.Cards.Faction2.JadeOgre	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Faction4.Cacophynos	FX.Cards.Neutral.FirstSwordofAkrane	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.CreepDemon	FX.Cards.Neutral.LightningBeetle	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Faction4.CurseMonger	FX.Cards.Neutral.Necroseer	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Faction4.DarkSiren	FX.Cards.Faction4.DarkSiren	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.DarkspineElemental	FX.Cards.Faction4.DarkspineElemental	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.DeathKnell	FX.Cards.Faction4.DeathKnell	app/sdk/cards/factory/unity/faction4.coffee
Cards.Faction4.DeepfireDevourer	FX.Cards.Faction4.DeepfireDevourer	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.DemonOfEternity	FX.Cards.Faction4.HuntingHorror	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Faction4.Desolator	FX.Cards.Neutral.Moebius	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Faction4.DyingWishReducer	FX.Cards.Neutral.SilvertongueCorsair	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Faction4.Fiend	FX.Cards.Faction4.DarkspineElemental	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Faction4.Furosa	FX.Cards.Faction4.AbyssalCrawler	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Faction4.GateBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.GateToUndervault	FX.Cards.Faction3.BrazierDuskWind	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.General	FX.Cards.Faction4.General	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.GloomChaser	FX.Cards.Faction4.GloomChaser	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.Gor	FX.Cards.Neutral.Gor	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Faction4.GrandmasterVariax	FX.Cards.Faction4.SharianShadowdancer	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Faction4.Horror	FX.Cards.Faction4.Horror	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Faction4.HorrorBurster	FX.Cards.Faction4.HorrorBurster	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Faction4.Husk	FX.Cards.Neutral.Serpenti	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.Klaxon	FX.Cards.Faction4.Klaxon	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Faction4.MiniMinion	FX.Cards.Neutral.Fog	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Faction4.Moonrider	FX.Cards.Neutral.ArchonSpellbinder	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.Nekomata	FX.Cards.Neutral.PutridMindflayer	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Faction4.NightFiend	FX.Cards.Faction4.DarkSiren	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Faction4.NightmareOperant	FX.Cards.Neutral.Amu	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.Nightshroud	FX.Cards.Faction4.Nightshroud	app/sdk/cards/factory/unity/faction4.coffee
Cards.Faction4.NightsorrowAssassin	FX.Cards.Faction4.NightsorrowAssassin	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.Nocturne	FX.Cards.Faction4.GloomChaser	app/sdk/cards/factory/unity/faction4.coffee
Cards.Faction4.Ooz	FX.Cards.Neutral.Gor	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Faction4.Phantasm	FX.Cards.Faction4.DarkSiren	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Faction4.ReaperNineMoons	FX.Cards.Faction4.ReaperNineMoons	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.ShadowBrute	FX.Cards.Neutral.SilhoutteTracer	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Faction4.ShadowSister	FX.Cards.Faction4.ShadowSister	app/sdk/cards/factory/monthly/sisters.coffee
Cards.Faction4.ShadowWatcher	FX.Cards.Faction4.ShadowWatcher	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.SharianShadowdancer	FX.Cards.Faction4.SharianShadowdancer	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.SkullProphet	FX.Cards.Faction4.SkullCaster	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Faction4.SpectralRevenant	FX.Cards.Faction4.SpectralRevenant	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.StygianObserver	FX.Cards.Neutral.DarkNemesis	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.ThirdGeneral	FX.Cards.Faction4.CassyvaSoulreaper	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.VoidTalon	FX.Cards.Neutral.BluetipScorpion	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.VoidTalonBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Faction4.VorpalReaver	FX.Cards.Faction4.VorpalReaver	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.WhistlingHarvester	FX.Cards.Neutral.FrostboneNaga	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Faction4.Wraithling	FX.Cards.Faction4.Wraithling	app/sdk/cards/factory/core/faction4.coffee
Cards.Faction4.Xerroloth	FX.Cards.Faction2.CelestialPhantom	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Faction5.AltGeneral	FX.Cards.Faction5.Starhorn	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Armada	FX.Cards.Neutral.Quahog	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Faction5.Armadops	FX.Cards.Neutral.ThornNeedler	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Faction5.BioHulk	FX.Cards.Neutral.WhistlingBlade	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Faction5.BrundlBeast	FX.Cards.Faction2.CelestialPhantom	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Faction5.BurstLizard	FX.Cards.Neutral.BlisteringSkorn	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Faction5.Dinomancer	FX.Cards.Neutral.Ironclad	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Faction5.Dreadnaught	FX.Cards.Faction5.Dreadnaught	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Faction5.Drogon	FX.Cards.Faction5.EarthWalker	app/sdk/cards/factory/bloodstorm/faction5.coffee
Cards.Faction5.EarthSister	FX.Cards.Faction5.EarthSister	app/sdk/cards/factory/monthly/sisters.coffee
Cards.Faction5.EarthWalker	FX.Cards.Faction5.EarthWalker	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Egg	FX.Cards.Faction5.Egg	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Elucidator	FX.Cards.Faction5.Elucidator	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.ErraticRaptyr	FX.Cards.Neutral.TheHighHand	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Faction5.Firebreather	FX.Cards.Faction5.Firebreather	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Faction5.General	FX.Cards.Faction5.General	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Gibblegup	FX.Cards.Faction5.MiniMagmar	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Gigaloth	FX.Cards.Neutral.WarTalon	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Faction5.GigalothBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Faction5.GrandmasterKraigon	FX.Cards.Neutral.Paddo	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Faction5.Grimrock	FX.Cards.Faction5.Grimrock	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Gro	FX.Cards.Neutral.Gro	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Faction5.HulkBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Faction5.IncreasingDino	FX.Cards.Neutral.VineEntangler	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Faction5.Juggernaut	FX.Cards.Faction5.UnstableLeviathan	app/sdk/cards/factory/unity/faction5.coffee
Cards.Faction5.Kin	FX.Cards.Faction5.Kin	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Faction5.Kolossus	FX.Cards.Faction5.Kolossus	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Kujata	FX.Cards.Faction5.Kujata	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Lavaslasher	FX.Cards.Neutral.Yun	app/sdk/cards/factory/unity/faction5.coffee
Cards.Faction5.MakantorWarbeast	FX.Cards.Faction5.MakantorWarbeast	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Mandrake	FX.Cards.Faction5.Mandrake	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Faction5.Megabrontodon	FX.Cards.Neutral.Khymera	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Faction5.MiniMagmar	FX.Cards.Faction5.MiniMagmar	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.MolokiHuntress	FX.Cards.Faction5.MolokiHuntress	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Faction5.Omniseer	FX.Cards.Faction5.Omniseer	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Faction5.Phalanxar	FX.Cards.Faction5.Phalanxar	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.PrimordialGazer	FX.Cards.Faction5.PrimordialGazer	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Progenitor	FX.Cards.Neutral.Progenitor	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Faction5.Quillbeast	FX.Cards.Neutral.BlisteringSkorn	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Faction5.Ragebinder	FX.Cards.Neutral.BrightmossGolem	app/sdk/cards/factory/unity/faction5.coffee
Cards.Faction5.Rancour	FX.Cards.Faction5.PrimordialGazer	app/sdk/cards/factory/bloodstorm/faction5.coffee
Cards.Faction5.Rex	FX.Cards.Faction5.Rex	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Faction5.Rizen	FX.Cards.Neutral.ThornNeedler	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Faction5.Seismoid	FX.Cards.Neutral.Xho	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Faction5.SilitharElder	FX.Cards.Faction5.SilitharElder	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.SpiritHarvester	FX.Cards.Faction5.SpiritHarvester	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.SpiritOfValknu	FX.Cards.Faction5.SpiritOfValknu	app/sdk/cards/factory/bloodstorm/faction5.coffee
Cards.Faction5.Terradon	FX.Cards.Neutral.VineEntangler	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Faction5.ThirdGeneral	FX.Cards.Faction5.Starhorn	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Thraex	FX.Cards.Neutral.Thraex	app/sdk/cards/factory/bloodstorm/faction5.coffee
Cards.Faction5.ToughDino	FX.Cards.Neutral.RazorcragGolem	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Faction5.UnstableLeviathan	FX.Cards.Faction5.UnstableLeviathan	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.VeteranSilithar	FX.Cards.Faction5.VeteranSilithar	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Vindicator	FX.Cards.Faction5.Vindicator	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction5.Visionar	FX.Cards.Faction5.Dreadnaught	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Faction5.Warpup	FX.Cards.Neutral.KomodoCharger	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Faction5.WildInceptor	FX.Cards.Neutral.Spelljammer	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Faction5.YoungSilithar	FX.Cards.Faction5.YoungSilithar	app/sdk/cards/factory/core/faction5.coffee
Cards.Faction6.AltGeneral	FX.Cards.Faction6.KaraWinterblade	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.AncientGrove	FX.Cards.Faction6.AncientGrove	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.ArcticDisplacer	FX.Cards.Faction6.ArcticDisplacer	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.ArcticRhyno	FX.Cards.Faction6.ArcticRhyno	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.AzureDrake	FX.Cards.Faction6.AzureDrake	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.BlazingSpines	FX.Cards.Faction6.BlazingSpines	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.BonechillBarrier	FX.Cards.Faction6.BonechillBarrier	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.BoreanBear	FX.Cards.Faction6.BoreanBear	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.Bur	FX.Cards.Neutral.Nip	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Faction6.Circulus	FX.Cards.Neutral.KomodoCharger	app/sdk/cards/factory/unity/faction6.coffee
Cards.Faction6.CrystalArbiter	FX.Cards.Neutral.Amu	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Faction6.CrystalCloaker	FX.Cards.Faction6.CrystalCloaker	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.CrystalWisp	FX.Cards.Faction6.CrystalWisp	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.DrakeDowager	FX.Cards.Neutral.DrakeDowager	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Faction6.DraugarEyolith	FX.Cards.Faction6.AncientGrove	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.EchoDeliverant	FX.Cards.Neutral.SwornDefender	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.EyolithBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.FenrirWarmaster	FX.Cards.Faction6.FenrirWarmaster	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.Freeblade	FX.Cards.Faction6.Freeblade	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Faction6.FrostBomb	FX.Cards.Neutral.VineEntangler	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Faction6.FrostbladeFiend	FX.Cards.Neutral.Sojourner	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.Frostiva	FX.Cards.Faction6.WolfAspect	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Faction6.General	FX.Cards.Faction6.General	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.GhostWolf	FX.Cards.Faction6.GhostWolf	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.GrandmasterEmbla	FX.Cards.Faction6.GrandmasterEmbla	app/sdk/cards/factory/bloodstorm/faction6.coffee
Cards.Faction6.GravityWell	FX.Cards.Faction6.GravityWell	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.HearthSister	FX.Cards.Faction6.HearthSister	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.Huldra	FX.Cards.Faction6.Huldra	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Faction6.Hydrogarm	FX.Cards.Neutral.CrimsonOculus	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.IceDrake	FX.Cards.Neutral.IceDrake	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.IceDryad	FX.Cards.Faction6.IceDryad	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Faction6.Icy	FX.Cards.Neutral.Icy	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Faction6.InfiltrateMaster	FX.Cards.Faction5.MolokiHuntress	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.KindredHunter	FX.Cards.Neutral.VoidHunter	app/sdk/cards/factory/unity/faction6.coffee
Cards.Faction6.ManaThief	FX.Cards.Neutral.EXun	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Faction6.MatronElveiti	FX.Cards.Neutral.EXun	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Faction6.MoonlitBasilysk	FX.Cards.Faction2.CelestialPhantom	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Faction6.Myriad	FX.Cards.Faction6.VoiceoftheWind	app/sdk/cards/factory/bloodstorm/faction6.coffee
Cards.Faction6.PrismaticGiant	FX.Cards.Faction6.PrismaticGiant	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.Protosensor	FX.Cards.Neutral.VineEntangler	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.ProtosensorBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.Razorback	FX.Cards.Faction6.Razorback	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.Rootmancer	FX.Cards.Neutral.Amu	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Faction6.SeismicElemental	FX.Cards.Faction6.SeismicElemental	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.ShadowVespyr	FX.Cards.Faction6.WaterBear	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Faction6.Shivers	FX.Cards.Neutral.SpottedDragonlark	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Faction6.SleetDasher	FX.Cards.Faction6.BoreanBear	app/sdk/cards/factory/bloodstorm/faction6.coffee
Cards.Faction6.SnowElemental	FX.Cards.Faction6.SnowElemental	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.SnowRippler	FX.Cards.Faction6.SnowRippler	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Faction6.SnowWinkle	FX.Cards.Neutral.DragoneboneGolem	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Faction6.Snowballer	FX.Cards.Neutral.ZenRui	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Faction6.StunBeast	FX.Cards.Neutral.OwlbeastSage	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Faction6.StunWarlock	FX.Cards.Neutral.AzureHornShaman	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Faction6.SuperFenrir	FX.Cards.Neutral.Shuffler	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Faction6.ThirdGeneral	FX.Cards.Faction6.KaraWinterblade	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.Treant	FX.Cards.Faction6.Treant	app/sdk/cards/factory/core/faction6.coffee
