id	name	attack	hp	cost	faction_id	rarity_id	race_id	is_general	abilities	sprite_resource	sound_resource	fx_resource
Cards.Faction5.Gibblegup	cards.faction_5_unit_ripper_name	3	1	1	Factions.Faction5	Rarity.TokenUnit	null	false	ModifierRebirth|ModifierTranscendance	f5RipperBreathing|f5RipperIdle|f5RipperRun|f5RipperAttack|f5RipperHit|f5RipperDeath	RSX.sfx_screenshake|RSX.sfx_singe2|RSX.sfx_neutral_primordialgazer_attack_swing|RSX.sfx_neutral_serpenti_hit|RSX.sfx_f5_vindicator_attack_impact|RSX.sfx_f5_vindicator_death	FX.Cards.Faction5.MiniMagmar
Cards.Faction6.General	cards.faction_6_unit_faie_name	2	25	0	Factions.Faction6	null	null	true	null	f6GeneralBreathing|f6GeneralIdle|f6GeneralRun|f6GeneralAttack|f6GeneralDamage|f6GeneralDeath|f6GeneralCastStart|f6GeneralCastEnd|f6GeneralCastLoop|f6GeneralCast	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_neutral_valehunter_attack_swing|RSX.sfx_neutral_gambitgirl_hit|RSX.sfx_neutral_gambitgirl_attack_impact|RSX.sfx_neutral_gambitgirl_death	FX.Cards.Faction6.General
Cards.Faction6.AltGeneral	cards.faction_6_unit_kara_name	2	25	0	Factions.Faction6	null	null	true	null	f6AltGeneralBreathing|f6AltGeneralIdle|f6AltGeneralRun|f6AltGeneralAttack|f6AltGeneralHit|f6AltGeneralDeath|f6AltGeneralCastStart|f6AltGeneralCastEnd|f6AltGeneralCastLoop|f6AltGeneralCast	RSX.sfx_unit_deploy|RSX.sfx_unit_run_charge_4|RSX.sfx_neutral_sunelemental_attack_swing|RSX.sfx_neutral_sunelemental_hit|RSX.sfx_neutral_sunelemental_impact|RSX.sfx_neutral_gambitgirl_death	FX.Cards.Faction6.KaraWinterblade
Cards.Faction6.ThirdGeneral	cards.faction_6_unit_ilena_name	2	25	0	Factions.Faction6	null	null	true	ModifierStun	f6ThirdGeneralBreathing|f6ThirdGeneralIdle|f6ThirdGeneralRun|f6ThirdGeneralAttack|f6ThirdGeneralHit|f6ThirdGeneralDeath|f6ThirdGeneralCastStart|f6ThirdGeneralCastEnd|f6ThirdGeneralCastLoop|f6ThirdGeneralCast	RSX.sfx_unit_deploy|RSX.sfx_unit_run_charge_4|RSX.sfx_neutral_sunelemental_attack_swing|RSX.sfx_neutral_sunelemental_hit|RSX.sfx_neutral_ladylocke_attack_swing|RSX.sfx_neutral_gambitgirl_death	FX.Cards.Faction6.KaraWinterblade
Cards.Faction6.FenrirWarmaster	cards.faction_6_unit_fenrir_warmaster_name	3	2	3	Factions.Faction6	Rarity.Fixed	null	false	ModifierDyingWishSpawnEntity	f6FenrirWarmasterBreathing|f6FenrirWarmasterIdle|f6FenrirWarmasterRun|f6FenrirWarmasterAttack|f6FenrirWarmasterDamage|f6FenrirWarmasterDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_f6_fenrirwarmaster_attack_swing|RSX.sfx_f6_fenrirwarmaster_hit|RSX.sfx_f6_fenrirwarmaster_attack_impact|RSX.sfx_f6_fenrirwarmaster_death	FX.Cards.Faction6.FenrirWarmaster
Cards.Faction6.GhostWolf	cards.faction_6_unit_ghost_wolf_name	3	2	2	Factions.Faction6	Rarity.TokenUnit	null	false	ModifierToken	f6GhostwolfBreathing|f6GhostwolfIdle|f6GhostwolfRun|f6GhostwolfAttack|f6GhostwolfDamage|f6GhostwolfDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_f6_ghostwolf_attack_swing|RSX.sfx_f6_ghostwolf_hit|RSX.sfx_f6_ghostwolf_attack_impact|RSX.sfx_f6_ghostwolf_death	FX.Cards.Faction6.GhostWolf
Cards.Faction6.CrystalCloaker	cards.faction_6_unit_crystal_cloaker_name	2	3	2	Factions.Faction6	Rarity.Fixed	Races.Vespyr	false	ModifierInfiltrate	f6CrystalBeetleBreathing|f6CrystalBeetleIdle|f6CrystalBeetleRun|f6CrystalBeetleAttack|f6CrystalBeetleDamage|f6CrystalBeetleDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_f6_icebeetle_attack_swing|RSX.sfx_f6_icebeetle_hit|RSX.sfx_f6_icebeetle_attack_impact|RSX.sfx_f6_icebeetle_death	FX.Cards.Faction6.CrystalCloaker
Cards.Faction6.ArcticDisplacer	cards.faction_6_unit_arctic_displacer_name	10	4	5	Factions.Faction6	Rarity.Fixed	Races.Vespyr	false	ModifierAirdrop	f6SnowWyvernBreathing|f6SnowWyvernIdle|f6SnowWyvernRun|f6SnowWyvernAttack|f6SnowWyvernDamage|f6SnowWyvernDeath	RSX.sfx_spell_amplification|RSX.sfx_neutral_arakiheadhunter_hit|RSX.sfx_f6_frostwyvern_attack_swing|RSX.sfx_f6_frostwyvern_hit|RSX.sfx_f6_frostwyvern_attack_impact|RSX.sfx_f6_frostwyvern_death	FX.Cards.Faction6.ArcticDisplacer
Cards.Faction6.ArcticRhyno	cards.faction_6_unit_frosthorn_rhyno_name	6	5	5	Factions.Faction6	Rarity.Epic	null	false	ModifierInfiltrate	f6ArcticRhynoBreathing|f6ArcticRhynoIdle|f6ArcticRhynoRun|f6ArcticRhynoAttack|f6ArcticRhynoDamage|f6ArcticRhynoDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_neutral_arakiheadhunter_hit|RSX.sfx_neutral_grimrock_attack_swing|RSX.sfx_neutral_grimrock_hit|RSX.sfx_neutral_grimrock_attack_impact|RSX.sfx_neutral_grimrock_death	FX.Cards.Faction6.ArcticRhyno
Cards.Faction6.PrismaticGiant	cards.faction_6_unit_draugar_lord_name	4	8	6	Factions.Faction6	Rarity.Epic	Races.Vespyr	false	ModifierDyingWishSpawnEntity	f6DraugarLordBreathing|f6DraugarLordIdle|f6DraugarLordRun|f6DraugarLordAttack|f6DraugarLordDamage|f6DraugarLordDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_unit_physical_4|RSX.sfx_f6_draugarlord_attack_swing|RSX.sfx_f6_draugarlord_hit|RSX.sfx_f6_draugarlord_attack_impact|RSX.sfx_f6_draugarlord_death	FX.Cards.Faction6.PrismaticGiant
Cards.Faction6.IceDrake	cards.faction_6_unit_ice_drake_name	4	8	4	Factions.Faction6	Rarity.TokenUnit	null	false	ModifierToken	f6FrostdrakeBreathing|f6FrostdrakeIdle|f6FrostdrakeRun|f6FrostdrakeAttack|f6FrostdrakeDamage|f6FrostdrakeDeath	RSX.sfx_spell_amplification|RSX.sfx_unit_run_magical_4|RSX.sfx_neutral_earthwalker_attack_swing|RSX.sfx_neutral_earthwalker_hit|RSX.sfx_neutral_earthwalker_attack_impact|RSX.sfx_neutral_earthwalker_death	FX.Cards.Neutral.IceDrake
Cards.Faction6.WyrBeast	cards.faction_6_unit_snow_chaser_name	2	1	1	Factions.Faction6	Rarity.Rare	Races.Vespyr	false	ModifierInfiltrate	f6SnowchaserBreathing|f6SnowchaserIdle|f6SnowchaserRun|f6SnowchaserAttack|f6SnowchaserDamage|f6SnowchaserDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_neutral_artifacthunter_attack_swing|RSX.sfx_neutral_artifacthunter_hit|RSX.sfx_neutral_artifacthunter_attack_impact|RSX.sfx_neutral_artifacthunter_death	FX.Cards.Faction6.WyrBeast
Cards.Faction6.WolfRaven	cards.faction_6_unit_wolfraven_name	1	4	3	Factions.Faction6	Rarity.Common	null	false	ModifierFlying|ModifierInfiltrate	f6WolfravenBreathing|f6WolfravenIdle|f6WolfravenRun|f6WolfravenAttack|f6WolfravenDamage|f6WolfravenDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_neutral_dragonlark_attack_swing|RSX.sfx_neutral_dragonlark_hit|RSX.sfx_neutral_dragonlark_attack_impact|RSX.sfx_neutral_dragonlark_death	FX.Cards.Faction6.WolfRaven
Cards.Faction6.BoreanBear	cards.faction_6_unit_borean_bear_name	1	3	2	Factions.Faction6	Rarity.Common	Races.Vespyr	false	ModifierSummonWatchByRaceBuffSelf	f6WaterBearBreathing|f6WaterBearIdle|f6WaterBearRun|f6WaterBearAttack|f6WaterBearDamage|f6WaterBearDeath	RSX.sfx_spell_amplification|RSX.sfx_neutral_arakiheadhunter_hit|RSX.sfx_f6_boreanbear_attack_swing|RSX.sfx_f6_boreanbear_hit|RSX.sfx_f6_boreanbear_attack_impact|RSX.sfx_f6_boreanbear_death	FX.Cards.Faction6.BoreanBear
Cards.Faction6.HearthSister	cards.faction_6_unit_hearth_sister_name	3	2	2	Factions.Faction6	Rarity.Common	null	false	ModifierOpeningGambit	f6JusticeBreathing|f6JusticeIdle|f6JusticeRun|f6JusticeAttack|f6JusticeDamage|f6JusticeDeath	RSX.sfx_spell_amplification|RSX.sfx_unit_run_magical_3|RSX.sfx_neutral_sunseer_attack_swing|RSX.sfx_neutral_sunseer_hit|RSX.sfx_neutral_sunseer_attack_impact|RSX.sfx_neutral_sunseer_death	FX.Cards.Faction6.HearthSister
Cards.Faction6.Razorback	cards.faction_6_unit_razorback_name	4	3	4	Factions.Faction6	Rarity.Rare	null	false	ModifierOpeningGambitApplyModifiers	f6SentinelBreathing|f6SentinelIdle|f6SentinelRun|f6SentinelAttack|f6SentinelDamage|f6SentinelDeath	RSX.sfx_spell_amplification|RSX.sfx_neutral_arakiheadhunter_hit|RSX.sfx_neutral_hailstonehowler_attack_swing|RSX.sfx_neutral_hailstonehowler_hit|RSX.sfx_neutral_hailstonehowler_attack_impact|RSX.sfx_neutral_hailstonehowler_death	FX.Cards.Faction6.Razorback
Cards.Faction6.AncientGrove	cards.faction_6_unit_ancient_grove_name	7	7	7	Factions.Faction6	Rarity.Legendary	Races.Vespyr	false	ModifierProvoke|ModifierOpeningGambitApplyModifiers|ModifierDyingWishSpawnEntity	f6TreantBreathing|f6TreantIdle|f6TreantRun|f6TreantAttack|f6TreantDamage|f6TreantDeath	RSX.sfx_summonlegendary|RSX.sfx_unit_physical_4|RSX.sfx_f6_ancientgrove_attack_swing|RSX.sfx_f6_ancientgrove_hit|RSX.sfx_f6_ancientgrove_attack_impact|RSX.sfx_f6_ancientgrove_death	FX.Cards.Faction6.AncientGrove
Cards.Faction6.Treant	cards.faction_6_unit_treant_name	1	1	1	Factions.Faction6	Rarity.TokenUnit	null	false	ModifierProvoke	f6MiniTreantBreathing|f6MiniTreantIdle|f6MiniTreantRun|f6MiniTreantAttack|f6MiniTreantDamage|f6MiniTreantDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_neutral_grimrock_attack_swing|RSX.sfx_neutral_grimrock_hit|RSX.sfx_neutral_grimrock_attack_impact|RSX.sfx_f6_ancientgrove_death	FX.Cards.Faction6.Treant
Cards.Faction6.VoiceoftheWind	cards.faction_6_unit_voice_of_the_wind_name	4	4	4	Factions.Faction6	Rarity.Legendary	null	false	ModifierSummonWatchFromActionBarSpawnEntity	f6VoiceoftheWindBreathing|f6VoiceoftheWindIdle|f6VoiceoftheWindRun|f6VoiceoftheWindAttack|f6VoiceoftheWindDamage|f6VoiceoftheWindDeath	RSX.sfx_summonlegendary|RSX.sfx_unit_run_magical_4|RSX.sfx_f6_voiceofthewind_attack_swing|RSX.sfx_f6_voiceofthewind_attack_impact|RSX.sfx_f6_voiceofthewind_hit|RSX.sfx_f6_voiceofthewind_death	FX.Cards.Faction6.VoiceoftheWind
Cards.Faction6.WaterBear	cards.faction_6_unit_winter_maerid_name	2	2	1	Factions.Faction6	Rarity.TokenUnit	Races.Vespyr	false	ModifierToken	f6WaterElementalBreathing|f6WaterElementalIdle|f6WaterElementalRun|f6WaterElementalAttack|f6WaterElementalDamage|f6WaterElementalDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_f6_waterelemental_attack_swing|RSX.sfx_f6_waterelemental_hit|RSX.sfx_f6_waterelemental_attack_impact|RSX.sfx_f6_waterelemental_death	FX.Cards.Faction6.WaterBear
Cards.Faction6.SnowElemental	cards.faction_6_unit_glacial_elemental_name	2	3	3	Factions.Faction6	Rarity.Rare	Races.Vespyr	false	ModifierSummonWatchByRaceDamageEnemyMinion	f6SnowElementalBreathing|f6SnowElementalIdle|f6SnowElementalRun|f6SnowElementalAttack|f6SnowElementalDamage|f6SnowElementalDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_f6_snowelemental_attack_swing|RSX.sfx_f6_snowelemental_attack_impact|RSX.sfx_f6_snowelemental_hit|RSX.sfx_f6_snowelemental_death	FX.Cards.Faction6.SnowElemental
Cards.Faction6.WolfAspect	cards.faction_6_unit_fox_ravager_name	3	3	2	Factions.Faction6	Rarity.TokenUnit	null	false	ModifierToken	f6RavagerBreathing|f6RavagerIdle|f6RavagerRun|f6RavagerAttack|f6RavagerDamage|f6RavagerDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_f6_ghostwolf_attack_swing|RSX.sfx_f6_ghostwolf_hit|RSX.sfx_f6_ghostwolf_attack_impact|RSX.sfx_f6_ghostwolf_death	FX.Cards.Faction6.WolfAspect
Cards.Faction6.AzureDrake	cards.faction_6_unit_whyte_drake_name	4	4	4	Factions.Faction6	Rarity.TokenUnit	null	false	ModifierFlying	f6WhiteWyvernBreathing|f6WhiteWyvernIdle|f6WhiteWyvernRun|f6WhiteWyvernAttack|f6WhiteWyvernDamage|f6WhiteWyvernDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_neutral_grimrock_attack_swing|RSX.sfx_neutral_earthwalker_hit|RSX.sfx_neutral_earthwalker_attack_impact|RSX.sfx_neutral_serpenti_death	FX.Cards.Faction6.AzureDrake
Cards.Faction6.SeismicElemental	cards.faction_6_unit_seismic_elemental_name	5	5	4	Factions.Faction6	Rarity.TokenUnit	null	false	ModifierToken	f6SeismicElementalBreathing|f6SeismicElementalIdle|f6SeismicElementalRun|f6SeismicElementalAttack|f6SeismicElementalDamage|f6SeismicElementalDeath	RSX.sfx_spell_amplification|RSX.sfx_singe2|RSX.sfx_f6_seismicelemental_attack_swing|RSX.sfx_f6_seismicelemental_hit|RSX.sfx_f6_seismicelemental_attack_impact|RSX.sfx_f6_seismicelemental_death	FX.Cards.Faction6.SeismicElemental
Cards.Faction6.GravityWell	cards.faction_6_unit_gravity_well_name	0	1	1	Factions.Faction6	Rarity.TokenUnit	null	false	ModifierWall|ModifierProvoke	f6GravityWellBreathing|f6GravityWellIdle|f6GravityWellIdle|f6GravityWellDamage|f6GravityWellDamage|f6GravityWellDeath	RSX.sfx_spell_icepillar|RSX.sfx_singe2|RSX.sfx_neutral_golembloodshard_attack_swing|RSX.sfx_neutral_golembloodshard_hit|RSX.sfx_neutral_golembloodshard_attack_impact|RSX.sfx_neutral_golembloodshard_death	FX.Cards.Faction6.GravityWell
Cards.Faction6.BlazingSpines	cards.faction_6_unit_blazing_spines_name	3	3	1	Factions.Faction6	Rarity.TokenUnit	null	false	ModifierWall	f6BlazingSpinesBreathing|f6BlazingSpinesIdle|f6BlazingSpinesIdle|f6BlazingSpinesAttack|f6BlazingSpinesDamage|f6BlazingSpinesDeath	RSX.sfx_f6_ancientgrove_attack_impact|RSX.sfx_singe2|RSX.sfx_f6_draugarlord_attack_swing|RSX.sfx_f6_draugarlord_hit|RSX.sfx_f6_draugarlord_attack_impact|RSX.sfx_neutral_golembloodshard_death	FX.Cards.Faction6.BlazingSpines
Cards.Faction6.BonechillBarrier	cards.faction_6_unit_bonechill_barrier_name	0	2	1	Factions.Faction6	Rarity.TokenUnit	Races.Vespyr	false	ModifierWall|ModifierStunWhenAttacked	f6BonechillBarrierBreathing|f6BonechillBarrierIdle|f6BonechillBarrierIdle|f6BonechillBarrierAttack|f6BonechillBarrierDamage|f6BonechillBarrierDeath	RSX.sfx_f6_ancientgrove_attack_impact|RSX.sfx_singe2|RSX.sfx_neutral_golembloodshard_attack_swing|RSX.sfx_neutral_golembloodshard_hit|RSX.sfx_neutral_golembloodshard_attack_impact|RSX.sfx_neutral_golembloodshard_death	FX.Cards.Faction6.BonechillBarrier
Cards.Faction6.CrystalWisp	cards.faction_6_unit_crystal_wisp_name	1	1	2	Factions.Faction6	Rarity.Common	null	false	ModifierDyingWishBonusManaCrystal	neutralCrystalWispBreathing|neutralCrystalWispIdle|neutralCrystalWispRun|neutralCrystalWispAttack|neutralCrystalWispHit|neutralCrystalWispDeath	RSX.sfx_unit_deploy|RSX.sfx_unit_run_magical_4|RSX.sfx_f6_voiceofthewind_death|RSX.sfx_neutral_shieldoracle_hit|RSX.sfx_neutral_shieldoracle_attack_impact|RSX.sfx_neutral_shieldoracle_death	FX.Cards.Faction6.CrystalWisp
Cards.Neutral.FireSpitter	cards.neutral_fire_spitter_name	3	2	4	Factions.Neutral	Rarity.Fixed	null	false	ModifierRanged	neutralMercGrenadierBreathing|neutralMercGrenadierIdle|neutralMercGrenadierRun|neutralMercGrenadierAttack|neutralMercGrenadierHit|neutralMercGrenadierDeath	RSX.sfx_unit_deploy_1|RSX.sfx_singe2|RSX.sfx_neutral_firespitter_attack_swing|RSX.sfx_neutral_firespitter_hit|RSX.sfx_neutral_firespitter_attack_impact|RSX.sfx_neutral_firespitter_death	FX.Cards.Neutral.FireSpitter
Cards.Neutral.KomodoCharger	cards.neutral_komodo_charger_name	1	3	1	Factions.Neutral	Rarity.Fixed	null	false	null	neutralBeastCavernBreathing|neutralBeastCavernIdle|neutralBeastCavernRun|neutralBeastCavernAttack|neutralBeastCavernHit|neutralBeastCavernDeath	RSX.sfx_unit_deploy_2|RSX.sfx_singe2|RSX.sfx_neutral_komodocharger_attack_swing|RSX.sfx_neutral_komodocharger_hit|RSX.sfx_neutral_komodocharger_attack_impact|RSX.sfx_neutral_komodocharger_death	FX.Cards.Neutral.KomodoCharger
Cards.Neutral.PlanarScout	cards.neutral_planar_scout_name	2	1	1	Factions.Neutral	Rarity.Fixed	null	false	ModifierAirdrop	neutralPhaseHoundBreathing|neutralPhaseHoundIdle|neutralPhaseHoundRun|neutralPhaseHoundAttack|neutralPhaseHoundHit|neutralPhaseHoundDeath	RSX.sfx_unit_deploy_3|RSX.sfx_singe2|RSX.sfx_neutral_beastphasehound_attack_swing|RSX.sfx_neutral_beastphasehound_hit|RSX.sfx_neutral_beastphasehound_attack_impact|RSX.sfx_neutral_beastphasehound_death	FX.Cards.Neutral.PlanarScout
Cards.Neutral.EphemeralShroud	cards.neutral_ephemeral_shroud_name	1	1	2	Factions.Neutral	Rarity.Fixed	null	false	ModifierOpeningGambit	neutralDreamOracleBreathing|neutralDreamOracleIdle|neutralDreamOracleRun|neutralDreamOracleAttack|neutralDreamOracleHit|neutralDreamOracleDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_neutral_monsterdreamoracle_attack_swing|RSX.sfx_neutral_monsterdreamoracle_hit|RSX.sfx_neutral_monsterdreamoracle_attack_impact|RSX.sfx_neutral_monsterdreamoracle_death	FX.Cards.Neutral.EphemeralShroud
Cards.Neutral.ValeHunter	cards.neutral_vale_hunter_name	1	2	2	Factions.Neutral	Rarity.Fixed	null	false	ModifierRanged	neutralTribalRanged1Breathing|neutralTribalRanged1Idle|neutralTribalRanged1Run|neutralTribalRanged1Attack|neutralTribalRanged1Hit|neutralTribalRanged1Death	RSX.sfx_unit_deploy_1|RSX.sfx_singe2|RSX.sfx_neutral_valehunter_attack_swing|RSX.sfx_neutral_valehunter_hit|RSX.sfx_neutral_valehunter_attack_impact|RSX.sfx_neutral_valehunter_death	FX.Cards.Neutral.ValeHunter
Cards.Neutral.SunSeer	cards.neutral_sun_seer_name	2	4	3	Factions.Neutral	Rarity.Common	Races.Arcanyst	false	ModifierDealDamageWatchHealMyGeneral	neutralSunseerBreathing|neutralSunseerIdle|neutralSunseerRun|neutralSunseerAttack|neutralSunseerHit|neutralSunseerDeath	RSX.sfx_unit_deploy_2|RSX.sfx_unit_run_magical_4|RSX.sfx_neutral_sunseer_attack_swing|RSX.sfx_neutral_sunseer_hit|RSX.sfx_neutral_sunseer_attack_impact|RSX.sfx_neutral_sunseer_death	FX.Cards.Neutral.SunSeer
Cards.Neutral.Manaforger	cards.neutral_manaforger_name	1	3	2	Factions.Neutral	Rarity.Rare	Races.Arcanyst	false	ModifierCardControlledPlayerModifiers	neutralArtifactHunterBreathing|neutralArtifactHunterIdle|neutralArtifactHunterRun|neutralArtifactHunterAttack|neutralArtifactHunterHit|neutralArtifactHunterDeath	RSX.sfx_unit_deploy_3|RSX.sfx_singe2|RSX.sfx_neutral_artifacthunter_attack_swing|RSX.sfx_neutral_artifacthunter_hit|RSX.sfx_neutral_artifacthunter_attack_impact|RSX.sfx_neutral_artifacthunter_death	FX.Cards.Neutral.Manaforger
Cards.Neutral.PrismaticIllusionist	cards.neutral_prismatic_illusionist_name	2	3	3	Factions.Neutral	Rarity.Rare	Races.Arcanyst	false	ModifierSpellWatchSpawnEntity	neutralPrismaticiIlusionistBreathing|neutralPrismaticiIlusionistIdle|neutralPrismaticiIlusionistRun|neutralPrismaticiIlusionistAttack|neutralPrismaticiIlusionistHit|neutralPrismaticiIlusionistDeath	RSX.sfx_unit_deploy_1|RSX.sfx_unit_run_magical_3|RSX.sfx_f3_dunecaster_attack_swing|RSX.sfx_f3_dunecaster_hit|RSX.sfx_f3_dunecaster_impact|RSX.sfx_f3_dunecaster_death	FX.Cards.Neutral.PrismaticIllusionist
Cards.Neutral.ArcaneIllusion	cards.neutral_illusion_name	2	1	1	Factions.Neutral	Rarity.TokenUnit	Races.Arcanyst	false	ModifierToken	neutralIllusionBreathing|neutralIllusionIdle|neutralIllusionRun|neutralIllusionAttack|neutralIllusionHit|neutralIllusionDeath	RSX.sfx_unit_deploy_3|RSX.sfx_unit_run_magical_4|RSX.sfx_f3_dunecaster_attack_swing|RSX.sfx_f3_dunecaster_hit|RSX.sfx_f3_dunecaster_impact|RSX.sfx_f3_dunecaster_death	FX.Cards.Neutral.ArcaneIllusion
Cards.Neutral.AlcuinLoremaster	cards.neutral_alucin_loremaster_name	3	1	3	Factions.Neutral	Rarity.Epic	Races.Arcanyst	false	ModifierOpeningGambitRetrieveMostRecentSpell	neutralSightlessFarseerBreathing|neutralSightlessFarseerIdle|neutralSightlessFarseerRun|neutralSightlessFarseerAttack|neutralSightlessFarseerHit|neutralSightlessFarseerDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_unit_run_magical_3|RSX.sfx_neutral_alcuinloremaster_attack_swing|RSX.sfx_neutral_alcuinloremaster_hit|RSX.sfx_neutral_alcuinloremaster_attack_impact|RSX.sfx_neutral_alcuinloremaster_death	FX.Cards.Neutral.AlcuinLoremaster
Cards.Neutral.OwlbeastSage	cards.neutral_owlbeast_sage_name	4	4	4	Factions.Neutral	Rarity.Rare	Races.Arcanyst	false	ModifierSpellWatchBuffAlliesByRace	neutralOwlbeastMageBreathing|neutralOwlbeastMageIdle|neutralOwlbeastMageRun|neutralOwlbeastMageAttack|neutralOwlbeastMageHit|neutralOwlbeastMageDeath	RSX.sfx_unit_deploy_1|RSX.sfx_singe2|RSX.sfx_neutral_arcanelimiter_attack_impact|RSX.sfx_f4_engulfingshadow_attack_impact|RSX.sfx_f4_engulfingshadow_hit|RSX.sfx_f4_engulfingshadow_death	FX.Cards.Neutral.OwlbeastSage
Cards.Neutral.Lightbender	cards.neutral_lightbender_name	3	3	4	Factions.Neutral	Rarity.Rare	Races.Arcanyst	false	ModifierOpeningGambitDispel	neutralArcaneLimiterBreathing|neutralArcaneLimiterIdle|neutralArcaneLimiterRun|neutralArcaneLimiterAttack|neutralArcaneLimiterHit|neutralArcaneLimiterDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_neutral_arcanelimiter_attack_swing|RSX.sfx_neutral_arcanelimiter_hit|RSX.sfx_neutral_arcanelimiter_attack_impact|RSX.sfx_neutral_arcanelimiter_death	FX.Cards.Neutral.Lightbender
Cards.Neutral.RogueWarden	cards.neutral_rogue_warden_name	4	3	5	Factions.Neutral	Rarity.Common	null	false	ModifierRanged	f1RangedBreathing|f1RangedIdle|f1RangedRun|f1RangedAttack|f1RangedDamage|f1RangedDeath	RSX.sfx_unit_deploy_1|RSX.sfx_singe2|RSX.sfx_f1_sunriser_attack_swing|RSX.sfx_neutral_gambitgirl_hit|RSX.sfx_neutral_swornavenger_attack_impact|RSX.sfx_f6_icedryad_death	FX.Cards.Neutral.RogueWarden
Cards.Neutral.VineEntangler	cards.neutral_swamp_entangler_name	0	3	1	Factions.Neutral	Rarity.Common	null	false	ModifierProvoke	neutralBeastSwampBreathing|neutralBeastSwampIdle|neutralBeastSwampRun|neutralBeastSwampAttack|neutralBeastSwampHit|neutralBeastSwampDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_neutral_komodocharger_attack_swing|RSX.sfx_f6_ancientgrove_hit|RSX.sfx_f6_ancientgrove_attack_impact|RSX.sfx_f6_ancientgrove_death	FX.Cards.Neutral.VineEntangler
Cards.Neutral.RockPulverizer	cards.neutral_rock_pulverizer_name	1	4	2	Factions.Neutral	Rarity.Fixed	null	false	ModifierProvoke	neutralExplodingDemonBreathing|neutralExplodingDemonIdle|neutralExplodingDemonRun|neutralExplodingDemonAttack|neutralExplodingDemonHit|neutralExplodingDemonDeath	RSX.sfx_unit_deploy_1|RSX.sfx_singe2|RSX.sfx_neutral_rockpulverizer_attack_swing|RSX.sfx_neutral_rockpulverizer_hit|RSX.sfx_neutral_rockpulverizer_attack_impact|RSX.sfx_neutral_rockpulverizer_death	FX.Cards.Neutral.RockPulverizer
Cards.Neutral.WindStopper	cards.neutral_wind_stopper_name	1	7	3	Factions.Neutral	Rarity.Common	null	false	ModifierRangedProvoke	neutralShieldOracleBreathing|neutralShieldOracleIdle|neutralShieldOracleRun|neutralShieldOracleAttack|neutralShieldOracleHit|neutralShieldOracleDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_neutral_shieldoracle_attack_swing|RSX.sfx_neutral_shieldoracle_hit|RSX.sfx_neutral_shieldoracle_attack_impact|RSX.sfx_neutral_shieldoracle_death	FX.Cards.Neutral.WindStopper
Cards.Neutral.PrimusShieldmaster	cards.neutral_primus_shieldmaster_name	3	6	4	Factions.Neutral	Rarity.Fixed	null	false	ModifierProvoke	neutralPrimusShieldmasterBreathing|neutralPrimusShieldmasterIdle|neutralPrimusShieldmasterRun|neutralPrimusShieldmasterAttack|neutralPrimusShieldmasterHit|neutralPrimusShieldmasterDeath	RSX.sfx_unit_deploy_3|RSX.sfx_singe2|RSX.sfx_neutral_sunseer_attack_swing|RSX.sfx_neutral_sunseer_hit|RSX.sfx_neutral_sunseer_attack_impact|RSX.sfx_neutral_sunseer_death	FX.Cards.Neutral.PrimusShieldmaster
Cards.Neutral.HailstoneHowler	cards.neutral_fireblazer_name	5	5	5	Factions.Neutral	Rarity.Common	null	false	ModifierProvoke	neutralDarkHarbingerBreathing|neutralDarkHarbingerIdle|neutralDarkHarbingerRun|neutralDarkHarbingerAttack|neutralDarkHarbingerHit|neutralDarkHarbingerDeath	RSX.sfx_unit_deploy_3|RSX.sfx_singe2|RSX.sfx_neutral_hailstonehowler_attack_swing|RSX.sfx_neutral_hailstonehowler_hit|RSX.sfx_neutral_hailstonehowler_attack_impact|RSX.sfx_neutral_hailstonehowler_death	FX.Cards.Neutral.Fireblazer
