namespace	key	value_en	has_params
cards	faction_2_spell_spiral_technique_name	Spiral Technique	false
cards	faction_2_spell_spiral_technique_description	Deal 8 damage to anything.	false
cards	faction_2_spell_mana_vortex_name	Mana Vortex	false
cards	faction_2_spell_mana_vortex_description	The next spell you cast this turn costs 1 less.	false
cards	faction_2_spell_inner_focus_name	Inner Focus	false
cards	faction_2_spell_inner_focus_description	Reactivate an exhausted friendly minion with 3 or less Attack.	false
cards	faction_2_spell_onyx_bear_seal_name	Onyx Bear Seal	false
cards	faction_2_spell_onyx_bear_seal_description	Transform an enemy minion into a 0/2 Panddo that cannot be attacked.	false
cards	faction_2_spell_ghost_lightning_name	Ghost Lightning	false
cards	faction_2_spell_ghost_lightning_description	Deal 1 damage to all enemy minions.	false
cards	faction_2_spell_deathstrike_seal_name	Deathstrike Seal	false
cards	faction_2_spell_deathstrike_seal_description	Give a friendly minion, "Destroy any minion damaged by this minion."	false
cards	faction_2_spell_ancestral_divination_name	Ancestral Divination	false
cards	faction_2_spell_ancestral_divination_description	Draw a card for each friendly minion.	false
cards	faction_2_spell_juxtaposition_name	Juxtaposition	false
cards	faction_2_spell_juxtaposition_description	Switch positions between ANY two minions.	false
cards	faction_2_spell_artifact_defiler_name	Artifact Defiler	false
cards	faction_2_spell_artifact_defiler_description	Destroy all artifacts on the enemy General.	false
cards	faction_2_spell_heavens_eclipse_name	Heaven's Eclipse	false
cards	faction_2_spell_heavens_eclipse_description	Draw 3 spell cards from your deck.	false
cards	faction_2_spell_mist_walking_name	Mist Walking	false
cards	faction_2_spell_mist_walking_description	Teleport your General up to 2 spaces.	false
cards	faction_2_spell_killing_edge_name	Killing Edge	false
cards	faction_2_spell_killing_edge_description	Give a friendly minion +4/+2. If that minion has Backstab, draw a card at end of turn.	false
cards	faction_2_spell_crimson_coil_name	Crimson Coil	false
cards	faction_2_spell_crimson_coil_description	Deal 2 damage to a minion. Activate your Battle Pets.	false
cards	faction_2_spell_shadow_waltz_name	Shadow Waltz	false
cards	faction_2_spell_shadow_waltz_description	Lower the cost of all minions with Backstab in your action bar by 1 and give them +1/+1.	false
cards	faction_2_spell_pandamonium_name	Pandamonium	false
cards	faction_2_spell_pandamonium_description	Transform ALL minions into 0/2 Panddo that cannot be attacked until end of turn.	false
cards	faction_2_spell_mirror_meld_name	Mirror Meld	false
cards	faction_2_spell_mirror_meld_description	Summon a copy of a friendly minion that costs 2 or less nearby.	false
cards	faction_2_spell_koan_of_horns_name	Koan of Horns	false
cards	faction_2_spell_koan_of_horns_description	Transform all minions in your action bar and deck into 0-cost Gore Horns. Draw 3 cards.	false
cards	faction_2_spell_ethereal_blades_name	Ethereal Blades	false
cards	faction_2_spell_ethereal_blades_desc	Give a friendly minion AND your General +2 Attack this turn.	false
cards	faction_2_spell_obscuring_blow_name	Obscuring Blow	false
cards	faction_2_spell_obscuring_blow_desc	Give a friendly minion or General Backstab (2).	false
cards	faction_2_spell_cobra_strike_name	Cobra Strike	false
cards	faction_2_spell_cobra_strike_desc	Deal 3 damage to an enemy minion AND the enemy General.	false
cards	faction_2_spell_joseki_name	Joseki	false
cards	faction_2_spell_joseki_desc	Each player steals a random card from their opponent's deck.	false
cards	faction_2_spell_gotatsu_name	Gotatsu	false
cards	faction_2_spell_gotatsu_desc	Deal 1 damage to a minion. Draw a card at end of turn.	false
cards	faction_2_spell_flicker_name	Flicker	false
cards	faction_2_spell_flicker_desc	Teleport your General to a space behind an enemy.	false
cards	faction_2_spell_twilight_reiki_name	Twilight Reiki	false
cards	faction_2_spell_twilight_reiki_desc	Put 3 random Songhai minions into your action bar. They cost 1 less.	false
cards	faction_2_spell_firestorm_mantra_name	Firestorm Mantra	false
cards	faction_2_spell_firestorm_mantra_desc	Steal Health from the enemy General equal to twice the number of spells cast this turn.	false
cards	faction_2_spell_spiral_counter_name	Spiral Counter	false
cards	faction_2_spell_spiral_counter_desc	Deal 8 damage to an enemy minion that attacked last turn.	false
cards	faction_2_spell_bombard_name	Bombard	false
cards	faction_2_spell_bombard_desc	Reactivate your minions with Ranged.	false
cards	faction_2_spell_petal_flurry_name	Petal Flurry	false
cards	faction_2_spell_petal_flurry_desc	Put a Spellsword into your action bar that cannot be replaced.	false
cards	faction_2_spell_murasame_name	Murasame	false
cards	faction_2_spell_murasame_desc	Draw a card at end of turn.	false
cards	faction_2_spell_kiyomori_name	Kiyomori	false
cards	faction_2_spell_kiyomori_desc	Your General may move an additional space this turn.	false
cards	faction_2_spell_tanahashi_name	Tanahashi	false
cards	faction_2_spell_tanahashi_desc	Teleport an enemy minion 1 space.	false
cards	faction_2_spell_kotetsu_name	Kotetsu	false
cards	faction_2_spell_kotetsu_desc	Give a friendly minion or General Backstab (2) this turn.	false
cards	faction_2_spell_thunderbomb_name	Thunderbomb	false
cards	faction_2_spell_thunderbomb_desc	Deal 3 damage to an enemy and 1 damage to all enemies around it.	false
cards	faction_2_spell_assassination_protocol_name	Assassination Protocol	false
cards	faction_2_spell_assassination_protocol_desc	Reactivate an exhausted friendly minion. It cannot damage or attack Generals this turn.	false
cards	faction_2_spell_mass_flight_name	Mass Flight	false
cards	faction_2_spell_mass_flight_desc	Give all friendly minions Flying this turn.	false
cards	faction_2_spell_substitution_name	Substitution	false
cards	faction_2_spell_substitution_desc	Switch positions between a friendly minion and your General.	false
cards	faction_2_spell_bamboozle_name	Bamboozle	false
cards	faction_2_spell_bamboozle_desc	Transform a nearby enemy minion into a 0/2 Panddo. If it is already a Panddo, instead destroy it and draw to fill your action bar.	false
cards	faction_2_spell_seeker_squad_name	Seeker Squad	false
cards	faction_2_spell_seeker_squad_desc	Summon a Heartseeker in each nearby space diagonal from your General.	false
cards	faction_2_spell_mechaz0r_progress_name	MECHAZ0R Progression	false
cards	faction_2_spell_mechaz0r_progress_desc	Progresses MECHAZ0R build by +20%.	false
cards	faction_2_artifact_mask_of_shadows_name	Mask of Shadows	false
cards	faction_2_artifact_mask_of_shadows_description	Your General gains +1 Attack. Your General gains Backstab (4).	false
cards	faction_2_artifact_cyclone_mask_name	Cyclone Mask	false
cards	faction_2_artifact_cyclone_mask_description	Your General gains Ranged.	false
cards	faction_2_artifact_bloodrage_mask_name	Bloodrage Mask	false
cards	faction_2_artifact_bloodrage_mask_description	Whenever you cast a spell, deal 1 damage to the enemy General.	false
cards	faction_2_artifact_crescent_spear_name	Crescent Spear	false
cards	faction_2_artifact_crescent_spear_description	Your General gains +1 Attack. Spells you cast that deal damage deal +1 damage.	false
cards	faction_2_artifact_bangle_of_blinding_strike_name	Bangle of Blinding Strike	false
cards	faction_2_artifact_bangle_of_blinding_strike_description	Your General has Celerity.	false
cards	faction_2_artifact_unbounded_energy_amulet_name	Unbounded Energy Amulet	false
cards	faction_2_artifact_unbounded_energy_amulet_desc	Your General gains +1 Attack. Your General may move an additional space.	false
cards	faction_2_artifact_ornate_hiogi_name	Ornate Hiogi	false
cards	faction_2_artifact_ornate_hiogi_desc	Whenever you cast a spell, draw a card.	false
cards	faction_2_unit_kaelos_name	Kaleos Xaan	false
cards	faction_2_unit_kaelos_desc	Bloodbound Spell: Teleport a friendly minion up to 2 spaces.	false
cards	faction_2_unit_reva_name	Reva Eventide	false
cards	faction_2_unit_reva_desc	Bloodbound Spell: Summon a Heartseeker nearby your General.	false
cards	faction_2_unit_shidai_name	Shidai Stormblossom	false
cards	faction_2_unit_shidai_desc	Bloodbound Spell: Put a Spellsword into your action bar that cannot be replaced.	false
cards	faction_2_unit_lantern_fox_name	Lantern Fox	false
cards	faction_2_unit_lantern_fox_desc	Whenever this minion takes damage, put a Phoenix Fire into your action bar.	false
cards	faction_2_unit_jade_monk_name	Jade Monk	false
cards	faction_2_unit_jade_monk_desc	Whenever this minion takes damage, deal 1 damage to a random enemy minion.	false
cards	faction_2_unit_chakri_avatar_name	Chakri Avatar	false
cards	faction_2_unit_chakri_avatar_desc	Whenever you cast a spell, this minion gains +1/+1	false
cards	faction_2_unit_four_winds_magi_name	Four Winds Magi	false
cards	faction_2_unit_four_winds_magi_desc	Whenever you cast a spell, deal 1 damage to enemy General and restore 1 Health to your General	false
cards	faction_2_unit_celestial_phantom_name	Celestial Phantom	false
cards	faction_2_unit_celestial_phantom_desc	Destroy any minion damaged by this minion.	false
cards	faction_2_unit_storm_kage_name	Storm Kage	false
cards	faction_2_unit_storm_kage_desc	Whenever one of your spells deals damage, put a Kage Lightning in your action bar.	false
cards	faction_2_unit_hamon_bladeseeker_name	Hamon Bladeseeker	false
cards	faction_2_unit_hamon_bladeseeker_desc	At the start of your turn, deal 2 damage to your General.	false
cards	faction_2_unit_keshrai_fanblade_name	Keshrai Fanblade	false
cards	faction_2_unit_keshrai_fanblade_desc	Opening Gambit: Next turn, opponent's spells cost 2 more to cast	false
cards	faction_2_unit_kaido_assassin_name	Kaido Assassin	false
cards	faction_2_unit_kaido_assassin_desc	Backstab: (1).	false
cards	faction_2_unit_scarlet_viper_name	Scarlet Viper	false
cards	faction_2_unit_scarlet_viper_desc	Flying Backstab: (4).	false
cards	faction_2_unit_gorehorn_name	Gore Horn	false
cards	faction_2_unit_gorehorn_desc	Backstab: (2) After this minion attacks, it gains +1/+1.	false
cards	faction_2_unit_panddo_name	Panddo	false
cards	faction_2_unit_panddo_desc	Cannot be attacked	false
cards	faction_2_unit_tuskboar_name	Tusk Boar	false
cards	faction_2_unit_tuskboar_desc	Rush Return this minion to your action bar at the beginning of your turn.	false
cards	faction_2_unit_heartseeker_name	Heartseeker	false
cards	faction_2_unit_heartseeker_desc	Ranged	false
cards	faction_2_unit_widowmaker_name	Widowmaker	false
cards	faction_2_unit_widowmaker_desc	Ranged	false
cards	faction_2_unit_katara_name	Katara	false
cards	faction_2_unit_katara_desc	Backstab: (1).	false
cards	faction_2_unit_ace_name	Ace	false
cards	faction_2_unit_ace_desc	Ranged	false
cards	faction_2_unit_ki_beholder_name	Ki Beholder	false
cards	faction_2_unit_ki_beholder_desc	Ranged Opening Gambit: An enemy minion cannot move next turn.	false
cards	faction_2_unit_xho_name	Xho	false
cards	faction_2_unit_xho_desc	Dying Wish: Put a random Songhai spell into your action bar. It costs 1 less.	false
cards	faction_2_unit_battle_panddo_name	Battle Panddo	false
cards	faction_2_unit_battle_panddo_desc	Whenever this minion takes damage, deal 1 damage to all enemies.	false
cards	faction_2_unit_onyx_jaguar_name	Onyx Jaguar	false
cards	faction_2_unit_onyx_jaguar_desc	Whenever a friendly unit is moved for any reason, it gains +1/+1.	false
cards	faction_2_unit_grandmaster_zendo_name	Grandmaster Zendo	false
cards	faction_2_unit_grandmaster_zendo_desc	The enemy General moves and attacks automatically.	false
cards	faction_2_unit_lightning_sister_name	Storm Sister Alkyone	false
cards	faction_2_unit_lightning_sister_desc	Spells you cast that deal damage deal +1 damage.	false
cards	faction_2_unit_whiplash_name	Whiplash	false
cards	faction_2_unit_whiplash_desc	Blood Surge: Deal 2 damage to the enemy General.	false
cards	faction_2_unit_geomancer_name	Geomancer	false
cards	faction_2_unit_geomancer_desc	Opening Gambit: Your Bloodbound Spell is Phoenix Fire.	false
cards	faction_2_unit_twilight_fox_name	Twilight Fox	false
cards	faction_2_unit_twilight_fox_desc	Blood Surge: Teleport a random enemy to the space behind your General.	false
cards	faction_2_unit_sparrowhawk_name	Sparrowhawk	false
cards	faction_2_unit_sparrowhawk_desc	Bond: Put a Mist Dragon Seal into your action bar.	false
cards	faction_2_unit_kindling_name	Kindling	false
cards	faction_2_unit_kindling_desc	Whenever you cast a spell, your Arcanyst minions gain +1 Attack.	false
cards	faction_2_unit_calligrapher_name	Calligrapher	false
cards	faction_2_unit_calligrapher_desc	Rush Whenever this minion attacks, put three Songhai spells into your action bar.	false
cards	faction_2_unit_flamewreath_name	Flamewreath	false
cards	faction_2_unit_flamewreath_desc	Whenever this minion is moved for any reason, it deals 2 damage to all enemies around it.	false
cards	faction_2_unit_scroll_bandit_name	Scroll Bandit	false
cards	faction_2_unit_scroll_bandit_desc	Backstab: (1). Whenever this backstabs, steal a spell from your opponent's deck.	false
cards	faction_2_unit_eternity_painter_name	Eternity Painter	false
cards	faction_2_unit_eternity_painter_desc	At the end of your turn, transform all nearby enemy minions into 0/2 Panddos that cannot be attacked.	false
cards	faction_2_unit_watchful_sentinel_name	Watchful Sentinel	false
cards	faction_2_unit_watchful_sentinel_desc	Sentinel: This transforms into a powerful minion if its hidden condition is met.	false
cards	faction_2_unit_hundred_hand_name	Hundred-Handed Rakushi	false
cards	faction_2_unit_hundred_hand_desc	Sentinel: Minion summoned. Deal 2 damage to the minion that transformed this.	false
cards	faction_2_unit_mizuchi_name	Mizuchi	false
cards	faction_2_unit_mizuchi_desc	Sentinel: General attacks. Flying Backstab: (2).	false
cards	faction_2_unit_mind_cage_oni_name	Mind-Cage Oni	false
cards	faction_2_unit_mind_cage_oni_desc	Sentinel: Spell cast. Whenever your opponent casts a spell, put a copy of that spell into your action bar.	false
cards	faction_2_unit_suzumebachi_name	Suzumebachi	false
cards	faction_2_unit_suzumebachi_desc	Whenever you cast a spell, this minion gains +1 Attack until your next turn.	false
cards	faction_2_unit_manakite_drifter_name	Manakite Drifter	false
cards	faction_2_unit_manakite_drifter_desc	Build: (2). When this minion is built, gain +2 mana this turn.	false
cards	faction_2_unit_dusk_rigger_name	Dusk Rigger	false
cards	faction_2_unit_dusk_rigger_desc	Backstab: (2). Whenever this backstabs, put a MECHAZ0R Progression into your action bar.	false
cards	faction_2_unit_wildfire_tenketsu_name	Wildfire Tenketsu	false
cards	faction_2_unit_wildfire_tenketsu_desc	Blood Surge: Put an Eight Gates into your action bar.	false
cards	faction_2_unit_penumbraxx_name	Penumbraxx	false
cards	faction_2_unit_penumbraxx_desc	Build: (2). Backstab: (2). Whenever this backstabs, transform it into a building with Build (1).	false
cards	faction_2_unit_second_sword_sarugi_name	Second-sword Sarugi	false
cards	faction_2_unit_second_sword_sarugi_desc	Your spells cost 2 less.	false
cards	faction_3_spell_iron_shroud_name	Iron Shroud	false
cards	faction_3_spell_iron_shroud_description	Summon a 2/2 Iron Dervish on a random space nearby your General.	false
cards	faction_3_spell_psionic_strike_name	Psionic Strike	false
cards	faction_3_spell_psionic_strike_description	Your General deals double damage to minions this turn.	false
cards	faction_3_spell_dominate_will_name	Dominate Will	false
cards	faction_3_spell_dominate_will_description	Take control of an enemy minion nearby your General.	false
cards	faction_3_spell_siphon_energy_name	Siphon Energy	false
cards	faction_3_spell_siphon_energy_description	Dispel an enemy minion nearby your General.	false
cards	faction_3_spell_cosmic_flesh_name	Cosmic Flesh	false
cards	faction_3_spell_cosmic_flesh_description	Give a friendly minion +1/+3 and Provoke.	false
cards	faction_3_spell_blindscorch_name	Blindscorch	false
cards	faction_3_spell_blindscorch_description	Lower a minion's Attack to 0 until your next turn.	false
cards	faction_3_spell_astral_phasing_name	Astral Phasing	false
cards	faction_3_spell_astral_phasing_description	Give a friendly minion +5 Health and Flying.	false
cards	faction_3_spell_auroras_tears_name	Auroras Tears	false
cards	faction_3_spell_auroras_tears_description	This turn, your General gains +2 Attack for every equipped artifact.	false
cards	faction_3_spell_entropic_decay_name	Entropic Decay	false
cards	faction_3_spell_entropic_decay_description	Destroy an enemy minion nearby your General.	false
cards	faction_3_spell_time_maelstrom_name	Time Maelstrom	false
cards	faction_3_spell_time_maelstrom_description	Reactivate your General.	false
cards	faction_3_spell_sand_trap_name	Sand Trap	false
cards	faction_3_spell_sand_trap_description	Choose an enemy minion.  It can no longer move.	false
cards	faction_3_spell_scions_first_wish_name	Scion's First Wish	false
cards	faction_3_spell_scions_first_wish_description	Give a friendly minion +1/+1. Draw a card.	false
cards	faction_3_spell_scions_second_wish_name	Scion's Second Wish	false
cards	faction_3_spell_scions_second_wish_description	Give a friendly minion +2/+2. It takes no damage from Generals.	false
cards	faction_3_spell_scions_third_wish_name	Scion's Third Wish	false
cards	faction_3_spell_scions_third_wish_description	Give a friendly Dervish minion +3/+3 and Flying.	false
cards	faction_3_spell_rashas_curse_name	Rasha's Curse	false
cards	faction_3_spell_rashas_curse_description	Destroy a random artifact on the enemy General. Summon a Wind Dervish with Rush near them.	false
cards	faction_3_spell_rashas_curse_followup_name	Rasha's Curse	false
cards	faction_3_spell_rashas_curse_followup_description	Destroy a random artifact on the enemy General. Summon a 2/2 Wind Dervish with Rush nearby the enemy General.	false
cards	faction_3_spell_stars_fury_name	Star's Fury	false
cards	faction_3_spell_stars_fury_description	Summon a Wind Dervish with Rush in front of each enemy minion and General.	false
cards	faction_3_spell_bone_swarm_name	Bone Swarm	false
cards	faction_3_spell_bone_swarm_description	Deal 2 damage to the enemy General and all enemy minions around them.	false
cards	faction_3_spell_fountain_of_youth_name	Fountain of Youth	false
cards	faction_3_spell_fountain_of_youth_description	Fully heal all friendly minions.	false
cards	faction_3_spell_inner_oasis_name	Inner Oasis	false
cards	faction_3_spell_inner_oasis_description	Give all friendly minions +3 Health. Draw a card.	false
cards	faction_3_spell_astral_flood_name	Astral Flood	false
cards	faction_3_spell_astral_flood_description	Put 3 random Battle Pets into your action bar.	false
cards	faction_3_spell_whisper_of_the_sands_name	Whisper of the Sands	false
cards	faction_3_spell_whisper_of_the_sands_description	Summon a Wind Dervish nearby each friendly Obelysk.	false
cards	faction_3_spell_psychic_conduit_name	Psychic Conduit	false
cards	faction_3_spell_psychic_conduit_description	Reactivate and take control of an enemy minion with 2 or less Attack until end of turn.	false
cards	faction_3_spell_corpse_combustion_name	Corpse Combustion	false
cards	faction_3_spell_corpse_combustion_description	Summon all friendly minions with Dying Wish destroyed since your last turn on random spaces.	false
cards	faction_3_spell_circle_of_desiccation_name	Circle of Desiccation	false
cards	faction_3_spell_circle_of_desiccation_description	Destroy ALL non-Structure minions.	false
cards	faction_3_spell_divine_spark_name	Divine Spark	false
cards	faction_3_spell_divine_spark_desc	Draw two cards.	false
cards	faction_3_spell_stone_to_spears_name	Stone to Spears	false
cards	faction_3_spell_stone_to_spears_desc	A friendly Obelysk gains +3 Attack and may move and attack this turn if able.	false
cards	faction_3_spell_autarchs_gifts_name	Autarch's Gifts	false
cards	faction_3_spell_autarchs_gifts_desc	Equip 2 random Vetruvian artifacts.	false
cards	faction_3_spell_blood_of_air_name	Blood of Air	false
cards	faction_3_spell_blood_of_air_desc	Transform an enemy minion into a friendly Wind Dervish.	false
cards	faction_3_spell_arid_unmaking_name	Arid Unmaking	false
cards	faction_3_spell_arid_unmaking_desc	Destroy a friendly minion to turn its space into Exhuming Sand.	false
cards	faction_3_spell_cataclysmic_fault_name	Cataclysmic Fault	false
cards	faction_3_spell_cataclysmic_fault_desc	Turn the entire center column into Exhuming Sand.	false
cards	faction_3_spell_reassemble_name	Reassemble	false
cards	faction_3_spell_reassemble_desc	Return a friendly Obelysk to your action bar and reduce its cost to 0. Draw a card.	false
cards	faction_3_spell_azure_summoning_name	Azure Summoning	false
cards	faction_3_spell_azure_summoning_desc	Whenever you summon a minion with Flying from your action bar this turn, draw a minion with Flying from your deck.	false
cards	faction_3_spell_superior_mirage_name	Superior Mirage	false
cards	faction_3_spell_superior_mirage_desc	Summon three copies of an enemy minion nearby it. They disappear when attacked.	false
cards	faction_3_spell_droplift_name	Droplift	false
cards	faction_3_spell_droplift_desc	Steal a random artifact from the enemy General and equip it.	false
cards	faction_3_spell_decension_name	Descension	false
cards	faction_3_spell_decension_desc	Give an enemy minion -2 Attack until your next turn.	false
cards	faction_3_spell_equality_constraint_name	Equality Constraint	false
cards	faction_3_spell_equality_constraint_desc	ANY minion's Health becomes equal to its Attack.	false
cards	faction_3_spell_burden_of_knowledge_name	Burden of Knowledge	false
cards	faction_3_spell_burden_of_knowledge_desc	Deal 3 damage to your General to draw a card.	false
cards	faction_3_spell_kinematic_projection_name	Kinematic Projection	false
cards	faction_3_spell_kinematic_projection_desc	Give a minion Blast. It can no longer move.	false
cards	faction_3_spell_lost_in_the_desert_name	Lost in the Desert	false
cards	faction_3_spell_lost_in_the_desert_desc	Deal 5 damage to enemies that are not nearby another enemy.	false
cards	faction_3_spell_neurolink_name	Neurolink	false
cards	faction_3_spell_neurolink_desc	Your General gains all keywords of friendly minions this turn.	false
cards	faction_3_spell_monolithic_vision_name	Monolithic Vision	false
cards	faction_3_spell_monolithic_vision_desc	Transform your action bar into six random Vetruvian cards that cost 4 less.	false
cards	faction_3_artifact_staff_of_ykir_name	Staff Of Y'Kir	false
cards	faction_3_artifact_staff_of_ykir_description	Your General gains +2 Attack.	false
cards	faction_3_artifact_wildfire_ankh_name	Wildfire Ankh	false
cards	faction_3_artifact_wildfire_ankh_description	Your General gains Blast.	false
cards	faction_3_artifact_hexblade_name	Hexblade	false
cards	faction_3_artifact_hexblade_description	Your General gains +3 Attack. Whenever your General damages an enemy minion, its Attack becomes 1.	false
cards	faction_3_artifact_spinecleaver_name	Spinecleaver	false
cards	faction_3_artifact_spinecleaver_description	Your General gains +1 Attack. Enemy minions destroyed by your General summon a Bloodfire Totem on that space.	false
cards	faction_3_artifact_thunderclap_name	Thunderclap	false
cards	faction_3_artifact_thunderclap_description	When your General destroys a minion, summon a copy of it nearby.	false
cards	faction_3_artifact_oblivion_sickle_name	Oblivion Sickle	false
cards	faction_3_artifact_oblivion_sickle_description	Whenever your General destroys an enemy, turn that space into Exhuming Sand.	false
cards	faction_3_artifact_iris_barrier_name	Iris Barrier	false
cards	faction_3_artifact_iris_barrier_description	Your General takes no damage during your turn.	false
cards	faction_3_unit_zirix_name	Zirix Starstrider	false
cards	faction_3_unit_zirix_desc	Bloodbound Spell: Summon a 2/2 Iron Dervish on a random space nearby your General.	false
cards	faction_3_unit_sajj_name	Scioness Sajj	false
cards	faction_3_unit_sajj_desc	Bloodbound Spell: Your General deals double damage to minions this turn.	false
cards	faction_3_unit_ciphyron_name	Ciphyron Ascendant	false
cards	faction_3_unit_ciphyron_desc	Bloodbound Spell: Give an enemy minion -2 Attack until your next turn.	false
cards	faction_3_unit_dunecaster_name	Dunecaster	false
cards	faction_3_unit_dunecaster_desc	Opening Gambit: Give +2/+2 to a friendly Dervish. If it is a Wind Dervish, it no longer disappears.	false
cards	faction_3_unit_ethereal_obelysk_name	Ethereal Obelysk	false
cards	faction_3_unit_ethereal_obelysk_desc	Summon Dervish	false
cards	faction_3_unit_pyromancer_name	Pyromancer	false
cards	faction_3_unit_pyromancer_desc	Blast	false
cards	faction_3_unit_fireblaze_obelysk_name	Fireblaze Obelysk	false
cards	faction_3_unit_fireblaze_obelysk_desc	Summon Dervish Your dervishes have +1 Attack.	false
cards	faction_3_unit_imperial_mechanyst_name	Imperial Mechanyst	false
cards	faction_3_unit_imperial_mechanyst_desc	Opening Gambit: Repair all of your artifacts to full durability.	false
cards	faction_3_unit_orb_weaver_name	Orb Weaver	false
cards	faction_3_unit_orb_weaver_desc	Opening Gambit: Summon a copy of this minion on a nearby space.	false
cards	faction_3_unit_portal_guardian_name	Portal Guardian	false
cards	faction_3_unit_portal_guardian_desc	Frenzy Whenever you summon a minion, this minion gains +1 Attack.	false
cards	faction_3_unit_sand_howler_name	Sand Howler	false
cards	faction_3_unit_sand_howler_desc	Cannot be targeted by enemy spells.	false
cards	faction_3_unit_windstorm_obelysk_name	Windstorm Obelysk	false
cards	faction_3_unit_windstorm_obelysk_desc	Summon Dervish Your dervishes have +1 Health.	false
cards	faction_3_unit_mirage_master_name	Mirage Master	false
cards	faction_3_unit_mirage_master_desc	Opening Gambit: This minion transforms into a copy of an enemy minion.	false
cards	faction_3_unit_wind_shrike_name	Wind Shrike	false
cards	faction_3_unit_wind_shrike_desc	Flying Dying Wish: Draw a card.	false
cards	faction_3_unit_starfire_scarab_name	Starfire Scarab	false
cards	faction_3_unit_starfire_scarab_desc	Blast	false
cards	faction_3_unit_aymara_healer_name	Aymara Healer	false
cards	faction_3_unit_aymara_healer_desc	Provoke Dying Wish: Deal 5 damage to the enemy General. Restore 5 Health to your General.	false
cards	faction_3_unit_oserix_name	Oserix	false
cards	faction_3_unit_oserix_desc	Flying Dying Wish: Equip 2 random artifacts from your deck.	false
cards	faction_3_unit_dervish_name	Wind Dervish	false
cards	faction_3_unit_dervish_desc	Rush Ephemeral	false
cards	faction_3_unit_iron_dervish_name	Iron Dervish	false
cards	faction_3_unit_falcius_name	Falcius	false
cards	faction_3_unit_falcius_desc	Opening Gambit: Your General gains +2 Attack and takes no damage this turn.	false
cards	faction_3_unit_rae_name	Rae	false
cards	faction_3_unit_rae_desc	Dying Wish: Dispel the nearest enemy minion.	false
cards	faction_3_unit_wind_slicer_name	Wind Slicer	false
cards	faction_3_unit_wind_slicer_desc	Opening Gambit: Lower the cost of all Structure minions in your action bar by 1.	false
cards	faction_3_unit_pax_name	Pax	false
cards	faction_3_unit_pax_desc	Dying Wish: Summon two 2/2 Iron Dervishes nearby.	false
cards	faction_3_unit_pantheran_name	Pantheran	false
cards	faction_3_unit_pantheran_desc	Costs 0 if you've cast all three Scion's Wish spells this game.	false
cards	faction_3_unit_allomancer_name	Allomancer	false
cards	faction_3_unit_allomancer_desc	Dying Wish: Summon a random Obelysk on this space.	false
cards	faction_3_unit_nimbus_name	Nimbus	false
cards	faction_3_unit_nimbus_desc	Whenever this minion takes damage, summon a 0/4 Soulburn Obelysk nearby.	false
cards	faction_3_unit_soulburn_obelysk_name	Soulburn Obelysk	false
cards	faction_3_unit_soulburn_obelysk_desc	Summon Dervish Enemy minions that damage this are destroyed.	false
cards	faction_3_unit_bloodfire_totem_name	Bloodfire Totem	false
cards	faction_3_unit_bloodfire_totem_desc	At end of turn, deal 1 damage to your General.	false
cards	faction_3_unit_sand_sister_name	Sand Sister Saon	false
cards	faction_3_unit_sand_sister_desc	Your General has +1 Attack.	false
cards	faction_3_unit_zephyr_name	Zephyr	false
cards	faction_3_unit_zephyr_desc	Blood Surge: Your General gains Frenzy this turn.	false
cards	faction_3_unit_incinera_name	Incinera	false
cards	faction_3_unit_incinera_desc	Your General may move 2 additional spaces.	false
cards	faction_3_unit_grandmaster_noshrak_name	Grandmaster Nosh-Rak	false
cards	faction_3_unit_grandmaster_noshrak_desc	Blast Flying The enemy General takes double damage.	false
cards	faction_3_unit_dreamshaper_name	Dreamshaper	false
cards	faction_3_unit_dreamshaper_desc	Bond: Draw two cards.	false
cards	faction_3_unit_wind_striker_name	Wind Striker	false
cards	faction_3_unit_wind_striker_desc	Flying Opening Gambit: Equip a Staff of Y'kir to your General.	false
cards	faction_3_unit_sirocco_name	Sirocco	false
cards	faction_3_unit_sirocco_desc	Opening Gambit: Summon a Skyrock Golem on random spaces for each other Golem you've summoned this game.	false
cards	faction_3_unit_fate_watcher_name	Fate Watcher	false
cards	faction_3_unit_fate_watcher_desc	Whenever your opponent draws a card, this minion gains a random keyword ability.	false
cards	faction_3_unit_trygon_obelysk_name	Trygon Obelysk	false
cards	faction_3_unit_trygon_obelysk_desc	Summon Dervish Summon Dervish Summon Dervish	false
cards	faction_3_unit_lavastorm_obelysk_name	Lavastorm Obelysk	false
cards	faction_3_unit_lavastorm_obelysk_desc	Summon Dervish At the start of your turn, deal 6 damage to all enemy minions in this row.	false
cards	faction_3_unit_wasteland_wraith_name	Wasteland Wraith	false
cards	faction_3_unit_wasteland_wraith_desc	At the start of your turn, destroy this and all enemy minions.	false
cards	faction_3_unit_duskweaver_name	Duskweaver	false
cards	faction_3_unit_duskweaver_desc	Dying Wish: Put a random Scion's Wish spell into your action bar.	false
cards	faction_3_unit_sandswirl_reader_name	Sandswirl Reader	false
cards	faction_3_unit_sandswirl_reader_desc	Opening Gambit: Return a nearby minion to its action bar. Turn that space into Exhuming Sand.	false
cards	faction_3_unit_skyppy_name	Skyppy	false
cards	faction_3_unit_skyppy_desc	Dying Wish: Put a random legendary artifact from your opponent's Faction into your action bar.	false
cards	faction_3_unit_barren_shrike_name	Barren Shrike	false
