class_name	file_name	parent_class	type	is_keyword	is_watch	applied_name	applied_description	attribute_buffs	stack_type	triggers	effects
ModifierDrawCardWatch	modifierDrawCardWatch.coffee	Modifier	ModifierDrawCardWatch	FALSE	TRUE	DrawCardWatch	Whenever you draw a card ...			onDrawCardWatch	draw
ModifierDrawCardWatchBuffSelf	modifierDrawCardWatchBuffSelf.coffee	ModifierDrawCardWatch	ModifierDrawCardWatchBuffSelf	FALSE	TRUE	Draw Card Watch	modifiers.draw_card_watch_buff_self_def			onDrawCardWatch	stat_modify, grant_modifier
ModifierDrawCardWatchCopySpell	modifierDrawCardWatchCopySpell.coffee	ModifierDrawCardWatch	ModifierDrawCardWatchCopySpell	FALSE	TRUE	Draw Card Watch	Whenever you draw a spell, put another copy of it in your Action Bar			onDrawCardWatch	summon
ModifierDyingWish	modifierDyingWish.coffee	Modifier	ModifierDyingWish	TRUE	FALSE	modifiers.dying_wish_name					
ModifierDyingWishAddCardToDeck	modifierDyingWishAddCardToDeck.coffee	ModifierDyingWish	ModifierDyingWishAddCardToDeck	FALSE	FALSE						
ModifierDyingWishApplyModifiers	modifierDyingWishApplyModifiers.coffee	ModifierDyingWish	ModifierDyingWishApplyModifiers	FALSE	FALSE						grant_modifier
ModifierDyingWishApplyModifiersRandomly	modifierDyingWishApplyModifiersRandomly.coffee	ModifierDyingWishApplyModifiers	ModifierDyingWishApplyModifiersRandomly	FALSE	FALSE						grant_modifier
ModifierDyingWishApplyModifiersToGenerals	modifierDyingWishApplyModifiersToGenerals.coffee	ModifierDyingWish	ModifierDyingWishApplyModifiersToGenerals	FALSE	FALSE						grant_modifier
ModifierDyingWishBonusMana	modifierDyingWishBonusMana.coffee	ModifierDyingWish	ModifierDyingWishBonusMana	FALSE	FALSE	Bonus Mana	When this entity dies, its owner gains bonus mana				
ModifierDyingWishBonusManaCrystal	modifierDyingWishBonusManaCrystal.coffee	ModifierDyingWish	ModifierDyingWishBonusManaCrystal	FALSE	FALSE		Permanently gain 1 mana crystal				
ModifierDyingWishBuffEnemyGeneral	modifierDyingWishBuffEnemyGeneral.coffee	ModifierDyingWish	ModifierDyingWishBuffEnemyGeneral	FALSE	FALSE						
ModifierDyingWishCorpseCombustion	modifierDyingWishCorpseCombustion.coffee	ModifierDyingWish	ModifierDyingWishCorpseCombustion	FALSE	FALSE	Dying Wish	Resummon this minion and deal 3 damage to all nearby enemies				
ModifierDyingWishDagona	modifierDyingWishDagona.coffee	ModifierDyingWishSpawnEntity	ModifierDyingWishDagona	FALSE	FALSE						
ModifierDyingWishDamageEnemyGeneralHealGeneral	modifierDyingWishDamageEnemyGeneralHealGeneral.coffee	ModifierDyingWish	ModifierDyingWishDamageEnemyGeneralHealGeneral	FALSE	FALSE		Deal %X damage to the enemy General. Restore %X Health to your General				
ModifierDyingWishDamageGeneral	modifierDyingWishDamageGeneral.coffee	ModifierDyingWish	ModifierDyingWishDamageGeneral	FALSE	FALSE						
ModifierDyingWishDamageNearbyAllies	modifierDyingWishDamageNearbyAllies.coffee	ModifierDyingWish	ModifierDyingWishDamageNearbyAllies	FALSE	FALSE	Curse of Agony	When this minion dies, deal %X damage to all nearby friendly minions and General				
ModifierDyingWishDamageNearbyEnemies	modifierDyingWishDamageNearbyEnemies.coffee	ModifierDyingWish	ModifierDyingWishDamageNearbyEnemies	FALSE	FALSE		This minion deals %X damage to all enemies around it				
ModifierDyingWishDestroyManaCrystal	modifierDyingWishDestroyManaCrystal.coffee	ModifierDyingWish	ModifierDyingWishDestroyManaCrystal	FALSE	FALSE						
ModifierDyingWishDestroyRandomEnemyNearby	modifierDyingWishDestroyRandomEnemyNearby.coffee	ModifierDyingWish	ModifierDyingWishDestroyRandomEnemyNearby	FALSE	FALSE						
ModifierDyingWishDispelAllEnemyMinions	modifierDyingWishDispelAllEnemyMinions.coffee	ModifierDyingWish	ModifierDyingWishDispelAllEnemies	FALSE	FALSE		Dispel all enemy minions				
ModifierDyingWishDispelNearestEnemy	modifierDyingWishDispelNearestEnemy.coffee	ModifierDyingWish	ModifierDyingWishDispelNearestEnemy	FALSE	FALSE		Dispel the nearest enemy minion				
ModifierDyingWishDrawCard	modifierDyingWishDrawCard.coffee	ModifierDyingWish	ModifierDyingWishDrawCard	FALSE	FALSE		Draw %X				
ModifierDyingWishDrawEnemyLegendaryArtifact	modifierDyingWishDrawEnemyLegendaryArtifact.coffee	ModifierDyingWish	ModifierDyingWishDrawEnemyLegendaryArtifact	FALSE	FALSE						summon
ModifierDyingWishDrawMechazorCard	modifierDyingWishDrawMechazorCard.coffee	ModifierDyingWish	ModifierDyingWishDrawMechazorCard	FALSE	FALSE		Put a random MECH minion into your action bar				summon
ModifierDyingWishDrawMinionsWithDyingWish	modifierDyingWishDrawMinionsWithDyingWish.coffee	ModifierDyingWish	ModifierDyingWishDrawMinionsWithDyingWish	FALSE	FALSE		Draw minions with a Dying Wish				draw
ModifierDyingWishDrawRandomBattlePet	modifierDyingWishDrawRandomBattlePet.coffee	ModifierDyingWish	ModifierDyingWishDrawRandomBattlePet	FALSE	FALSE	Dying Wish	Put a random Battle Pet into your action bar				summon
ModifierDyingWishDrawWishCard	modifierDyingWishDrawWishCard.coffee	ModifierDyingWish	ModifierDyingWishDrawWishCard	FALSE	FALSE		Put a random Wish card into your action bar				summon
ModifierDyingWishEquipArtifactFromDeck	modifierDyingWishEquipArtifactFromDeck.coffee	ModifierDyingWish	ModifierDyingWishEquipArtifactFromDeck	FALSE	FALSE		Equip %X from your deck				
ModifierDyingWishGoldenGuide	modifierDyingWishGoldenGuide.coffee	ModifierDyingWish	ModifierDyingWishGoldenGuide	FALSE	FALSE						
ModifierDyingWishInfest	modifierDyingWishInfest.coffee	ModifierDyingWish	ModifierDyingWishInfest	FALSE	FALSE						
ModifierDyingWishLoseGame	modifierDyingWishLoseGame.coffee	ModifierDyingWish	ModifierDyingWishLoseGame	FALSE	FALSE						
ModifierDyingWishPutCardInHand	modifierDyingWishPutCardInHand.coffee	ModifierDyingWish	ModifierDyingWishPutCardInHand	FALSE	FALSE		Put %X in your Action Bar				summon
ModifierDyingWishPutCardInHandClean	modifierDyingWishPutCardInHandClean.coffee	ModifierDyingWishPutCardInHand	ModifierDyingWishPutCardInHandClean	FALSE	FALSE	undefined	modifiers.faction_6_infiltrated_replicate_buff_desc				
ModifierDyingWishPutCardInOpponentHand	modifierDyingWishPutCardInOpponentHand.coffee	ModifierDyingWish	ModifierDyingWishPutCardInOpponentHand	FALSE	FALSE						summon
ModifierDyingWishReSpawnEntityAnywhere	modifierDyingWishReSpawnEntityAnywhere.coffee	ModifierDyingWish	ModifierDyingWishReSpawnEntityAnywhere	FALSE	FALSE						
ModifierDyingWishReduceManaCostOfDyingWish	modifierDyingWishReduceManaCostOfDyingWish.coffee	ModifierDyingWish	ModifierDyingWishReduceManaCostOfDyingWish	FALSE	FALSE						
ModifierDyingWishRespawnEntity	modifierDyingWishRespawnEntity.coffee	ModifierDyingWish	ModifierDyingWishRespawnEntity	FALSE	FALSE	Dying Wish	Dying Wish: Resummon this minion				summon
ModifierDyingWishSpawnEgg	modifierDyingWishSpawnEgg.coffee	ModifierDyingWishSpawnEntity	ModifierDyingWishSpawnEgg	FALSE	FALSE	Rebirth: Serpenti	Will leave behind a Serpenti egg when killed				
ModifierDyingWishSpawnEntity	modifierDyingWishSpawnEntity.coffee	ModifierDyingWish	ModifierDyingWishSpawnEntity	FALSE	FALSE	Dying Wish	Summon %X				
ModifierDyingWishSpawnEntityAnywhere	modifierDyingWishSpawnEntityAnywhere.coffee	ModifierDyingWish	ModifierDyingWishSpawnEntityAnywhere	FALSE	FALSE						
ModifierDyingWishSpawnEntityInCorner	modifierDyingWishSpawnEntityInCorner.coffee	ModifierDyingWish	ModifierDyingWishSpawnEntityInCorner	FALSE	FALSE		Summon %X				
ModifierDyingWishSpawnEntityNearbyGeneral	modifierDyingWishSpawnEntityNearbyGeneral.coffee	ModifierDyingWish	ModifierDyingWishSpawnEntityNearbyGeneral	FALSE	FALSE	Dying Wish	Summon %X nearby your General				
ModifierDyingWishSpawnRandomEntity	modifierDyingWishSpawnRandomEntity.coffee	ModifierDyingWishSpawnEntity	ModifierDyingWishSpawnRandomEntity	FALSE	FALSE						
ModifierDyingWishSpawnTile	modifierDyingWishSpawnTile.coffee	ModifierDyingWishSpawnEntity	ModifierDyingWishSpawnTile	FALSE	FALSE		Turn %X				
ModifierDyingWishSpawnTileAnywhere	modifierDyingWishSpawnTileAnywhere.coffee	ModifierDyingWishSpawnEntityAnywhere	ModifierDyingWishSpawnTileAnywhere	FALSE	FALSE		Turn %X				
ModifierDyingWishSpawnTribal	modifierDyingWishSpawnTribal.coffee	ModifierDyingWish	ModifierDyingWishSpawnTribal	FALSE	FALSE		Summon a random Tribal nearby				
ModifierDyingWishSpawnUnitFromOpponentsDeck	modifierDyingWishSpawnUnitFromOpponentsDeck.coffee	ModifierDyingWish	ModifierDyingWishSpawnUnitFromOpponentsDeck	FALSE	FALSE		Summon %X				
ModifierDyingWishTransformRandomMinion	modifierDyingWishTransformRandomMinion.coffee	ModifierDyingWish	ModifierDyingWishTransformRandomMinion	FALSE	FALSE						summon
ModifierDyingWishXho	modifierDyingWishXho.coffee	ModifierDyingWish	ModifierDyingWishXho	FALSE	FALSE	Dying Wish	Put a random Songhai spell into your action bar. It costs 1 less				summon
ModifierDynamicCountModifySelf	modifierDynamicCountModifySelf.coffee	Modifier	ModifierDynamicCountModifySelf	FALSE	FALSE		Change stats based on count of something on board				grant_modifier
ModifierDynamicCountModifySelfByShadowTilesOnBoard	modifierDynamicCountModifySelfByShadowTilesOnBoard.coffee	ModifierDynamicCountModifySelf	ModifierDynamicCountModifySelfByShadowTilesOnBoard	FALSE	FALSE		This minion has %X for each friendly Shadow Creep				grant_modifier
ModifierDynamicCountModifySelfCostByBattlePetsOnBoard	modifierDynamicCountModifySelfCostByBattlePetsOnBoard.coffee	ModifierDynamicCountModifySelf	ModifierDynamicCountModifySelfCostByBattlePetsOnBoard	FALSE	FALSE		Costs %X for each friendly Battle Pet on the field				grant_modifier
ModifierEgg	modifierEgg.coffee	ModifierRemoveAndReplaceEntity	ModifierEgg	FALSE	FALSE				maxStacks=1	onEndTurn, onApplyToCard	
ModifierElkowl	modifierElkowl.coffee	ModifierOpeningGambit	ModifierElkowl	FALSE	FALSE		Gain two random abilities				
ModifierEndEveryTurnWatch	modifierEndEveryTurnWatch.coffee	Modifier	ModifierEndEveryTurnWatch	FALSE	FALSE	End Every Turn Watch	End Every Turn Watch			onEndTurn	
ModifierEndEveryTurnWatchDamageOwner	modifierEndEveryTurnWatchDamageOwner.coffee	ModifierEndEveryTurnWatch	ModifierEndEveryTurnWatchDamageOwner	FALSE	FALSE	Turn Watch	At end of EACH turn, deal %X damage to your General				
ModifierEndTurnWatch	modifierEndTurnWatch.coffee	Modifier	ModifierEndTurnWatch	FALSE	FALSE	End Turn Watch	End Turn Watch			onEndTurn	
ModifierEndTurnWatchAnyPlayer	modifierEndTurnWatchAnyPlayer.coffee	Modifier	ModifierEndTurnWatch	FALSE	FALSE					onEndTurn	
ModifierEndTurnWatchAnyPlayerHsuku	modifierEndTurnWatchAnyPlayerHsuku.coffee	ModifierEndTurnWatchAnyPlayer	ModifierEndTurnWatchAnyPlayerHsuku	FALSE	FALSE						
ModifierEndTurnWatchAnyPlayerPullRandomUnits	modifierEndTurnWatchAnyPlayerPullRandomUnits.coffee	ModifierEndTurnWatchAnyPlayer	ModifierEndTurnWatchAnyPlayerPullRandomUnits	FALSE	FALSE						
ModifierEndTurnWatchApplyModifiers	modifierEndTurnWatchApplyModifiers.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchApplyModifiers	FALSE	FALSE	End Watch	At the end of your turn, %X				grant_modifier
ModifierEndTurnWatchApplyModifiersRandomly	modifierEndTurnWatchApplyModifiersRandomly.coffee	ModifierEndTurnWatchApplyModifiers	ModifierEndTurnWatchApplyModifiersRandomly	FALSE	FALSE		At the end of your turn, %X				grant_modifier
ModifierEndTurnWatchDamageAllMinions	modifierEndTurnWatchDamageAllMinions.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchDamageAllMinions	FALSE	FALSE	Turn Watch	At the end of your turn, deal %X damage to ALL other minions				
ModifierEndTurnWatchDamageNearbyEnemy	modifierEndTurnWatchDamageNearbyEnemy.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchDamageNearbyEnemy	FALSE	FALSE	End Watch	At the end of your turn, deal %X damage to all %Y				
ModifierEndTurnWatchDamagePlayerBasedOnRemainingMana	modifierEndTurnWatchDamagePlayerBasedOnRemainingMana.coffee	ModifierEndEveryTurnWatch	ModifierEndTurnWatchDamagePlayerBasedOnRemainingMana	FALSE	FALSE	End Watch	At the end of each turn, deal damage to the player equal to their remaining mana				
ModifierEndTurnWatchDealDamageToSelfAndNearbyEnemies	modifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchDealDamageToSelfAndNearbyEnemies	FALSE	FALSE	End Watch	At the end of your turn, deal %X damage to self and all nearby enemies				
ModifierEndTurnWatchGainLastSpellPlayedThisTurn	modifierEndTurnWatchGainLastSpellPlayedThisTurn.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchGainLastSpellPlayedThisTurn	FALSE	FALSE						summon
ModifierEndTurnWatchGainTempBuff	modifierEndTurnWatchGainTempBuff.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchGainTempBuff	FALSE	FALSE	End Turn Watch Temp Buff	Gain a buff on your opponent's turn			onEndTurn	
ModifierEndTurnWatchHealNearby	modifierEndTurnWatchHealNearby.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchHealNearby	FALSE	FALSE	End Watch	At the end of your turn, restore %X Health to all nearby friendly minions				
ModifierEndTurnWatchHealSelf	modifierEndTurnWatchHealSelf.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchHealSelf	FALSE	FALSE	End Turn Heal	Restore %X Health to this minion at the end of your turn				
ModifierEndTurnWatchHealSelfAndGeneral	modifierEndTurnWatchHealSelfAndGeneral.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchHealSelfAndGeneral	FALSE	FALSE	End Turn Heal	Restore %X Health to this minion and your General at the end of your turn				
ModifierEndTurnWatchHsuku	modifierEndTurnWatchHsuku.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchHsuku	FALSE	FALSE						
ModifierEndTurnWatchRefreshArtifacts	modifierEndTurnWatchRefreshArtifacts.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchRefreshArtifacts	FALSE	FALSE	End Turn Watch	At the end of your turn, repair all of your artifacts to full durability				
ModifierEndTurnWatchSpawnEgg	modifierEndTurnWatchSpawnEgg.coffee	ModifierEndTurnWatchSpawnEntity	ModifierEndTurnWatchSpawnEgg	FALSE	FALSE	ModifierEndTurnWatchSpawnEgg	At the end of your turn, summon %X nearby				
ModifierEndTurnWatchSpawnEntity	modifierEndTurnWatchSpawnEntity.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchSpawnEntity	FALSE	FALSE	Turn Watch	At the end of your turn, summon %X				
ModifierEndTurnWatchSpawnRandomEntity	modifierEndTurnWatchSpawnRandomEntity.coffee	ModifierEndTurnWatchSpawnEntity	ModifierEndTurnWatchSpawnRandomEntity	FALSE	FALSE						
ModifierEndTurnWatchSpawnTile	modifierEndTurnWatchSpawnTile.coffee	ModifierEndTurnWatchSpawnEntity	ModifierEndTurnWatchSpawnTile	FALSE	FALSE	Turn Watch	At the end of your turn, turn %X				
ModifierEndTurnWatchSwapAllegiance	modifierEndTurnWatchSwapAllegiance.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchSwapAllegiance	FALSE	FALSE	Turn Watch	At the end of your turn, swap owner				
ModifierEndTurnWatchTeleportCorner	modifierEndTurnWatchTeleportCorner.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchTeleportCorner	FALSE	FALSE	Turn Watch	At the end of your turn, teleport to a random corner				
ModifierEndTurnWatchTransformNearbyEnemies	modifierEndTurnWatchTransformNearbyEnemies.coffee	ModifierEndTurnWatch	ModifierEndTurnWatchTransformNearbyEnemies	FALSE	FALSE	End Turn Watch Transform Enemies	At the end of your turn, transform nearby enemies				summon
ModifierEnemyAttackWatch	modifierEnemyAttackWatch.coffee	Modifier	ModifierEnemyAttackWatch	FALSE	TRUE	ModifierEnemyAttackWatch	Whenever an enemy attacks...				
ModifierEnemyAttackWatchGainAttack	modifierEnemyAttackWatchGainAttack.coffee	ModifierEnemyAttackWatch	ModifierEnemyAttackWatchGainAttack	FALSE	TRUE						
ModifierEnemyCannotCastBBS	modifierEnemyCannotCastBBS.coffee	ModifierCannot	ModifierEnemyCannotCastBBS	FALSE	FALSE					onValidateAction	action_modify
ModifierEnemyCannotHeal	modifierEnemyCannotHeal.coffee	Modifier	ModifierEnemyCannotHeal	FALSE	FALSE	ModifierEnemyCannotHeal	Enemy minions and Generals cannot heal				action_modify
ModifierEnemyDealDamageWatch	modifierEnemyDealDamageWatch.coffee	Modifier	ModifierEnemyDealDamageWatch	FALSE	TRUE	Enemy Deal Damage Watch	Whenever an enemy deals damage...				
ModifierEnemyGeneralAttackWatch	modifierEnemyGeneralAttackWatch.coffee	Modifier	ModifierEnemyGeneralAttackWatch	FALSE	TRUE	ModifierEnemyGeneralAttackWatch	Whenever the enemy General attacks...				
ModifierEnemyGeneralAttackedWatch	modifierEnemyGeneralAttackedWatch.coffee	Modifier	ModifierEnemyGeneralAttackedWatch	FALSE	FALSE						
ModifierEnemyGeneralAttackedWatchSummonBehindAndDrawCard	modifierEnemyGeneralAttackedWatchSummonBehindAndDrawCard.coffee	ModifierEnemyGeneralAttackedWatch	ModifierEnemyGeneralAttackedWatchSummonBehindAndDrawCard	FALSE	FALSE						
ModifierEnemyMinionAttackWatch	modifierEnemyMinionAttackWatch.coffee	Modifier	ModifierEnemyMinionAttackWatch	FALSE	TRUE	ModifierEnemyMinionAttackWatch	Whenever an enemy minion attacks...				
ModifierEnemyMinionAttackWatchGainKeyword	modifierEnemyMinionAttackWatchGainKeyword.coffee	ModifierEnemyMinionAttackWatch	ModifierEnemyMinionAttackWatchGainKeyword	FALSE	TRUE	ModifierEnemyMinionAttackWatchGainKeyword	Whenever an enemy minion attacks, this minion gains a random keyword				
ModifierEnemySpellWatch	modifierEnemySpellWatch.coffee	Modifier	ModifierEnemySpellWatch	FALSE	TRUE	Enemy Spell Watch	Enemy Spell Watch			onBeforeAction	
ModifierEnemySpellWatchBuffSelf	modifierEnemySpellWatchBuffSelf.coffee	ModifierEnemySpellWatch	ModifierEnemySpellWatchBuffSelf	FALSE	TRUE	Enemy Spell Watch Buff Self	Whenever the opponent casts a spell, this minion gains +X/+X				grant_modifier
ModifierEnemySpellWatchCopySpell	modifierEnemySpellWatchCopySpell.coffee	ModifierEnemySpellWatch	ModifierEnemySpellWatchCopySpell	FALSE	TRUE	Enemy Spell Watch Copy Spell	Whenever the opponent casts a spell, gain of copy of the spell				summon
ModifierEnemySpellWatchFromHand	modifierEnemySpellWatchFromHand.coffee	Modifier	ModifierEnemySpellWatchFromHand	FALSE	TRUE					onBeforeAction	
ModifierSpellWatchGainRandomKeyword	modifierEnemySpellWatchGainRandomKeyword.coffee	ModifierEnemySpellWatch	ModifierSpellWatchGainRandomKeyword	FALSE	TRUE		Whenever you cast a spell, this gains a random keyword ability				
ModifierEnemySpellWatchHealMyGeneral	modifierEnemySpellWatchHealMyGeneral.coffee	ModifierEnemySpellWatch	ModifierEnemySpellWatchHealMyGeneral	FALSE	TRUE						
ModifierEnemySpellWatchPutCardInHand	modifierEnemySpellWatchPutCardInHand.coffee	ModifierEnemySpellWatch	ModifierEnemySpellWatchPutCardInHand	FALSE	TRUE	Enemy Spell Watch Put Card In Hand	Whenever the opponent casts a spell, put an X in your action bar				summon
ModifierEnemyStunWatch	modifierEnemyStunWatch.coffee	Modifier	ModifierEnemyStunWatch	FALSE	FALSE					onBeforeAction	
ModifierEnemyStunWatchDamageNearbyEnemies	modifierEnemyStunWatchDamageNearbyEnemies.coffee	ModifierEnemyStunWatch	ModifierEnemyStunWatchDamageNearbyEnemies	FALSE	FALSE						
ModifierEnemyStunWatchFullyHeal	modifierEnemyStunWatchFullyHeal.coffee	ModifierEnemyStunWatch	ModifierEnemyStunWatchFullyHeal	FALSE	FALSE						
ModifierEnemyStunWatchTransformThis	modifierEnemyStunWatchTransformThis.coffee	ModifierEnemyStunWatch	ModifierEnemyStunWatchTransformThis	FALSE	FALSE						summon
ModifierEnemyTakeDamageWatch	modifierEnemyTakeDamageWatch.coffee	Modifier	ModifierEnemyTakeDamageWatch	FALSE	TRUE	Enemy Take Damage Watch	Whenever this minion takes damage...				
ModifierEnemyTakeDamageWatchHealMyGeneral	modifierEnemyTakeDamageWatchHealMyGeneral.coffee	ModifierEnemyTakeDamageWatch	ModifierEnemyTakeDamageWatchHealMyGeneral	FALSE	TRUE	Enemy Take Damage Watch Heal My General	Whenever an enemy minion or General takes damage, restore %X Health to your General				
ModifierEnemyTeamMoveWatch	modifierEnemyTeamMoveWatch.coffee	Modifier	ModifierEnemyTeamMoveWatch	FALSE	TRUE	Any Move Watch: Enemy	Whenever an enemy minion is moved for any reason...				
ModifierEnemyTeamMoveWatchSummonEntityBehind	modifierEnemyTeamMoveWatchSummonEntityBehind.coffee	ModifierEnemyTeamMoveWatch	ModifierEnemyTeamMoveWatchSummonEntityBehind	FALSE	TRUE	Enemy Team Move Watch Buff Target	Whenever an enemy minion is moved for any reason, summon %X				
ModifierEntersBattlefieldWatch	modifierEntersBattlefieldWatch.coffee	Modifier	ModifierEntersBattlefieldWatch	FALSE	FALSE						
ModifierEntersBattlefieldWatchApplyModifiers	modifierEntersBattlefieldWatchApplyModifiers.coffee	ModifierEntersBattlefieldWatch	ModifierEntersBattlefieldWatchApplyModifiers	FALSE	FALSE						grant_modifier
ModifierEnvyBaer	modifierEnvyBaer.coffee	ModifierDealDamageWatch	ModifierEnvyBaer	FALSE	FALSE	Envybaer	Whenever this minion damages an enemy, teleport that enemy to a random corner		maxStacks=1		
ModifierEphemeral	modifierEphemeral.coffee	ModifierEndTurnWatch	ModifierEphemeral	TRUE	FALSE	modifiers.ephemeral_name			maxStacks=1	onEndTurn	
ModifierEquipFriendlyArtifactWatch	modifierEquipFriendlyArtifactWatch.coffee	Modifier	ModifierEquipFriendlyArtifactWatch	FALSE	FALSE						
ModifierEquipFriendlyArtifactWatchGainAttackEqualToCost	modifierEquipFriendlyArtifactWatchGainAttackEqualToCost.coffee	ModifierEquipFriendlyArtifactWatch	ModifierEquipFriendlyArtifactWatchGainAttackEqualToCost	FALSE	FALSE						
ModifierEternalHeart	modifierEternalHeart.coffee	Modifier	ModifierEternalHeart	FALSE	FALSE	Eternal Heart	Can't die		maxStacks=1	onValidateAction	action_modify
ModifierExpireApplyModifiers	modifierExpireApplyModifiers.coffee	Modifier	ModifierExpireApplyModifiers	FALSE	FALSE					onEndTurn, onStartTurn	grant_modifier
ModifierExtraDamageOnCounterattack	modifierExtraDamageOnCounterattack.coffee	Modifier	ModifierExtraDamageOnCounterattack	FALSE	FALSE	Extra Damage on Counterattack	Deals double damage on counter attacks				action_modify
ModifierFate	modifierFate.coffee	Modifier	ModifierFate	TRUE	FALSE	Trial				onValidateAction	action_modify
ModifierFateAbyssianDyingQuest	modifierFateAbyssianDyingQuest.coffee	ModifierFate	ModifierFateAbyssianDyingQuest	FALSE	FALSE						
ModifierFateLyonarSmallMinionQuest	modifierFateLyonarSmallMinionQuest.coffee	ModifierFate	ModifierFateLyonarSmallMinionQuest	FALSE	FALSE						
ModifierFateMagmarBuffQuest	modifierFateMagmarBuffQuest.coffee	ModifierFate	ModifierFateMagmarBuffQuest	FALSE	FALSE						stat_modify
ModifierFateSingleton	modifierFateSingleton.coffee	ModifierFate	ModifierFateSingleton	FALSE	FALSE						summon, draw
ModifierFateSonghaiMinionQuest	modifierFateSonghaiMinionQuest.coffee	ModifierFate	ModifierFateSonghaiMinionQuest	FALSE	FALSE						
ModifierFateVanarTokenQuest	modifierFateVanarTokenQuest.coffee	ModifierFate	ModifierFateVanarTokenQuest	FALSE	FALSE						
ModifierFateVetruvianMovementQuest	modifierFateVetruvianMovementQuest.coffee	ModifierFate	ModifierFateVetruvianMovementQuest	FALSE	FALSE						
ModifierFeralu	modifierFeralu.coffee	Modifier	ModifierFeralu	FALSE	FALSE	Feralu					
ModifierFirstBlood	modifierFirstBlood.coffee	Modifier	ModifierFirstBlood	TRUE	FALSE	modifiers.rush_name			maxStacks=1	onRemoveFromCard	
ModifierFlying	modifierFlying.coffee	Modifier	ModifierFlying	TRUE	FALSE	modifiers.flying_name		speed:CONFIG.SPEED_INFINITE	maxStacks=1		stat_modify
ModifierForcefield	modifierForcefield.coffee	Modifier	ModifierForcefield	TRUE	FALSE	modifiers.forcefield_name			maxStacks=1	onStartTurn	
ModifierForcefieldAbsorb	modifierForcefieldAbsorb.coffee	ModifierImmuneToDamage	ModifierForcefieldAbsorb	FALSE	FALSE	Forcefield Active	This minion takes no damage		maxStacks=1		action_modify
ModifierForgedArtifactDescription	modifierForgedArtifactDescription.coffee	Modifier	ModifierForgedArtifactDescription	FALSE	FALSE				maxStacks=1		
ModifierFrenzy	modifierFrenzy.coffee	Modifier	ModifierFrenzy	TRUE	FALSE	modifiers.frenzy_name			maxStacks=1	onBeforeAction	
ModifierFriendlyDeathWatch	modifierFriendlyDeathWatch.coffee	Modifier	ModifierFriendlyDeathWatch	FALSE	TRUE	ModifierFriendlyDeathWatch	Whenever a friendly minion dies...				
ModifierFriendlyDeathWatchForBattlePetDrawCard	modifierFriendlyDeathWatchForBattlePetDrawCard.coffee	ModifierFriendlyDeathWatch	ModifierFriendlyDeathWatchForBattlePetDrawCard	FALSE	TRUE		Whenever a friendly Battle Pet dies, draw %X				
ModifierFriendsguard	modifierFriendsguard.coffee	ModifierFriendlyDeathWatch	ModifierFriendsguard	FALSE	FALSE						summon
ModifierGainAttackWatch	modifierGainAttackWatch.coffee	Modifier	ModifierGainAttackWatch	FALSE	TRUE	GainAttackWatch	GainAttackWatch				stat_modify
ModifierGainAttackWatchBuffSelfBySameThisTurn	modifierGainAttackWatchBuffSelfBySameThisTurn.coffee	ModifierGainAttackWatch	ModifierGainAttackWatchBuffSelfBySameThisTurn	FALSE	TRUE	Gain Attack Watch	modifiers.gain_attack_watch_buff_self_by_same_this_turn_def			onEndTurn	stat_modify
ModifierGrow	modifierGrow.coffee	ModifierStartTurnWatchBuffSelf	ModifierGrow	TRUE	FALSE	modifiers.grow_name	+%X/+%X			onStartTurn	grant_modifier
ModifierGrowOnBothTurns	modifierGrowOnBothTurns.coffee	Modifier	ModifierGrowOnBothTurns	FALSE	FALSE	modifiers.grow_on_both_turns_name	modifiers.grow_on_both_turns_def				
ModifierGrowPermanent	modifierGrowPermanent.coffee	ModifierGrow	ModifierGrowPermanent	FALSE	FALSE						grant_modifier
ModifierHPChange	modifierHPChange.coffee	Modifier	ModifierHPChange	FALSE	FALSE	Modifier HP Change	Whenever this card's HP changes				
ModifierHPChangeSummonEntity	modifierHPChangeSummonEntity.coffee	ModifierHPChange	ModifierHPChangeSummonEntity	FALSE	FALSE	Modifier HP Change Summon Entity	When this falls below %X health, summon %Y on a random space				
ModifierHPThresholdGainModifiers	modifierHPThresholdGainModifiers.coffee	ModifierHPChange	ModifierHPThresholdGainModifiers	FALSE	FALSE	Modifier HP Threshold Gain Modifiers	modifiers.HP_threshold_gain_modifiers_def				
