unit_folder	event_type	sound_file
f2_tank	receiveDamage	sfx_f2tank_hit_3
f2_tank	walk	sfx_neutral_ladylocke_attack_impact
f2_tier2general	apply	sfx_unit_deploy_1
f2_tier2general	attack	sfx_f2general_attack_swing
f2_tier2general	attackDamage	sfx_f2general_attack_impact_3
f2_tier2general	death	sfx_f2general_death
f2_tier2general	receiveDamage	sfx_f2general_hit_2
f2_tier2general	walk	sfx_neutral_ladylocke_attack_impact
f2_twilightfox	apply	sfx_ui_booster_packexplode
f2_twilightfox	attack	sfx_f2_lanternfox_attack_swing
f2_twilightfox	attackDamage	sfx_f2_lanternfox_attack_impact
f2_twilightfox	death	sfx_f2_lanternfox_death
f2_twilightfox	receiveDamage	sfx_f2_lanternfox_hit
f2_twilightfox	walk	sfx_neutral_ladylocke_attack_impact
f2_xho	apply	sfx_spell_deathstrikeseal
f2_xho	attack	sfx_neutral_xho_attack_swing
f2_xho	attackDamage	sfx_neutral_xho_attack_impact
f2_xho	death	sfx_neutral_xho_death
f2_xho	receiveDamage	sfx_neutral_xho_hit
f2_xho	walk	sfx_neutral_grimrock_hit
f3_3rdgeneral	apply	sfx_spell_ghostlightning
f3_3rdgeneral	attack	sfx_f3_anubis_attack_swing
f3_3rdgeneral	attackDamage	sfx_f3_general_attack_impact
f3_3rdgeneral	death	sfx_neutral_swornavenger_death
f3_3rdgeneral	receiveDamage	sfx_f3_general_hit
f3_3rdgeneral	walk	sfx_neutral_ladylocke_attack_impact
f3_allomancer	apply	sfx_spell_ghostlightning
f3_allomancer	attack	sfx_neutral_windstopper_attack_impact
f3_allomancer	attackDamage	sfx_spell_blindscorch
f3_allomancer	death	sfx_neutral_prophetofthewhite_death
f3_allomancer	receiveDamage	sfx_neutral_prophetofthewhite_hit
f3_allomancer	walk	sfx_neutral_ladylocke_attack_impact
f3_altgeneral	apply	sfx_spell_ghostlightning
f3_altgeneral	attack	sfx_neutral_stormatha_attack_swing
f3_altgeneral	attackDamage	sfx_neutral_stormatha_attack_impact
f3_altgeneral	death	sfx_f2_mage4winds_death
f3_altgeneral	receiveDamage	sfx_f2general_hit_2
f3_altgeneral	walk	sfx_neutral_ladylocke_attack_impact
f3_altgeneraltier2	apply	sfx_spell_ghostlightning
f3_altgeneraltier2	attack	sfx_neutral_stormatha_attack_swing
f3_altgeneraltier2	attackDamage	sfx_neutral_stormatha_attack_impact
f3_altgeneraltier2	death	sfx_f2_mage4winds_death
f3_altgeneraltier2	receiveDamage	sfx_f2general_hit_2
f3_altgeneraltier2	walk	sfx_neutral_ladylocke_attack_impact
f3_anubis	apply	sfx_summonlegendary
f3_anubis	attack	sfx_f3_anubis_attack_swing
f3_anubis	attackDamage	sfx_f3_anubis_attack_impact
f3_anubis	death	sfx_f3_anubis_death
f3_anubis	receiveDamage	sfx_f3_anubis_hit
f3_anubis	walk	sfx_neutral_ladylocke_attack_impact
f3_aymarahealer	apply	sfx_summonlegendary
f3_aymarahealer	attack	sfx_f3_aymarahealer_attack_swing
f3_aymarahealer	attackDamage	sfx_f3_aymarahealer_impact
f3_aymarahealer	death	sfx_f3_aymarahealer_death
f3_aymarahealer	receiveDamage	sfx_f3_aymarahealer_hit
f3_aymarahealer	walk	sfx_neutral_ladylocke_attack_impact
f3_badlandsscout	apply	sfx_unit_deploy_1
f3_badlandsscout	attack	sfx_f6_frostwyvern_attack_swing
f3_badlandsscout	attackDamage	sfx_f6_frostwyvern_attack_impact
f3_badlandsscout	death	sfx_f6_frostwyvern_death
f3_badlandsscout	receiveDamage	sfx_f6_frostwyvern_hit
f3_badlandsscout	walk	sfx_neutral_ladylocke_attack_impact
f3_bobble	apply	sfx_spell_diretidefrenzy
f3_bobble	attack	sfx_f6_waterelemental_attack_swing
f3_bobble	attackDamage	sfx_neutral_fog_attack_impact
f3_bobble	death	sfx_neutral_fog_death
f3_bobble	receiveDamage	sfx_f6_waterelemental_hit
f3_bobble	walk	sfx_neutral_ladylocke_attack_impact
f3_buildcommon	apply	sfx_unit_deploy_3
f3_buildcommon	attack	sfx_neutral_stormatha_attack_swing
f3_buildcommon	attackDamage	sfx_neutral_stormatha_attack_impact
f3_buildcommon	death	sfx_neutral_stormatha_death
f3_buildcommon	receiveDamage	sfx_neutral_stormatha_hit
f3_buildcommon	walk	sfx_neutral_ladylocke_attack_impact
f3_buildminion	apply	sfx_spell_divineblood
f3_buildminion	attack	sfx_neutral_spiritscribe_attack_swing
f3_buildminion	attackDamage	sfx_neutral_spiritscribe_impact
f3_buildminion	death	sfx_neutral_golembloodshard_death
f3_buildminion	receiveDamage	sfx_neutral_spiritscribe_hit
f3_buildminion	walk	sfx_neutral_ladylocke_attack_impact
f3_ciphyronmk2	apply	sfx_spell_ghostlightning
f3_ciphyronmk2	attack	sfx_f3_general_attack_swing
f3_ciphyronmk2	attackDamage	sfx_f3_general_attack_impact
f3_ciphyronmk2	death	sfx_neutral_swornavenger_death
f3_ciphyronmk2	receiveDamage	sfx_f3_general_hit
f3_ciphyronmk2	walk	sfx_neutral_ladylocke_attack_impact
f3_curseddervish	apply	sfx_spell_icepillar_melt
f3_curseddervish	attack	sfx_f6_seismicelemental_attack_impact
f3_curseddervish	attackDamage	sfx_f2_lanternfox_death
f3_curseddervish	death	sfx_f2_lanternfox_death
f3_curseddervish	receiveDamage	sfx_neutral_golembloodshard_hit
f3_curseddervish	walk	sfx_neutral_primordialgazer_death
f3_deathobelysk	apply	sfx_spell_divineblood
f3_deathobelysk	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_deathobelysk	attackDamage	sfx_f1_general_attack_impact
f3_deathobelysk	death	sfx_neutral_golembloodshard_death
f3_deathobelysk	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_deathobelysk	walk	sfx_neutral_ladylocke_attack_impact
f3_dervish	apply	sfx_spell_ghostlightning
f3_dervish	attack	sfx_neutral_komodocharger_attack_swing
f3_dervish	attackDamage	sfx_neutral_komodocharger_attack_impact
f3_dervish	death	sfx_neutral_komodocharger_death
f3_dervish	receiveDamage	sfx_neutral_komodocharger_hit
f3_dervish	walk	sfx_neutral_ladylocke_attack_impact
f3_desertspirit	apply	sfx_unit_deploy_2
f3_desertspirit	attack	sfx_f6_frostwyvern_death
f3_desertspirit	attackDamage	sfx_f4_daemondeep_attack_impact
f3_desertspirit	death	sfx_f4_daemondeep_death
f3_desertspirit	receiveDamage	sfx_f4_daemondeep_hit
f3_desertspirit	walk	sfx_neutral_ladylocke_attack_impact
f3_dreamshaper	apply	sfx_unit_deploy
f3_dreamshaper	attack	sfx_f6_icebeetle_attack_impact
f3_dreamshaper	attackDamage	sfx_neutral_golembloodshard_attack_impact
f3_dreamshaper	death	sfx_neutral_golembloodshard_death
f3_dreamshaper	receiveDamage	sfx_neutral_golembloodshard_hit
f3_dreamshaper	walk	sfx_neutral_ladylocke_attack_impact
f3_dunecaster	apply	sfx_spell_ghostlightning
f3_dunecaster	attack	sfx_f3_orbweaver_attack_swing
f3_dunecaster	attackDamage	sfx_f3_orbweaver_impact
f3_dunecaster	death	sfx_f3_orbweaver_death
f3_dunecaster	receiveDamage	sfx_f3_orbweaver_hit
f3_dunecaster	walk	sfx_unit_run_magical_4
f3_duskweaver	apply	sfx_spell_icepillar_melt
f3_duskweaver	attack	sfx_f6_seismicelemental_attack_impact
f3_duskweaver	attackDamage	sfx_f2_lanternfox_death
f3_duskweaver	death	sfx_f2_lanternfox_death
f3_duskweaver	receiveDamage	sfx_neutral_golembloodshard_hit
f3_duskweaver	walk	sfx_neutral_primordialgazer_death
f3_endlessobelysk	apply	sfx_spell_divineblood
f3_endlessobelysk	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_endlessobelysk	attackDamage	sfx_f1_general_attack_impact
f3_endlessobelysk	death	sfx_neutral_golembloodshard_death
f3_endlessobelysk	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_endlessobelysk	walk	sfx_neutral_ladylocke_attack_impact
f3_eurus	apply	sfx_spell_ghostlightning
f3_eurus	attack	sfx_f6_voiceofthewind_attack_impact
f3_eurus	attackDamage	sfx_neutral_prophetofthewhite_impact
f3_eurus	death	sfx_neutral_prophetofthewhite_death
f3_eurus	receiveDamage	sfx_neutral_prophetofthewhite_hit
f3_eurus	walk	sfx_neutral_ladylocke_attack_impact
f3_falcius	apply	sfx_spell_ghostlightning
f3_falcius	attack	sfx_neutral_silitharveteran_attack_swing
f3_falcius	attackDamage	sfx_neutral_silitharveteran_attack_impact
f3_falcius	death	sfx_neutral_silitharveteran_death
f3_falcius	receiveDamage	sfx_neutral_silitharveteran_hit
f3_falcius	walk	sfx_unit_run_charge_4
f3_general	apply	sfx_spell_ghostlightning
f3_general	attack	sfx_f3_general_attack_swing
f3_general	attackDamage	sfx_f3_general_attack_impact
f3_general	death	sfx_neutral_swornavenger_death
f3_general	receiveDamage	sfx_f3_general_hit
f3_general	walk	sfx_neutral_ladylocke_attack_impact
f3_glassmirage	apply	sfx_ui_booster_packexplode
f3_glassmirage	attack	sfx_neutral_beastphasehound_attack_swing
f3_glassmirage	attackDamage	sfx_neutral_beastphasehound_attack_impact
f3_glassmirage	death	sfx_neutral_beastphasehound_death
f3_glassmirage	receiveDamage	sfx_neutral_beastphasehound_hit
f3_glassmirage	walk	sfx_neutral_ladylocke_attack_impact
f3_grandmasternoshrak	apply	sfx_spell_ghostlightning
f3_grandmasternoshrak	attack	sfx_neutral_makantorwarbeast_attack_swing
f3_grandmasternoshrak	attackDamage	sfx_f6_boreanbear_attack_impact
f3_grandmasternoshrak	death	sfx_f6_boreanbear_death
f3_grandmasternoshrak	receiveDamage	sfx_f6_boreanbear_hit
f3_grandmasternoshrak	walk	sfx_neutral_silitharveteran_death
f3_incinera	apply	sfx_spell_blindscorch
f3_incinera	attack	sfx_spell_blaststarfire
f3_incinera	attackDamage	sfx_spell_immolation_a
f3_incinera	death	sfx_f1_elyxstormblade_death
f3_incinera	receiveDamage	sfx_f4_engulfingshadow_attack_impact
f3_incinera	walk	sfx_neutral_sai_attack_impact
f3_insightcaster	apply	sfx_unit_deploy
f3_insightcaster	attack	sfx_neutral_bloodtearalchemist_attack_swing
f3_insightcaster	attackDamage	sfx_neutral_bloodtearalchemist_attack_impact
f3_insightcaster	death	sfx_neutral_bloodtearalchemist_death
f3_insightcaster	receiveDamage	sfx_neutral_bloodtearalchemist_hit
f3_insightcaster	walk	sfx_neutral_ladylocke_attack_impact
f3_irondervish	apply	sfx_unit_deploy
f3_irondervish	attack	sfx_f6_icebeetle_attack_impact
f3_irondervish	attackDamage	sfx_neutral_golembloodshard_attack_impact
f3_irondervish	death	sfx_neutral_golembloodshard_death
f3_irondervish	receiveDamage	sfx_neutral_golembloodshard_hit
f3_irondervish	walk	sfx_neutral_ladylocke_attack_impact
f3_ishtarhunter	apply	sfx_neutral_fog_attack_swing
f3_ishtarhunter	attack	sfx_neutral_arakiheadhunter_attack_swing
f3_ishtarhunter	attackDamage	sfx_neutral_arakiheadhunter_impact
f3_ishtarhunter	death	sfx_neutral_arakiheadhunter_death
f3_ishtarhunter	receiveDamage	sfx_neutral_arakiheadhunter_hit
f3_ishtarhunter	walk	sfx_neutral_earthwalker_death
f3_keeperofages	apply	sfx_ui_booster_packexplode
f3_keeperofages	attack	sfx_neutral_sunseer_attack_swing
f3_keeperofages	attackDamage	sfx_neutral_sunseer_attack_impact
f3_keeperofages	death	sfx_neutral_sunseer_death
f3_keeperofages	receiveDamage	sfx_neutral_sunseer_hit
f3_keeperofages	walk	sfx_neutral_ladylocke_attack_impact
f3_lavastormobelysk	apply	sfx_spell_divineblood
f3_lavastormobelysk	attack	sfx_neutral_spiritscribe_attack_swing
f3_lavastormobelysk	attackDamage	sfx_neutral_spiritscribe_impact
f3_lavastormobelysk	death	sfx_neutral_golembloodshard_death
f3_lavastormobelysk	receiveDamage	sfx_neutral_spiritscribe_hit
f3_lavastormobelysk	walk	sfx_neutral_ladylocke_attack_impact
f3_mech	apply	sfx_unit_deploy
f3_mech	attack	sfx_neutral_shieldoracle_attack_swing
f3_mech	attackDamage	sfx_neutral_shieldoracle_attack_impact
f3_mech	death	sfx_neutral_shieldoracle_death
f3_mech	receiveDamage	sfx_neutral_shieldoracle_hit
f3_mech	walk	sfx_neutral_ladylocke_attack_impact
f3_miniscarab	apply	sfx_summonlegendary
f3_miniscarab	attack	sfx_neutral_stormatha_attack_swing
f3_miniscarab	attackDamage	sfx_neutral_stormatha_attack_impact
f3_miniscarab	death	sfx_neutral_stormatha_death
f3_miniscarab	receiveDamage	sfx_neutral_stormatha_hit
f3_miniscarab	walk	sfx_neutral_zurael_death
f3_nimbus	apply	sfx_summonlegendary
f3_nimbus	attack	sfx_neutral_windstopper_attack_impact
f3_nimbus	attackDamage	sfx_neutral_spelljammer_attack_impact
f3_nimbus	death	sfx_neutral_windstopper_death
f3_nimbus	receiveDamage	sfx_f6_icedryad_hit
f3_nimbus	walk	sfx_spell_icepillar_melt
f3_obelyskduskwind	apply	sfx_spell_divineblood
f3_obelyskduskwind	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_obelyskduskwind	attackDamage	sfx_f1_general_attack_impact
f3_obelyskduskwind	death	sfx_neutral_golembloodshard_death
f3_obelyskduskwind	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_obelyskduskwind	walk	sfx_neutral_ladylocke_attack_impact
f3_obelyskgoldenflame	apply	sfx_spell_divineblood
f3_obelyskgoldenflame	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_obelyskgoldenflame	attackDamage	sfx_f1_general_attack_impact
f3_obelyskgoldenflame	death	sfx_neutral_golembloodshard_death
f3_obelyskgoldenflame	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_obelyskgoldenflame	walk	sfx_neutral_ladylocke_attack_impact
f3_obelyskredsand	apply	sfx_spell_divineblood
f3_obelyskredsand	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_obelyskredsand	attackDamage	sfx_f1_general_attack_impact
f3_obelyskredsand	death	sfx_neutral_golembloodshard_death
f3_obelyskredsand	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_obelyskredsand	walk	sfx_neutral_ladylocke_attack_impact
f3_onyxpantheran	apply	sfx_spell_ghostlightning
f3_onyxpantheran	attack	sfx_neutral_makantorwarbeast_attack_swing
f3_onyxpantheran	attackDamage	sfx_f6_boreanbear_attack_impact
f3_onyxpantheran	death	sfx_f6_boreanbear_death
f3_onyxpantheran	receiveDamage	sfx_f6_boreanbear_hit
f3_onyxpantheran	walk	sfx_neutral_silitharveteran_death
f3_orbweaver	apply	sfx_spell_ghostlightning
f3_orbweaver	attack	sfx_f3_dunecaster_attack_swing
f3_orbweaver	attackDamage	sfx_f3_dunecaster_impact
f3_orbweaver	death	sfx_f3_dunecaster_death
f3_orbweaver	receiveDamage	sfx_f3_dunecaster_hit
f3_orbweaver	walk	sfx_neutral_ladylocke_attack_impact
f3_palacetrinketeer	apply	sfx_spell_ghostlightning
f3_palacetrinketeer	attack	sfx_f2_mage4winds_attack_swing
f3_palacetrinketeer	attackDamage	sfx_f2_mage4winds_impact
f3_palacetrinketeer	death	sfx_f2_mage4winds_death
f3_palacetrinketeer	receiveDamage	sfx_f2_mage4winds_hit
f3_palacetrinketeer	walk	sfx_unit_run_magical_3
f3_pax	apply	sfx_spell_ghostlightning
f3_pax	attack	sfx_neutral_sai_attack_swing
f3_pax	attackDamage	sfx_neutral_sai_attack_impact
f3_pax	death	sfx_neutral_sai_death
f3_pax	receiveDamage	sfx_neutral_sai_hit
f3_pax	walk	sfx_spell_polymorph
f3_plague_totem	apply	sfx_spell_divineblood
f3_plague_totem	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_plague_totem	attackDamage	sfx_f1_general_attack_impact
f3_plague_totem	death	sfx_neutral_golembloodshard_death
f3_plague_totem	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_plague_totem	walk	sfx_neutral_ladylocke_attack_impact
f3_pyromancer	apply	sfx_spell_blindscorch
f3_pyromancer	attack	sfx_spell_blaststarfire
f3_pyromancer	attackDamage	sfx_spell_immolation_a
f3_pyromancer	death	sfx_f1_elyxstormblade_death
f3_pyromancer	receiveDamage	sfx_f4_engulfingshadow_attack_impact
f3_pyromancer	walk	sfx_neutral_sai_attack_impact
f3_rae	apply	sfx_spell_ghostlightning
f3_rae	attack	sfx_neutral_coiledcrawler_attack_swing
f3_rae	attackDamage	sfx_neutral_coiledcrawler_attack_impact
f3_rae	death	sfx_neutral_coiledcrawler_death
f3_rae	receiveDamage	sfx_neutral_coiledcrawler_hit
f3_rae	walk	sfx_spell_icepillar_melt
f3_rehorah	apply	sfx_unit_deploy_3
f3_rehorah	attack	sfx_neutral_hailstonehowler_attack_swing
f3_rehorah	attackDamage	sfx_neutral_hailstonehowler_impact
f3_rehorah	death	sfx_neutral_hailstonehowler_death
f3_rehorah	receiveDamage	sfx_neutral_hailstonehowler_hit
f3_rehorah	walk	sfx_neutral_ladylocke_attack_impact
f3_sakkak	apply	sfx_spell_blindscorch
f3_sakkak	attack	sfx_neutral_sunelemental_attack_swing
f3_sakkak	attackDamage	sfx_neutral_sunelemental_impact
f3_sakkak	death	sfx_neutral_sunelemental_death
f3_sakkak	receiveDamage	sfx_neutral_sunelemental_hit
f3_sakkak	walk	sfx_neutral_sunelemental_impact
f3_sandhowler	apply	sfx_spell_ghostlightning
f3_sandhowler	attack	sfx_f2_celestialphantom_attack_swing
f3_sandhowler	attackDamage	sfx_f2_celestialphantom_attack_impact
f3_sandhowler	death	sfx_f2_celestialphantom_death
f3_sandhowler	receiveDamage	sfx_f2_celestialphantom_hit
f3_sandhowler	walk	sfx_neutral_ladylocke_attack_impact
f3_scarabtera	apply	sfx_unit_deploy
f3_scarabtera	attack	sfx_neutral_serpenti_attack_swing
f3_scarabtera	attackDamage	sfx_neutral_serpenti_attack_impact
f3_scarabtera	death	sfx_neutral_serpenti_death
f3_scarabtera	receiveDamage	sfx_neutral_serpenti_hit
f3_scarabtera	walk	sfx_neutral_ladylocke_attack_impact
f3_sinergyunit	apply	sfx_unit_deploy
f3_sinergyunit	attack	sfx_neutral_sunseer_attack_swing
f3_sinergyunit	attackDamage	sfx_neutral_sunseer_attack_impact
f3_sinergyunit	death	sfx_neutral_sunseer_death
f3_sinergyunit	receiveDamage	sfx_neutral_sunseer_hit
f3_sinergyunit	walk	sfx_neutral_ladylocke_attack_impact
f3_sirocco	apply	sfx_unit_deploy_3
f3_sirocco	attack	sfx_neutral_stormmetalgolem_attack_swing
f3_sirocco	attackDamage	sfx_neutral_stormmetalgolem_attack_impact
f3_sirocco	death	sfx_neutral_stormmetalgolem_death
f3_sirocco	receiveDamage	sfx_neutral_stormmetalgolem_hit
f3_sirocco	walk	sfx_neutral_ladylocke_attack_impact
f3_sister	apply	sfx_summonlegendary
f3_sister	attack	sfx_neutral_stormatha_attack_swing
f3_sister	attackDamage	sfx_neutral_stormatha_attack_impact
f3_sister	death	sfx_neutral_spiritscribe_death
f3_sister	receiveDamage	sfx_f1_sunriser_hit_noimpact
f3_sister	walk	sfx_neutral_ladylocke_attack_impact
f3_starfirescarab	apply	sfx_spell_ghostlightning
f3_starfirescarab	attack	sfx_spell_blaststarfire
f3_starfirescarab	attackDamage	sfx_neutral_hailstonehowler_impact
f3_starfirescarab	death	sfx_neutral_hailstonehowler_death
f3_starfirescarab	receiveDamage	sfx_neutral_hailstonehowler_hit
f3_starfirescarab	walk	sfx_unit_physical_4
f3_tier2general	apply	sfx_spell_ghostlightning
f3_tier2general	attack	sfx_f3_general_attack_swing
f3_tier2general	attackDamage	sfx_f3_general_attack_impact
f3_tier2general	death	sfx_neutral_swornavenger_death
f3_tier2general	receiveDamage	sfx_f3_general_hit
f3_tier2general	walk	sfx_neutral_ladylocke_attack_impact
f3_trifectaperfecta	apply	sfx_spell_divineblood
f3_trifectaperfecta	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_trifectaperfecta	attackDamage	sfx_f1_general_attack_impact
f3_trifectaperfecta	death	sfx_neutral_golembloodshard_death
f3_trifectaperfecta	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_trifectaperfecta	walk	sfx_neutral_ladylocke_attack_impact
f3_windgiver	apply	sfx_spell_diretidefrenzy
f3_windgiver	attack	sfx_f6_waterelemental_attack_swing
f3_windgiver	attackDamage	sfx_neutral_fog_attack_impact
f3_windgiver	death	sfx_neutral_fog_death
f3_windgiver	receiveDamage	sfx_f6_waterelemental_hit
f3_windgiver	walk	sfx_neutral_ladylocke_attack_impact
f3_windshriek	apply	sfx_spell_ghostlightning
f3_windshriek	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_windshriek	attackDamage	sfx_neutral_monsterdreamoracle_attack_impact
f3_windshriek	death	sfx_neutral_monsterdreamoracle_death
f3_windshriek	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_windshriek	walk	sfx_neutral_ladylocke_attack_impact
f3_windslicer	apply	sfx_spell_ghostlightning
f3_windslicer	attack	sfx_f6_voiceofthewind_attack_impact
f3_windslicer	attackDamage	sfx_neutral_prophetofthewhite_impact
f3_windslicer	death	sfx_neutral_prophetofthewhite_death
f3_windslicer	receiveDamage	sfx_neutral_prophetofthewhite_hit
f3_windslicer	walk	sfx_neutral_ladylocke_attack_impact
f3_windstriker	apply	sfx_spell_ghostlightning
f3_windstriker	attack	sfx_neutral_monsterdreamoracle_attack_swing
f3_windstriker	attackDamage	sfx_neutral_monsterdreamoracle_attack_impact
f3_windstriker	death	sfx_neutral_monsterdreamoracle_death
f3_windstriker	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f3_windstriker	walk	sfx_neutral_ladylocke_attack_impact
f3_zephyr	apply	sfx_spell_ghostlightning
f3_zephyr	attack	sfx_f3_orbweaver_attack_swing
f3_zephyr	attackDamage	sfx_f3_orbweaver_impact
f3_zephyr	death	sfx_f3_orbweaver_death
f3_zephyr	receiveDamage	sfx_f3_orbweaver_hit
f3_zephyr	walk	sfx_unit_run_magical_4
f3_zirixfestive	apply	sfx_spell_ghostlightning
f3_zirixfestive	attack	sfx_f3_general_attack_swing
f3_zirixfestive	attackDamage	sfx_f3_general_attack_impact
f3_zirixfestive	death	sfx_neutral_swornavenger_death
f3_zirixfestive	receiveDamage	sfx_f3_general_hit
f3_zirixfestive	walk	sfx_neutral_ladylocke_attack_impact
f3_zodiac02	apply	sfx_ui_booster_packexplode
f3_zodiac02	attack	sfx_f1_oserix_attack_swing
f3_zodiac02	attackDamage	sfx_f1_oserix_attack_impact
f3_zodiac02	death	sfx_f1_oserix_death
f3_zodiac02	receiveDamage	sfx_f1_oserix_hit
f3_zodiac02	walk	sfx_neutral_ladylocke_attack_impact
f4_3rdgeneral	apply	sfx_spell_fractalreplication
f4_3rdgeneral	attack	sfx_voidhunter_attack_swing
f4_3rdgeneral	attackDamage	sfx_f4_general_attack_impact
f4_3rdgeneral	death	sfx_f1_elyxstormblade_death
f4_3rdgeneral	receiveDamage	sfx_f4_general_hit
f4_3rdgeneral	walk	sfx_neutral_ladylocke_attack_impact
f4_abomination	apply	sfx_summonlegendary
f4_abomination	attack	sfx_neutral_rook_attack_swing
f4_abomination	attackDamage	sfx_neutral_rook_attack_impact
f4_abomination	death	sfx_neutral_rook_death
f4_abomination	receiveDamage	sfx_neutral_rook_hit
f4_abomination	walk	sfx_unit_physical_4
f4_abyssiansentinel	apply	sfx_f4_blacksolus_attack_swing
f4_abyssiansentinel	attack	sfx_f4_engulfingshadow_attack_swing
f4_abyssiansentinel	attackDamage	sfx_f4_engulfingshadow_hit
f4_abyssiansentinel	death	sfx_f4_engulfingshadow_death
f4_abyssiansentinel	receiveDamage	sfx_f4_engulfingshadow_attack_impact
f4_abyssiansentinel	walk	sfx_neutral_ladylocke_attack_impact
f4_altgeneral	apply	sfx_spell_fractalreplication
f4_altgeneral	attack	sfx_neutral_prophetofthewhite_attack_swing
f4_altgeneral	attackDamage	sfx_f4_blacksolus_attack_impact
f4_altgeneral	death	sfx_f1_elyxstormblade_death
f4_altgeneral	receiveDamage	sfx_f4_blacksolus_hit
f4_altgeneral	walk	sfx_neutral_ladylocke_attack_impact
f4_altgeneraltier2	apply	sfx_spell_fractalreplication
f4_altgeneraltier2	attack	sfx_neutral_prophetofthewhite_attack_swing
f4_altgeneraltier2	attackDamage	sfx_f4_blacksolus_attack_impact
f4_altgeneraltier2	death	sfx_f1_elyxstormblade_death
f4_altgeneraltier2	receiveDamage	sfx_f4_blacksolus_hit
f4_altgeneraltier2	walk	sfx_neutral_ladylocke_attack_impact
f4_arachne	apply	sfx_unit_deploy_1
f4_arachne	attack	sfx_f4_daemondeep_attack_swing
f4_arachne	attackDamage	sfx_f4_daemondeep_attack_impact
f4_arachne	death	sfx_f4_daemondeep_death
f4_arachne	receiveDamage	sfx_f4_daemondeep_hit
f4_arachne	walk	sfx_neutral_ladylocke_attack_impact
f4_arcanedevourer	apply	sfx_f4_blacksolus_attack_swing
f4_arcanedevourer	attack	sfx_f6_waterelemental_death
f4_arcanedevourer	attackDamage	sfx_f2_celestialphantom_attack_impact
f4_arcanedevourer	death	sfx_f1_elyxstormblade_death
f4_arcanedevourer	receiveDamage	sfx_f1_windbladecommander_hit
f4_arcanedevourer	walk	sfx_spell_icepillar_melt
f4_blacksolus	apply	sfx_ui_booster_packexplode
f4_blacksolus	attack	sfx_f4_blacksolus_attack_swing
f4_blacksolus	attackDamage	sfx_f4_blacksolus_attack_impact
f4_blacksolus	death	sfx_f4_blacksolus_death
f4_blacksolus	receiveDamage	sfx_f4_blacksolus_hit
f4_blacksolus	walk	sfx_neutral_ladylocke_attack_impact
f4_bloodbaronette	apply	sfx_f4_blacksolus_attack_swing
f4_bloodbaronette	attack	sfx_f4_siren_attack_swing
f4_bloodbaronette	attackDamage	sfx_f4_siren_attack_impact
f4_bloodbaronette	death	sfx_f1_elyxstormblade_death
f4_bloodbaronette	receiveDamage	sfx_f4_siren_hit
f4_bloodbaronette	walk	sfx_neutral_ladylocke_attack_impact
f4_bloodmoon	apply	sfx_f4_blacksolus_attack_swing
f4_bloodmoon	attack	sfx_f3_aymarahealer_attack_swing
f4_bloodmoon	attackDamage	sfx_f3_aymarahealer_impact
f4_bloodmoon	death	sfx_f3_aymarahealer_death
f4_bloodmoon	receiveDamage	sfx_f3_aymarahealer_hit
f4_bloodmoon	walk	sfx_neutral_ladylocke_attack_impact
f4_buildcommon	apply	sfx_unit_deploy_1
f4_buildcommon	attack	sfx_neutral_bluetipscorpion_attack_swing
f4_buildcommon	attackDamage	sfx_neutral_bluetipscorpion_attack_impact
f4_buildcommon	death	sfx_neutral_bluetipscorpion_death
f4_buildcommon	receiveDamage	sfx_neutral_bluetipscorpion_hit
f4_buildcommon	walk	sfx_neutral_ladylocke_attack_impact
f4_buildlegendary	apply	sfx_spell_divineblood
f4_buildlegendary	attack	sfx_neutral_monsterdreamoracle_attack_swing
f4_buildlegendary	attackDamage	sfx_f1_general_attack_impact
f4_buildlegendary	death	sfx_neutral_golembloodshard_death
f4_buildlegendary	receiveDamage	sfx_neutral_monsterdreamoracle_hit
f4_buildlegendary	walk	sfx_neutral_ladylocke_attack_impact
f4_buildminion	apply	sfx_spell_divineblood
f4_buildminion	attack	sfx_neutral_spiritscribe_attack_swing
f4_buildminion	attackDamage	sfx_neutral_spiritscribe_impact
f4_buildminion	death	sfx_neutral_golembloodshard_death
f4_buildminion	receiveDamage	sfx_neutral_spiritscribe_hit
f4_buildminion	walk	sfx_neutral_ladylocke_attack_impact
f4_crawler	apply	sfx_f4_blacksolus_attack_swing
f4_crawler	attack	sfx_f4_crawler_attack_swing
f4_crawler	attackDamage	sfx_f4_crawler_hit
f4_crawler	death	sfx_f4_crawler_death
